step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.41806153178254907,0.41509192228994723,0.9896556604822833,0.4194306553934758,0.2392753269091656,0.6769091250086361,0.3534822002969939,0.6336676873834668,1.0510051417024968,0.6029158776112212,0.1573228710465548,0.8934729927691055,0.17608016394426232,0.22447008428055643,0.9722486139826494,0.2308772479099284,0.466763436633844,0.8417929172427735,0.5544872462965013,0.20260728472238915,1.0085331591517124,0.20089303250356608,0.3735906012397873,0.7649783679784677,0.4883675367540628,0.5067328381889549,0.9354855259959772,0.5416789721566829,0.4989438286079251,0.7306162632902308,0.6829081881656994,0.34108361301017687,1.1728601088124893,0.29081355094898836,0.4895296826379102,0.82586283325873,0.5927493803133143,0.14743828879157733,1.2937706106176472,0.11396014686188471,0.340315099388523,0.8559995278254797,0.397564587743448,0.4252264307078858,0.850690850887098,0.49986011988310547,0.4719333953369109,1.0302042657460677,0.45809691439701,0.24654495121209652,1.1072863849482137,0.22265689758627988,0.34913356033837645,0.9381391233653009,0.37215542092089865,0.0982386928294118,1.1794316436079866,0.08329324837248803,1.1206567076691958,0.14286032879819927,0.9536285850880709,0.3832774414768321
0.11,0.3695941093390701,0.3934629264066845,0.7679208100536522,0.5123743506562799,0.465750963656496,1.0603376912747513,0.4392477674697806,0.2487311951841557,1.182476513081089,0.21034768338531795,0.5376065949223992,0.7387456686350156,0.727728929924879,0.47003958396492845,0.8380125414048345,0.5608980304482789,0.38921874593413514,0.8151756304843606,0.4774661206479754,0.4915452544473311,0.82586283325873,0.5951899451725752,0.49321482908460457,0.9418864658994389,0.523645733261086,0.4679213886670898,1.0363468443356165,0.4515104100761419,0.23939440000113602,0.9533664403207027,0.2511042867426781,0.42191631885794717,0.9954836582495282,0.42383048215964736,0.12347474100773831,0.9195578948474832,0.1342762013132601,0.21462253707939472,1.0054978127450591,0.21344903425842818,0.21791975930287025,1.1918609327232565,0.18283992143693328,0.35389054087292976,0.8734748167806025,0.4051525402612944,0.31122726145603874,0.9438812758709263,0.32973136496310623,0.08268824986558397,1.2513489340086306,0.06607929061057055,0.0031549161421208613,0.86246153442635,0.003658036928243176,0.18095579113398444,1.053306473768478,0.17179785336984402,1.1168494316443678,0.15251351158271537,0.9608949880088687,0.3515962096361221
0.21,0.36627686117913966,0.10940259441272678,0.9318510655112264,0.11740351914788764,0.5410243862574313,1.0639207671156279,0.5085194339463742,0.09832804986492609,0.7352486446471999,0.13373441839135605,0.39647244806763693,0.8388117541667556,0.4726596236857433,0.29737139134208485,1.158643690877333,0.25665473664031535,0.4924518494351196,0.82586283325873,0.5962877000917682,0.42188744279689244,0.7671789706931982,0.5499204995357062,0.47608071020836645,1.0427235040181133,0.45657425805959045,0.5349332471001605,0.7373618374007893,0.7254691251527305,0.503184123527031,0.9337913353823345,0.5388614184570536,0.4195546280655926,0.9896556604822833,0.42394000743767124,0.3788171344837004,0.9213067836605614,0.41117371672720543,0.1997954263872785,1.0497277224383614,0.19033071349509895,0.3269133908148763,0.8915447680356849,0.36668196879799453,0.1882340510692396,0.9543518055251493,0.1972375909800479,-0.024168187330104268,1.0316628866370687,-0.023426438658548404,0.36233420211025297,0.8357006698463239,0.43356935704847793,0.1180202651209557,1.2702953373774128,0.0929077370028094,0.14822262138469294,1.0665712418968196,0.1389711400066345,1.1162184030207989,0.16674531355164815,0.9498005936300513,0.3467089750497851
0.31,0.38518125593751384,0.33765157124017353,0.9572282834417194,0.35273881589263695,0.47195600547955974,1.0379860260722988,0.4546843537628575,0.30867452333891465,0.7848116055541015,0.39331034499799583,0.5333228859120316,0.7429634139267224,0.7178319630751463,0.25479054276132646,0.9441485970775231,0.26986275629704276,0.2102716034921217,1.2179503485465513,0.17264382225683556,0.517019442333188,1.0520888445285344,0.4914218461891177,0.48014954930096276,0.8233029340958946,0.5831991232100202,0.08434282941678865,1.1239605476634524,0.07504073838901633,0.3030491070919252,0.6468789045127197,0.46847888372585855,0.5063898331350535,0.9330126862895397,0.5427469964517788,0.4688560045131449,0.816729428641928,0.5740652755622715,0.20163150214211514,1.1904461264152568,0.16937473915705878,0.28265603399903627,0.8905181418043955,0.3174062612877373,0.35835558461843103,0.932720478776351,0.3842046923731778,0.33975864701301395,0.8563039736466532,0.39677340929076726,0.3808482065384372,0.8542324495599319,0.445836735346024,0.38198941992399144,1.0340647235336076,0.36940571632562474,0.1715973382152649,1.1471532316293582,0.1495853679211946,1.1006435855558276,0.12470663785084342,0.9466579339850809,0.38571641271116647
0.41000000000000003,0.4153130442353954,0.4151273783409301,0.9896556604822833,0.419466482047532,0.2848248908619879,0.6226269631392883,0.4574567240485368,0.09693460334265797,0.95889826868197,0.1010895592458385,0.35264440660560664,0.860505887334577,0.4098105681739438,0.6355576450767185,1.0514019895191895,0.604485868784937,0.33070729807565596,1.1739482108260253,0.2817051851401182,0.42899519821966814,0.8477503277888069,0.5060395545214583,0.19685366605815677,0.9543248904734949,0.2062753135994247,0.47649455741983876,0.8419188602910669,0.5659625646764889,0.504088824326981,0.9337913353823345,0.5398302653135941,0.2926759358301144,0.9362227588526082,0.31261356665672674,0.48556816053235957,0.8274165509771696,0.5868484984484648,0.3826100033188954,0.7554501908581281,0.5064662210016553,0.48317777002319123,0.7325448247112708,0.6595879920571871,0.24226676442410502,1.0803226035584015,0.22425409190376924,0.09078515094408511,1.2034472002038665,0.07543758540358556,0.24188461084068402,0.9440501765064401,0.2562200790383878,0.470091611490312,1.0274678369228443,0.4575244057256194,0.18807287353141117,1.2805414339078258,0.14686980721699067,1.1193613496204196,0.14424974199463056,0.9485413668640837,0.38515496489496104
0.51,0.37005860938855456,0.363179257458322,0.8838444114764864,0.4109085861069383,-0.032506146454547406,1.0851045898408247,-0.029956694275264074,0.10213522387868192,0.9230410075141435,0.11065079779471979,0.1229670476031612,1.2516671674547846,0.09824260857877243,0.07655871747030782,1.160341249546022,0.0659794844837767,0.4916240172148178,0.82586283325873,0.5952853154499563,0.4205043247498606,0.9896556604822833,0.42489963079172266,0.32531663469886846,0.9291050836925927,0.350139763960762,0.4768056389295394,1.0427235040181133,0.45726948428052,0.07721906302075426,0.8768083457564948,0.08806834856724706,0.5006214720793987,0.9337913353823345,0.5361170671758511,0.40658839582145073,0.7609646399275838,0.5343065557686665,0.5419084765751728,0.7403519989221592,0.7319605773525428,0.22213520615696403,0.9813622138627286,0.22635394252915056,0.4733426660834317,0.7393695730670476,0.6401976539552675,0.30237378631385475,1.1627890142103812,0.2600418327130384,0.20923632906490724,0.9461812213919506,0.22113768941333933,0.38839490509812946,0.8606143654651294,0.45129958397593883,0.5482642845186048,1.0459319971830099,0.5241873142759139,1.1126889073747352,0.17567878468705062,0.9547110638133054,0.3524783969946768
0.61,0.3837952311189261,0.352964871565555,0.8983426973312146,0.3929067076675067,-0.0020711774730339033,0.9742945528229242,-0.0021258226960551786,0.40019705431868363,0.83784965176883,0.47764781363076997,0.2043905252992893,1.0882562711809927,0.18781470018774302,0.518602954312647,0.8088045036266066,0.6411969171626494,0.3314935433811206,0.9157955951185,0.3619732887426989,0.20575832202076808,0.9469161783445156,0.2172930685168917,0.49649236171723016,0.8281476812696436,0.5995215261075797,0.4530319153309436,1.044902009346336,0.43356401966759434,0.4200393271928791,0.9932851346669814,0.42287890207247053,0.5023691861917648,0.9337913353823345,0.5379886995696669,0.5311499359275718,0.7354415117290761,0.7222191397366188,0.09856181343921769,0.9131220979607383,0.10793935844870504,0.5551155902274414,1.0711359710624524,0.5182494148495695,0.1402497652757126,1.2824009351863046,0.10936498986203358,0.14409937816533006,1.0432820368317022,0.13812121083090742,0.2986275532022234,1.1584282814094984,0.25778682892554494,0.40542748789041494,0.7608336473304014,0.5328727104971911,0.21922153571416972,0.9780782455877185,0.22413496742527123,1.1104540482757086,0.16179875867324917,0.9585846493661457,0.36217623374765034
0.71,0.2872034153460765,0.09086820563219676,0.678467435400914,0.13393156530571246,0.00409116226688187,0.6517845915494467,0.006276862509370168,-0.01999273412084875,0.6176243070079267,-0.03237038098079932,0.29053472383032375,0.8832528569882772,0.32893720244618446,0.13606671005498658,0.9015266835230809,0.15092920990785405,0.5040638755367816,0.8281476812696436,0.6086642357846066,0.42529505546596946,0.9896556604822833,0.42974043644504883,0.5177978457353859,0.7967258814809862,0.6499071484572365,0.5059582974740131,0.9124688109569896,0.5544937990191339,0.21044740670736814,0.8870554672073783,0.23724266913082354,0.018903744710439294,0.46916386126219556,0.04029241438072913,0.48145868468795067,1.0411405767855697,0.4624338878179277,0.5037755296242481,0.7572961567419131,0.665229217313901,0.3048338636959948,1.1285505235288078,0.2701109585619837,0.396291922963884,0.7575299764832727,0.5231369520234882,0.20745119884728702,0.9407692785775824,0.2205123015506497,0.1874089142587843,1.0215140956168847,0.18346189745488484,0.017671971618026704,0.5812477770427242,0.030403508307486806,0.3900924106049444,0.8426326996821334,0.4629447809847625,1.107839754910618,0.1882168907826351,0.8256081221888426,0.31190940349584134
0.81,0.28402655764675966,0.08449104587696903,0.5562263066416661,0.15190048523073563,0.12990853174276398,0.8377021540360052,0.15507723254246328,0.43109069018343277,0.9991491349012898,0.43145780256920513,0.4007808290821276,0.8376307523656724,0.4784695737951661,0.05808135787643384,0.4592677837571052,0.12646512542484706,0.13000742862522616,0.7702231149042886,0.16879190731815608,-0.03863920886247688,0.6714306564731327,-0.05754757917286583,0.4956660736466417,0.826083223683808,0.6000195373007152,0.5333453728955461,0.7955654245479432,0.6703978785888087,0.5077250134861583,0.9124688109569896,0.5564299923343797,0.18327913755180258,0.9949372141254642,0.18421176225969432,0.4725946500362634,1.0273843380511956,0.4599979117189088,0.38941790571827145,0.7723757094143074,0.5041819686607792,0.2433472668630939,0.8991958553665337,0.2706276562672765,0.5308653744929954,0.7354415117290761,0.7218322137472123,-0.059990927384674445,0.6293997343880819,-0.09531451017055022,0.1175958023698526,0.9728028146722157,0.12088349313573513,0.21001877433189745,0.9907518846697849,0.211979182257015,0.26183630629309995,0.8104209213340986,0.323086805140803,1.113086652129686,0.19206575802707415,0.8157082813694032,0.3148920231025518
0.91,0.25082676870143084,0.39819789219224794,0.7524666559398245,0.5291900831072736,0.20793055462110419,0.8916884131357027,0.23318745826235157,0.5328511928901849,0.7732634148240846,0.6890940172197428,0.059817836359804304,0.46336111874578517,0.12909550227631916,0.5027729837902942,0.8169993975043338,0.6153896628640136,0.4724093167451542,1.0378686297452995,0.45517255576082577,0.15878605914125804,0.9224878289035845,0.1721280803563359,0.5154236670488939,0.9050666542311658,0.5694869705333856,0.4217999308465787,0.9833654614833702,0.42893506775223644,0.0962349592355999,0.8364906974333863,0.11504606032186453,0.526822374958137,0.734646338279163,0.717110189635147,-0.006555753361211166,0.657303336664435,-0.009973710759600168,0.29874335272716496,0.8779414286685234,0.3402770879376725,0.027862350282126237,0.4078941785986505,0.06830779095168586,-0.013492778184299548,0.549473344153645,-0.02455583756311692,0.19843922903267008,0.6168077420869026,0.32171974424522026,0.1689630672018691,0.6440511225353992,0.26234418556204336,-0.06105076111846078,0.6227472860870139,-0.09803456792572904,-0.08599377174677503,0.4962482361205473,-0.17328781341176525,1.108647391539084,0.2129903823454788,0.7363248044810957,0.2810859224803109
