step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4177337126439614,0.6343036762501462,1.0510051417024968,0.6035210020216015,0.1550188126549825,0.8924815598042677,0.17369413513594617,0.458752112253587,1.047158299379213,0.43809241881151023,0.3967187635701335,0.7703632671775855,0.5149762202754161,0.511486336292746,0.7280964611219445,0.7024980392084068,0.3208318261054197,0.8771707627655263,0.36575754656243625,0.4964054955253857,0.8281476812696436,0.5994166339563256,0.4670900843090806,0.8417929172427735,0.5548752843383352,0.21965945235899817,0.6548023154601992,0.33545918695266086,0.09886166364670246,1.1794316436079866,0.08382144415277498,0.4161002471713641,0.9896556604822833,0.42044951975375794,0.344724552936509,0.9403709261908744,0.3665835930645708,0.5006383935038241,0.9337913353823345,0.5361351883810757,0.40686727236991976,0.8554748541318791,0.4756040115086744,0.33772025327859795,1.173697204554125,0.2877405279387151,0.16261080792974777,1.2820221561255276,0.12683931174885713,0.1782483518799509,0.9518005215990822,0.18727490459921467,0.19278212229585295,1.1252655815923887,0.17132144219948736,1.1203471067781179,0.1480976978899941,0.9512515716438963,0.3857811339227648
0.11,0.41137488626599567,0.21538421824578144,1.1992123232178789,0.17960474060826456,0.636716064749663,1.0514019895191895,0.6055876544810762,0.3795103053675092,0.7612762181880252,0.49851853545459784,0.45712545220581796,0.8390787585236172,0.5447944517272051,0.24015524605478988,0.6632252893732686,0.3621020638126309,0.500949993385667,0.9337913353823345,0.53646888164855,0.2802179042372932,0.9246803509492755,0.3030429963712562,0.43658004385972843,1.0442401082881887,0.41808396401801623,0.48046759285156276,0.8321570959901393,0.5773760689739478,0.4165584493581029,0.9896556604822833,0.42091251128205925,0.3215613595772671,1.1658982019290123,0.27580569130755545,0.5093283311772956,0.7280964611219445,0.6995341391887239,0.06799957204718195,1.189871066733356,0.057148689423860324,0.4087403036540673,0.8511239674536138,0.48023592247899377,0.2401296255699886,1.2370131718784894,0.19412050819583052,0.20994098683824347,0.986676877691805,0.21277582518136187,0.18829240854627957,1.1065547893565149,0.17016094490520042,0.17252782958115598,0.8954195625060125,0.19267820003653036,1.120241451188773,0.14506530952632826,0.9666318460324972,0.3738306549497589
0.21,0.4198571609678593,0.6361156529332695,1.0514019895191895,0.6050165961966344,0.2647708697338244,1.1700964864003305,0.22628122792536712,0.517817296461318,0.8115306951821979,0.6380748128634397,0.17268229260365978,1.0857906756310407,0.15903829023333632,0.5303561920002681,0.7354415117290761,0.7211398643426618,0.45798316780683607,1.0382371101627013,0.44111616058018377,0.15401913362447858,0.8859147173018095,0.17385322832604894,0.48671603173445604,0.8274165509771696,0.5882357938811472,0.3892776229849221,0.7575299764832727,0.5138775164939203,0.427411213272669,0.9954836582495282,0.42935030598516766,0.48898699766758563,0.9418864658994389,0.5191570485097008,0.38352519263302826,0.8472837595143378,0.4526525952213041,0.3329650842801378,0.9188907813579769,0.3623554518504011,0.1866630549382425,1.271681249889747,0.14678446737688863,0.10514813768874844,1.1511049664170794,0.09134539486527604,0.22078980427969544,0.9435333704146179,0.23400317487729505,0.19212792364134207,1.0888764272904194,0.1764460308130986,0.36348275590604257,0.8712177919862631,0.41721227372704267,1.1199160060517095,0.15031654331558655,0.9662954546892332,0.38310779078160634
0.31,0.3984749297700247,0.5281211600286276,1.0494806770408798,0.5032214233021616,0.16506903800133738,1.291224187278094,0.1278391774470269,0.540651802775703,0.7392672453187131,0.7313347185328318,0.38232344599620244,0.7598326429083101,0.5031679667417736,0.4542030288520784,1.047158299379213,0.43374820131907815,0.5033107738864463,0.9337913353823345,0.53899704871471,0.3781685261218813,0.855770217545201,0.4419042850155121,0.4915973845623957,0.8296988202244038,0.5925010046771384,0.28809248259795983,0.9443854657786113,0.3050581494924195,0.5120426519861644,0.8135703892564733,0.6293771980247747,0.20726455292611348,1.0640373199525397,0.19479067983758155,0.42105025274407093,0.9880264685374771,0.4261528067839409,0.23584416261115515,0.9441507102473535,0.249795038071165,0.11598985717974536,1.1723532801415926,0.09893763180816667,0.345287047216827,0.8563039736466532,0.4032295281153359,0.3365120176857607,1.178490088808918,0.285545055390214,0.31178893490853826,0.969941105137892,0.3214514090154089,0.09245649325423093,0.9617468398553816,0.09613391947108832,1.1107600500103303,0.13940688997251321,0.9666238370244469,0.382399180097796
0.41000000000000003,0.42835931417691103,0.2955039421256166,1.1643669997788157,0.25378934835988204,0.6351057753952759,1.0511235552535618,0.6042161002110449,0.11311591139982351,1.0214455838769534,0.11074100586982401,0.4848657531809638,0.8274165509771696,0.5859995822035985,0.5301976525121139,0.7373618374007893,0.7190467767915247,0.4672492471843688,1.0341840398070044,0.45180473610051564,0.5047761941052882,0.8291154734533834,0.6088128979221963,0.46791730252073893,0.8394965507990675,0.5573784693639967,0.10416890411897863,1.2015468812236811,0.08669566352075316,0.21487845009942283,1.0335912975875,0.20789498770062162,0.33166847710826863,0.9082072358984867,0.36519030458962376,0.42521659143201074,0.9896556604822833,0.42966115226865104,0.2112955439619136,0.945494934544145,0.2234761247703419,0.25052555305107815,0.8387009191579866,0.29870666327943596,0.15609768033061824,1.262836445992364,0.12360878625731564,0.4911094570032939,0.9337913353823345,0.5259306211084219,0.34446963025119093,0.9357813621261405,0.36810909491565347,0.397515231723278,0.757697788531719,0.5246355971205756,1.122163238825034,0.1519093155058883,0.9617674695707437,0.3914276617974431
0.51,0.4095689070884947,0.3013742276375267,1.1738402056047752,0.2567421240118926,0.26959500185538793,0.8874385364950373,0.3037900550500779,0.08195613024759558,1.0120354886033784,0.08098147858500107,0.21072568080948792,0.9522644503402186,0.22128903450527979,0.5119914468556387,0.9363318474899169,0.546805545734844,0.6333197496560656,1.0500506574423942,0.6031325680978487,0.30479669356056366,0.7968440823770816,0.38250480903531153,0.5356413736619788,0.7391513711955096,0.724670743417046,0.4722221673154458,0.8207963587814623,0.5753219568572372,0.46891737755639845,0.816729428641928,0.57414042045249,0.3660350026699772,0.8440038683616713,0.4336887737025447,0.25668752656162386,0.9362465016912854,0.27416660686894945,0.42058586567602324,0.9924073486225456,0.4238036591121513,0.25099826655478996,1.0640200185552506,0.23589618820856476,0.3479965214318303,0.8563039736466532,0.40639367811158633,0.4709716564701718,1.0189284132503844,0.4622225176425996,0.13320438798490145,1.2867458839267227,0.10352035289081767,0.28489191420373294,0.9361776058859655,0.30431395967234365,1.1139852129931738,0.1417686262691207,0.9511286689395657,0.3840769151086992
0.61,0.3761324238727491,0.5435089766678151,1.0616767534157023,0.5119345176572805,0.5109696937311712,0.9363318474899169,0.54571431603118,0.39670126373261044,0.7605749586780132,0.5215807583543551,0.19412805560446708,0.8637624912515594,0.22474703123908846,0.30653180810036207,1.1682049964070624,0.2623955633156278,0.48966674351316913,1.0393057299946933,0.4711479301818815,0.49260291906778003,0.82586283325873,0.5964706234860374,0.3424386074301273,0.8906475673750717,0.3844827291667869,0.22227504820399557,0.9766259192214288,0.22759486905814907,0.41833395768450826,0.9896556604822833,0.4227065780441694,0.0944245222971301,0.9302056856517824,0.10150929386221513,0.5371632858244553,0.7386992347581199,0.7271745529834538,0.2793313349464924,0.9457069811380932,0.2953677412958678,0.10988602874157298,1.271974995230699,0.08639008561771522,0.3977716386336634,0.8390288244232856,0.47408578472506646,0.4820986743209073,0.8221887123668984,0.5863601227667703,0.21925937140655746,0.9599336125127759,0.22841097399705787,-0.021731356941717885,1.0384168983637507,-0.020927391470574402,1.1088312109122835,0.1643357664231883,0.9477113167788814,0.36928589335067374
0.71,0.3047958882829382,0.31011124783368127,0.9349234658971477,0.3316969347176457,0.007485659521075334,0.4708341727108102,0.015898717542052923,0.10480189719870589,0.8640226957522356,0.12129530591492536,0.10841697109664471,1.255551489730417,0.08635007961316124,0.5147277218741392,0.9141557266074744,0.5630634988027111,0.53480836940513,0.7373618374007893,0.7252997677372848,0.486521868976116,0.851930798323475,0.5710814422175466,0.4990542533456761,0.8089282857075262,0.6169326282232548,0.5007768966277882,0.8192811388015941,0.6112393815879871,0.4777722040403281,1.030079501457125,0.4638207083671536,0.4189683563688153,0.9896556604822833,0.42334760775747177,0.39953793486575884,0.7574887651759039,0.5274506411629462,0.2033318407369133,1.015599299520315,0.20020872487106917,0.3415020775572755,0.9009086606488025,0.3790640410886247,0.196489410649686,0.8514183830308761,0.23077891500324868,0.12150188054770922,1.1266040271734898,0.10784790185114322,0.33529173869821727,1.1587856545698916,0.2893475056201555,-0.00809912309451095,0.6158640644975373,-0.013150829154350402,1.1184193483601121,0.17960110469010893,0.894632979304872,0.3473096096068907
0.81,0.2931314357856047,-0.11812067592194826,0.6096739232982276,-0.19374401857789225,0.46860921045755444,0.8491793740700477,0.5518377209417471,0.3890206372060544,0.756344286834104,0.5143433274738041,0.0871114950235374,0.9087802119726712,0.09585540472370785,0.5177685358969296,0.7918471777661972,0.6538743212516788,-0.10212401090818705,0.5068934362928394,-0.20147037542066057,0.5007284952898912,0.8180504019134407,0.61209980964336,0.46236201768935925,1.030612320699972,0.4486284594146244,0.4349309029783678,0.9954836582495282,0.43690411125699047,0.047867426373886995,0.6509744875353086,0.07353195446279404,0.30228221647804854,0.882420602397452,0.3425602435582043,0.5339650026568766,0.7373618374007893,0.7241560053326203,0.5045680323720196,0.9092801438672297,0.5549093266526836,0.2519162485595852,1.0102190523679013,0.24936794447610797,0.1569935604106253,0.7992807182912507,0.1964185508518901,0.24607319010653692,0.9425783315112052,0.2610639157299699,0.12579017370799359,0.45073957730697317,0.279075058062463,0.09096496318195015,0.5873363404557703,0.15487712391738223,1.1094174721075991,0.21035902410752724,0.7909475490128283,0.31968271576397084
0.91,0.28430115414649076,-0.019359760130414173,0.5097061350982903,-0.037982199540684145,0.05001811942658206,0.4589874381198457,0.10897492016659917,0.22514525474468527,0.6952364969029157,0.32383980954343516,0.08663333465390073,0.5789469955754067,0.14963949258912235,0.48263620606534136,0.8529908968950182,0.5658163619590677,0.49862082987395623,0.8169993975043338,0.6103074633801199,0.5250719562303835,0.772455399526891,0.6797440428948733,0.4895914363563364,1.0189896628460486,0.48046752014039323,0.36521438854276445,0.89928616593973,0.4061158754300698,0.5044185800398368,0.9092801438672297,0.5547449633008708,-0.00312714856105509,0.5769404650442364,-0.0054202274767038905,0.44002529226066256,0.9896556604822833,0.44462464049993666,0.12501001526985892,0.8408632368649621,0.14866866547280722,0.5281880063452813,0.734646338279163,0.7189690859720472,0.34308746470369883,0.8028809471663554,0.42732047125364375,-0.05282675371563331,0.6269539999962026,-0.08425937742793455,-0.005242706550069471,0.6601338296114659,-0.007941884379952415,0.3383592850231786,0.769174168572546,0.4398994387072499,1.1191670051387994,0.21389362706059092,0.750784854349607,0.32908494791583115
