step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.365915174312587,0.3682068967259953,0.9308978720210409,0.3955395192026745,0.5808116095045671,1.0704199823775788,0.5426016134475451,0.24133145599955608,0.9545001743473602,0.2528354236965609,0.13772332008484647,1.2904861553496132,0.10672204386999799,0.31455686577900166,0.8313219460058809,0.3783815251002365,0.48872172476983616,0.790960091459448,0.6178841765177638,0.45445316380951584,0.8414255003139299,0.5400991099508662,0.4765303396292944,0.7325448247112708,0.6505135570606436,0.35069991860567196,1.1479155141572395,0.30551021767759967,0.4390172162211458,1.0315331881681509,0.42559679248010907,0.11759825409183756,1.1492673143688172,0.10232454418702672,0.21992855559470514,0.9894127783560452,0.2222819033731569,0.34940703118680705,1.0287157653754069,0.3396536175950397,0.4050408065726834,0.747819223454623,0.5416293054109499,0.38899394689267086,0.8421185956372418,0.4619229986226753,0.38013362541775736,0.9610875887773677,0.3955244348762617,0.3869545923446703,0.9242808629576469,0.4186547702680301,0.5146625167496328,0.7053749605788265,0.7296296941520348,0.29443068272199857,0.6300848820813957,0.46728733079484264,0.2933839513553817,1.0605933294074292,0.27662247462870626,0.13776412163191903,0.8879238446011392,0.1551530826315443,0.16447248100129233,1.112015091997793,0.1479049000187659,0.34578592701530725,0.8948048667019549,0.38643724445732475,0.3356601365351707,0.9072531547288234,0.36997406378322156,0.12232977184061065,1.0549866413191704,0.11595385860777133,0.346315707498708,0.9183199017909692,0.37711880884134147,-0.01782825270509667,1.051995520608939,-0.01694708043507346,1.10750231492876,0.13868944727110213,0.9440022063575966,0.35951147891917096
0.11,0.38557125758635946,0.2739922372763148,1.310684074630687,0.20904521736370216,0.1483139410535722,0.979346833646324,0.15144169150102496,0.22839686930731268,0.9300250088919342,0.24558142751390424,0.5354882461338459,0.7452364042394231,0.718548158795808,0.29274653009180823,0.9629084075935734,0.3040232360452827,0.17810875522190198,1.0964700392415734,0.16243832375492862,0.4617020635495457,0.818496980022554,0.5640852377205147,0.5011164104139982,0.9380757420699507,0.5341961079904258,0.2635547232397596,1.2766424877227966,0.20644364085819653,0.386564708957296,1.0173535152930155,0.37997087850623745,0.29864985903798913,0.9297937709665431,0.3212001073394322,0.4702851782791497,0.82586283325873,0.5694470792728078,0.19847611279583147,1.1012089871149087,0.18023473756405234,0.3404142152345974,0.921948339626607,0.36923350322694504,0.16923928491257487,1.1495249247250865,0.1472254157107982,0.48834579823338264,1.0140490227865944,0.48158006887222704,0.2722180872175824,0.8346259406638872,0.32615579501525166,0.3294435130283711,1.1416070670516736,0.2885787260227772,0.13839267377186132,0.8764873817419023,0.15789465616358817,0.3893498356780874,0.738630706224529,0.5271238149145303,0.35592768421278964,0.8712177919862631,0.40854042179432637,0.4295613273826875,0.847321532188234,0.5069637806480995,0.23495096070113752,0.9737166007407397,0.2412929599047631,0.060711758247864914,1.075678565285029,0.05644042765858941,0.204670831598118,1.2423367926248927,0.16474665550689818,0.5606606115570714,1.0512606644654516,0.5333221631022957,0.24143312398379166,1.0878997766654308,0.22192588799293525,1.098335124826521,0.13068240595817482,0.9910522293136421,0.3325066711392719
0.21,0.3673950394850754,0.13094690315685084,0.9772544446406656,0.1339946867215321,0.5897253384040918,1.0698566519416512,0.5512190229726728,0.35714968438551,0.863818961356648,0.4134543236057217,0.2428616339305735,0.7348471619208786,0.33049271537735425,0.320454896444289,0.9380870302567158,0.3416046551209579,0.15258902231024926,1.212911874682859,0.12580388195980588,0.45742756818999514,0.8250487080858809,0.5544249251068224,0.5004498045104037,0.9617263574774687,0.520366111024599,0.49109506801880565,0.8363860616658506,0.5871631421507426,0.4723276075684628,0.7594504176433492,0.62193343580499,0.33894098266626344,0.9209953971914262,0.36801593547575084,0.25178887581928355,0.9569012581035097,0.2631294229023232,0.3691546043104612,0.9694245121336293,0.3807976791281872,0.23761090428127501,1.0550821631137235,0.22520606696642997,0.05757946309713021,0.885069397814676,0.06505643878242724,0.09114717770775081,1.1506532253617556,0.07921342042829187,0.2426780939315166,0.8429131999069606,0.2879040142665971,0.389878434421527,0.7597613094339654,0.5131591061303092,0.30646308366144687,0.9244473984829646,0.33150948789986157,0.2567492855118212,0.8225355860811507,0.3121436809014735,-0.030325146476940523,1.0456552934605758,-0.02900109306249485,0.16928507472598658,1.2978847067711257,0.13043151972037145,0.347282729887793,1.170590233587432,0.29667318240260565,0.4718256852661295,0.8602997789432132,0.5484433412800793,0.3612602312524091,0.9674450041032612,0.3734168141033158,0.34456260065584954,1.1734756760932508,0.29362568622041785,0.45967636871481793,0.7941257546019753,0.5788458138411754,1.1086161834052175,0.14742679817049428,0.9546906505502429,0.3407047191567526
0.31,0.3815962981961227,0.07856511430196553,1.106382968630961,0.07101077703607644,0.21164631241428594,0.9388804160440037,0.22542414219913437,0.5266966572312524,0.7418971560984653,0.7099321690368479,0.413469496328517,0.8409713282472038,0.4916570665854823,0.5423640532836684,1.0572524670240613,0.5129938876475804,0.2932282308751464,0.9297937709665431,0.315369106603423,0.48313382551359735,0.82586283325873,0.5850049258267553,0.4609004433875308,0.8182551406353679,0.5632722857440843,0.15821762238925535,1.1061954615217438,0.14302863091808607,0.5016074909786485,0.9363318474899169,0.5357155076198027,0.4045243620033022,0.9248168635047687,0.4374102354387014,0.3765740874325326,1.0194182667108072,0.3694009610476803,0.18140784522537487,1.3018094517385712,0.1393505362732649,0.4956176837777858,0.9852719588907092,0.5030262754415423,0.2178220622807081,0.9661245000440838,0.22545961961503821,0.19288674443385057,1.2808231626737776,0.15059592147848933,0.19691477093716683,1.0843183563246073,0.18160235855881554,0.344351009611216,1.1270695636322625,0.30552773379973025,0.3553985608097008,0.8732571863212941,0.40698040208161584,0.16798234249926863,0.8687544437377849,0.19335998072888194,0.2395437856000069,1.0452225382072247,0.22917969795300683,0.0879086539567731,0.9294540334570015,0.09458095913555464,0.26446479498045194,0.799994343651116,0.3305833310938848,0.37875663206218224,0.7678778329006706,0.493251160319895,0.11927784203907886,1.0684166368782217,0.11163982094812154,0.42594255263673003,0.7091223205314868,0.6006616070376777,0.35738414667272944,1.1401120566245884,0.31346405346400746,1.1068468183594573,0.13920009095534655,0.9701365520646656,0.34220307976419195
0.41000000000000003,0.35961127522958997,0.3713707934868745,0.9320376524575557,0.39845041936627823,0.1894821526630608,1.3215365067860998,0.14338018790254262,0.18349392720442992,1.0839150194789324,0.1692881119892964,0.4717595997359779,0.7320108727623558,0.644470754861496,0.06970076782678272,1.073258845172374,0.06494311054626177,0.3962819073244449,0.8806398679627463,0.44999314900561466,0.1349330467794776,1.013769827815283,0.13310027885744444,0.4176318465678649,0.9932851346669814,0.420455146253532,-0.020822402776102415,1.0562840373122064,-0.019712882179954715,0.48309721228072233,1.026265701992139,0.470733077548004,0.48492560158348913,0.82586283325873,0.5871745065340281,0.22684602622276465,0.9676233779703053,0.23443628108551773,0.37985301374175573,0.9257172760132316,0.4103337202235884,0.3198088753737323,1.1318561772915063,0.28255257318913446,0.15072907682563533,0.8745613203723934,0.1723482085412307,0.3661351407109141,0.7177875890681491,0.5100884248865886,0.3131462396807063,0.8974360088001527,0.34893433805868146,0.41236815164920254,0.749111199051143,0.5504765543106632,0.12101095520558469,1.1631456766282025,0.10403766066205793,0.21864304721207178,1.2443510141443117,0.17570849762389873,0.27832130017119694,0.8894734212596386,0.3129056962455931,0.5891490406021729,1.0667752428354758,0.5522710098110468,0.4035232003595684,0.8860242265664657,0.4554313395281611,0.21702264335228508,0.969924828006626,0.22375202395664676,0.1362832914804712,0.735123884777978,0.18538819687736233,0.3553608461415984,0.8744368108743933,0.40638825095464043,0.31007540397286404,0.6294551786302308,0.49260918727783753,1.1038266261966918,0.1434718528636877,0.9504322048872446,0.3288865860710071
0.51,0.2847517740965423,0.11409058514253229,0.9471329190938385,0.12045889530657165,0.13606937696564644,0.9682843477625755,0.14052625892390322,0.32367731127150295,1.060675149153401,0.3051615864950286,0.20545005066161373,0.7124405111209174,0.2883750256402028,0.3471179765729562,0.8767328091532843,0.39592219311170723,0.43306150562721485,0.833396770255346,0.5196342499557903,0.3431176404617659,1.1497715665606683,0.2984224435886336,0.48879580756081603,0.8303994445712877,0.5886273296018012,0.4938406386882448,0.9337913353823345,0.5288554519367489,0.5023242892305372,0.7552954475999142,0.6650699283661275,0.3980598800415515,0.764094150549679,0.5209565859851075,0.41124007581940947,0.9835564414848398,0.41811538054549785,0.2473245680663741,1.040054528253377,0.23779961660444895,0.3547371472480846,1.170590233587432,0.3030412667641559,0.0409972277802269,0.4524677029200604,0.0906080754839425,0.324662505047854,0.9259500633469915,0.3506263651781723,0.4671810757434037,0.9820313899954747,0.4757292694539596,-0.04563134428476388,0.6082601091407487,-0.07501945894368192,0.24005387117815577,1.2133405140779483,0.19784542623682147,0.3880386915288224,0.834860623901147,0.4647945781843087,0.07476668551551024,1.2350828061372334,0.06053576743517772,0.15447626599063036,0.7017196777169471,0.22013956697526374,0.1425117275798685,0.5529290484401769,0.2577396285868806,0.21583955761273366,0.9433603988574448,0.22879862020299846,0.22344831839974538,0.9530988116537711,0.23444402161411643,0.1699895402342488,1.1983199405752805,0.14185655639898764,-0.0422791047066923,0.8020282831245023,-0.052715229121326555,1.1026267233272666,0.1577119890324417,0.9048024083117268,0.2935684963152351
0.61,0.3027252203619268,0.09835852149139594,1.1548826372656842,0.08516754717541768,0.11398314460519939,0.4478814341001813,0.2544940154400413,0.2760056385976382,0.7918692037375398,0.3485495297644112,0.41040461784213705,0.7352890306590123,0.5581541417451945,0.44368973287602964,1.0429371633736653,0.4254232646584325,0.4561761031972867,0.8361809682617735,0.5455471010606366,0.5000203455183532,0.9363318474899169,0.5340204403586066,0.4136513535369562,0.9944274048479022,0.4159693825013041,0.52132921619495,0.725556037432457,0.7185237105045539,0.4895779560008552,0.8236933053415497,0.5943692304235113,0.21553779065758477,0.9604071626942592,0.22442334775276987,0.19371740285468458,1.1827624468029905,0.16378386325868152,0.36404364600496364,0.8274712755651079,0.43994717007710754,0.028435572406383648,0.8928485048289037,0.031848149212987426,0.2373529373101254,0.6890599474145698,0.344459053527491,-0.10749382819601029,0.604142313285472,-0.1779279911904082,0.1879158703277004,1.0836517378139336,0.17340983617742894,0.17209522468603855,0.6378282453074391,0.2698143676642715,0.39363753631998855,0.8411172707527268,0.46799364370168883,0.1846263299355041,0.8452574702714165,0.21842614402002225,0.3338471900655136,1.245611867773995,0.26801863301296613,0.027020003795695285,1.1292642471382404,0.023927086918911013,0.3245751551726038,1.1344081125069299,0.28611850672975603,0.2842537704773422,1.1084354548643927,0.2564459384891456,0.3927906065686561,0.923725175113917,0.4252245333902649,0.22889577057382887,0.9466522716859549,0.24179498367037502,0.20824730691889928,0.9031116389096657,0.23058866473066167,1.1009957951796923,0.15732046027602314,0.9053631176014666,0.3099449738806012
0.71,0.2771981638904649,0.28398297914147874,0.713532716979082,0.39799573640265745,0.06967234394058755,0.4522740761173333,0.15404894425678398,0.26153021509755137,0.8604806644847495,0.30393502828346997,0.06635107772850539,0.8988904141405493,0.07381442352118667,0.43516402090555556,0.827225416167516,0.5260525274013502,0.4219916197078631,0.9924073486225456,0.42522016820369624,0.487913068045463,0.8192811388015941,0.5955380210011416,0.49075844257906576,0.9116258501469862,0.5383331796700788,0.4716949422926148,1.0338225055121841,0.45626298496851175,0.1437520623445315,0.8323696197277053,0.1727021973622216,-0.01755051499485092,0.44031544837412784,-0.0398589580712112,0.39210928427615704,0.8359861016323211,0.4690380420326801,0.23375466040964687,0.9022776294591759,0.25907176768835455,0.3577919987788912,0.8176653774324708,0.43757753312532843,0.476358877270764,0.7335174267575094,0.6494172597595852,-0.07354361635791197,0.6072699180559371,-0.12110531770344944,0.21612386782933318,0.8142465628053006,0.26542803826488104,0.40417499037080085,0.9265948683685624,0.43619385792889603,0.3852410579067974,0.7712266470594963,0.49951730710502534,0.255692874274372,0.8702718371953504,0.29380805323817055,0.16329258444538147,1.064887412568083,0.15334258111999371,0.1774476122106303,0.6123287578741481,0.28979140686889165,0.12811201666187716,1.0465943450103241,0.12240847399248407,0.005894627541242228,0.6639340546933088,0.008878332869919037,0.18131850560138288,0.86564817662626,0.20945981346376286,0.21117806876819303,0.6662650990148473,0.31695802328599393,0.3137856799592059,0.8313219460058809,0.3774538630512542,1.1045588032759097,0.16162938715509506,0.8078615318382723,0.30634382552191325
0.81,0.24238215186822004,0.006798872792594783,0.7107926834328298,0.009565198054317452,0.3175281867103775,0.9530223818479938,0.33318019886863787,0.015865049366286098,0.6292503668881855,0.025212618380729898,0.17298954332502028,0.4477665071704967,0.38633872912506784,-0.08109777161959941,0.6776810327491251,-0.1196695313879642,0.2664587185927132,1.048481649784618,0.25413770345666026,0.3564843192066357,0.8509431892356717,0.41892845928625927,0.515862552219454,0.9165766439168882,0.5628144199867158,0.48649059131814887,1.0130472902782375,0.4802249569065352,0.49355964979939976,0.8192808914312987,0.602430320249679,0.15902937384829569,0.46538778058174973,0.3417136858417379,0.38789805993090476,0.9172413867670575,0.42289637768974253,0.5328593767216925,0.7398208836376386,0.7202545758125488,-0.15905421964238237,0.6121605514179705,-0.25982435371563734,0.3737153642073923,0.8094765860092272,0.46167532287726026,0.17388594926573742,0.8025095390155687,0.21667773504479682,0.08756311654851227,0.7592806002318097,0.11532379007415586,0.14546789075917607,0.6336758071537995,0.22956200807563662,0.41765644291636955,1.0305124535326886,0.4052900491251765,-0.031546979894590495,0.5634799521413875,-0.055985984549588336,0.08520114663732042,0.548426505644461,0.15535563245106063,0.22083462127670536,0.7664914846706607,0.28811099104589744,-0.02395479279125108,0.6397746915830895,-0.03744254517473359,0.2193821399731044,0.8291740848444501,0.26457910827526604,0.29512686135801647,0.8158847274288985,0.3617261745884755,0.016335908298862785,0.6626107157868805,0.024653854683685802,0.14261168658535942,0.3896869017075029,0.36596479368558055,1.1025572300893098,0.19194008433885856,0.7426828625514884,0.2582849736576926
0.91,0.25122929329848803,0.21121706235569332,0.7169398119837954,0.29460919706948474,0.39343978502383653,0.8933926863212013,0.4403884104356583,0.3438376152212258,0.8336101577116661,0.41246812078812783,0.16750442214498834,0.8920984125161873,0.18776451094956853,0.20786695610647762,0.4956359294320992,0.41939444613035226,0.4783968454930906,1.0167632131893598,0.4705095928800042,0.5146358440101011,0.9165766439168882,0.5614760614135466,0.4225437015231423,0.9862715957661798,0.42842529718691885,0.5006302086800278,0.7879355671490202,0.6353694763284431,0.19025065589191417,0.3437312081624501,0.5534867110524343,0.3856721722158829,0.7092590976317833,0.5437676774307761,0.029755463388152208,0.6013728764464753,0.04947922421107159,0.17238594950381544,0.5313409700015603,0.324435643468843,0.35028443790941327,0.8466714753883506,0.41371942730058914,0.1668717524920789,0.5761499716226492,0.2896324927728573,0.23111542494251058,0.6384392313971552,0.3620006628301013,0.4455682864554687,0.8236303314498433,0.5409809102964083,-0.04822782819234685,0.5042176423956438,-0.09564883125311982,-0.15382731507758549,0.497525719970348,-0.30918464895996417,-0.1455075370736848,0.604905552812275,-0.24054587761213903,0.3488585253803614,0.8169154352159265,0.4270436208469379,-0.13579005777288733,0.6184227335671412,-0.21957481574073606,0.1543368120286429,0.44913010427078826,0.34363497472347254,0.08162395660817218,0.6201845531073585,0.1316123663499927,-0.11545133736235341,0.5120376461363686,-0.22547431469834894,0.18729022904060894,0.8809422666796535,0.2126021603510089,0.03357889918777046,0.5966318436142533,0.056280769367517344,1.1048802827303532,0.2027202436787136,0.6929900991798674,0.25957975058962246
