step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4441087503670195,0.3355173013367703,0.897212167025741,0.373955362697555,0.6397164307833949,1.0579965182447222,0.6046488998326022,0.17354834949010292,1.2084369851907024,0.14361390094553866,0.44949093101893894,0.9924917436957208,0.45289135539322367,0.4787756985739654,0.8292806856627757,0.5773385379056785,0.4891416614837691,0.8365566802417345,0.5847083324257538,0.5394484987981363,0.7350741980341524,0.7338694518741261,0.5211021184475647,0.9418864658994389,0.553253642889907,0.4860334675669055,1.0528526065984882,0.4616348618228357,0.31733508130366184,0.9302667460765203,0.34112267544986397,0.4909933747311454,0.824031645916691,0.5958428625455782,1.1293541865127021,0.12114753501283236,0.9369169493260625,0.4929890803438784
0.11,0.44410235060759334,0.31964956532369715,0.931787739535984,0.343049765264005,0.6382457186102531,1.061429621780287,0.6013076190013927,0.4872478647935889,0.8242727625850425,0.5911245487058274,0.5394263053165089,0.7350741980341524,0.733839259708918,0.44945648294165264,0.9924917436957208,0.4528566467142799,0.3351931744294286,0.897212167025741,0.373594102653104,0.47886986213298083,0.8292806856627757,0.5774520863828628,0.4860435873440662,1.0528526065984882,0.4616444735928948,0.4891054405354219,0.8365566802417345,0.5846650347637989,0.5211254250682041,0.9418864658994389,0.5532783875077385,0.17494965818519131,1.2059893000824882,0.1450673386349489,1.1293501866235225,0.1203331775684517,0.9371667246492592,0.49253447844816095
0.21,0.4441021347730212,0.5394479386512621,0.7350741980341524,0.7338686898464618,0.1735707202780513,1.2084369851907024,0.14363241311309272,0.6412354627732569,1.0584123242327383,0.6058465572366608,0.3355076981059285,0.897212167025741,0.37394465928626086,0.49099968111944536,0.824031645916691,0.5958505156355185,0.3173265652383631,0.9302667460765203,0.34111352101611186,0.47878255279484716,0.8292806856627757,0.5773468031661629,0.44947882641276127,0.9924917436957208,0.45287915921501404,0.5210843008562746,0.9418864658994389,0.5532347259695187,0.48913642092898846,0.8365566802417345,0.5847020679909529,0.4826656588047159,1.0507185832468906,0.4593672049781406,1.1293026219701026,0.1212702219266474,0.9367607477475551,0.4928896652230815
0.31,0.44404328230857776,0.3162116789177687,0.9353355093832245,0.3380729970642126,0.4909911035534207,0.824031645916691,0.5958401063677833,0.6397055094878774,1.0582797642725554,0.6044767471554185,0.17426048078198242,1.2076159378188458,0.14430124290734825,0.4891075752615447,0.8365566802417345,0.5846675865647387,0.5394832174233527,0.7350741980341524,0.7339166833309086,0.4788084757548423,0.8292806856627757,0.5773780627389992,0.48259527866525465,1.0507185832468906,0.459300222114619,0.3360974101291808,0.8931751708500806,0.37629506629623355,0.44940256438519843,0.9924917436957208,0.4528023202608895,0.5209936934717643,0.9418864658994389,0.5531385281921956,1.129318954548974,0.12096139182550941,0.9367678531838283,0.49274450572666795
0.41000000000000003,0.4440353183782991,0.6412078537372011,1.0584123242327383,0.6058204719054305,0.1735313264630595,1.209001978777743,0.14353270673592555,0.4495335599573798,0.9924917436957208,0.4529343068220004,0.489136085046648,0.8365566802417345,0.5847016664851753,0.4863271474311716,1.0522312763011172,0.46218655383514684,0.47564313739243713,0.8275073850633619,0.574790202453622,0.49106264811332584,0.824031645916691,0.5959269289555561,0.5209862463965446,0.9418864658994389,0.5531306216392412,0.5394968024634519,0.7350741980341524,0.7339351645129928,0.31359637329772067,0.936679271351243,0.33479589320401004,0.3368398527494077,0.8882261333017105,0.37922758644502835,1.1292872434881438,0.12156316808510678,0.9365544638923319,0.49281655481764813
0.51,0.44405412366900626,0.48630204939850113,1.0522312763011172,0.4621627016334154,0.4845098090878202,0.805444235079129,0.6015435805313334,0.6397553759542463,1.0582797642725554,0.6045238674614589,0.33803026651332524,0.8818638278612629,0.3833134502558427,0.48614383849730175,0.8471145518566172,0.5738820534151166,0.5209821442090399,0.9418864658994389,0.5531262663505166,0.1712317492151563,1.2051243742986417,0.1420863712218996,0.3140332250189703,0.9434926283540565,0.3328412067901454,0.5394468027196545,0.7350741980341524,0.733867144517282,0.4497577329481644,0.9924917436957208,0.4531601756941684,0.491093882334241,0.824031645916691,0.5959648331077448,1.1292905002269122,0.12180878457772339,0.9351849737790349,0.4942246955435385
0.61,0.4438408787957562,0.6397536195263459,1.0582797642725554,0.604522207760537,0.33902341871404745,0.8685967343572479,0.39031164325631623,0.48611023263772707,0.8471145518566172,0.5738423824408652,0.16997909696061897,1.2101124956126978,0.1404655332267733,0.48726724770288815,0.8031926816651163,0.6066629575019581,0.49120210845570944,0.824031645916691,0.5960961704441259,0.5394505410949961,0.7350741980341524,0.7338722302288355,0.4862062925422211,1.0522312763011172,0.46207169801240855,0.4498306196977689,0.9924917436957208,0.4532336138361655,0.5209992265474596,0.9418864658994389,0.5531444026536043,0.3099478708664874,0.9423411651218105,0.32891258743474544,1.1292711052230564,0.12247786103484629,0.934122974793924,0.49483049334512136
0.71,0.4437764038426335,0.3389750191951872,0.8685967343572479,0.39025592174949286,0.6397490042779486,1.0582797642725554,0.6045178466751671,0.3096085346636016,0.9428884148585261,0.32836179741380767,0.4861725824236266,1.0522312763011172,0.4620396612165504,0.4900084184298538,0.7959788260404072,0.6156048407310007,0.48607166071197266,0.8471145518566172,0.5737968491352812,0.5355970589285614,0.7343566732175951,0.7293418558884126,0.4911936063379133,0.824031645916691,0.5960858527362585,0.17002098058023454,1.2101124956126978,0.14050014457056773,0.5209864923853216,0.9418864658994389,0.5531308828053009,0.4498461159041145,0.9924917436957208,0.4532492272721906,1.1292533035091046,0.12232990220890673,0.9334516901844195,0.49517135274491186
0.81,0.4433795186403719,0.33750838408009515,0.8638583919043,0.39069873863942856,0.6397113403476727,1.0582797642725554,0.604482256908125,0.30447687276992313,0.9444076882064364,0.32239982432604686,0.1702610817664402,1.2094103739598643,0.14078023922431684,0.4491301871915262,0.9924917436957208,0.4525278825183064,0.49085833716193844,0.824031645916691,0.5956789882940537,0.4861377369084661,0.8471145518566172,0.5738748506243934,0.5209288103446407,0.9418864658994389,0.553069641835429,0.5356299629457787,0.7343566732175951,0.7293866624768421,0.4860238895654294,1.0522312763011172,0.46189834926209117,0.48977173504688015,0.7959788260404072,0.6153074918880033,1.129265507271328,0.12290140530333551,0.9330952182973404,0.49455499327245794
0.91,0.4339417531111692,0.49023893452884887,1.0617700047786878,0.46171857588973125,0.0585828283187902,0.9285422533556591,0.06309118201899558,0.5159931993569687,0.939128381057389,0.5494384045512485,0.6364989696054862,1.0570436721230385,0.6021501158292716,0.49844507376754704,0.8230106326268386,0.6056362506236868,0.5346792931616982,0.7995025431553452,0.6687649685909863,0.4867933994900101,0.8520526667714144,0.5713184389581932,0.21744528925030746,1.1315348168434212,0.19216844768144414,0.46050881158996154,0.990067878660599,0.4651285245340503,0.5152653331993929,0.7300196070373969,0.7058239644966102,0.3769122226942796,0.8610823050335737,0.4377191593544403,1.130449917824251,0.15560455103385687,0.9248867964948512,0.48390527568442354
