step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4483559667326753,0.5363641597430957,0.7358532786938906,0.7289009579397677,0.21561085189894869,1.119884966087415,0.19252946367539567,0.5203721478929909,0.939128381057389,0.5541011840224553,0.4840756072286781,0.8292806856627757,0.5837295087148887,0.49805871416332137,0.8302678343964826,0.5998771643675173,0.6391626890574517,1.063739975234033,0.6008636545945636,0.4962606847183644,1.0539461955857825,0.47085960061039267,0.495076305132961,0.8365566802417345,0.5918024645860241,0.47322790901174844,0.990067878660599,0.4779752168628569,0.35006011514673874,0.8904029508196459,0.39314797286385517,1.1302873724080906,0.1081500925832472,0.9289128826439746,0.5193787188237717
0.11,0.44804126965888835,0.3471563090278198,0.8896765437969097,0.39020508233952794,0.5203814283479555,0.939128381057389,0.5541110660100002,0.49033303471552114,0.8288124537431072,0.5916091541591402,0.49499310819644005,0.8365566802417345,0.5917030129427752,0.6421396019461851,1.0650943936474573,0.6028945469773369,0.533033954728625,0.7351715744073128,0.7250470139006001,0.4732930868654938,0.990067878660599,0.47804104856505647,0.505853709630984,0.833330265405201,0.6070266863342785,0.2215368785492523,1.114362277693326,0.19880148761659677,0.4563969525438417,1.0655578176515619,0.4283173986276208,1.1300482561371854,0.1074548378786708,0.92977582663046,0.5167756497472932
0.21,0.44804126965888835,0.533033954728625,0.7351715744073128,0.7250470139006001,0.49499310819644005,0.8365566802417345,0.5917030129427752,0.6421396019461851,1.0650943936474573,0.6028945469773369,0.2215368785492523,1.114362277693326,0.19880148761659677,0.3471563090278198,0.8896765437969097,0.39020508233952794,0.4563969525438417,1.0655578176515619,0.4283173986276208,0.49033303471552114,0.8288124537431072,0.5916091541591402,0.5203814283479555,0.939128381057389,0.5541110660100002,0.505853709630984,0.833330265405201,0.6070266863342785,0.4732930868654938,0.990067878660599,0.47804104856505647,1.1300482561371856,0.1074548378786708,0.9297758266304597,0.5167756497472933
0.31,0.44834351496132496,0.4731946712979736,0.990067878660599,0.4779416457163817,0.6405932766660553,1.0646629133048002,0.6016864762177182,0.4980599117966188,0.8302678343964826,0.5998786068337285,0.5329729064133935,0.7351715744073128,0.7249639743526133,0.21636138693624624,1.118110512448424,0.1935062630459138,0.49627756758150166,1.0539461955857825,0.470875619324828,0.5203584031974866,0.939128381057389,0.5540865484350516,0.49510678844531925,0.8365566802417345,0.5918389036140999,0.48658043930981115,0.8268067366683247,0.5885056540183996,0.34784893857313093,0.8896765437969097,0.3909836007236984,1.1303190290058114,0.10827972015619902,0.9284395250567758,0.5194267292282434
0.41000000000000003,0.44809397914566534,0.6406944104280079,1.0641693308401166,0.6020605855293789,0.5330162455907731,0.7351715744073128,0.7250229254585705,0.49505585465420365,0.8365566802417345,0.5917780185691071,0.3475340718761992,0.8899015323339353,0.3905309287025558,0.4863857160801014,0.8268067366683247,0.5882701416295015,0.46297943552770304,1.0606923211738664,0.4364879676090466,0.5058766258354221,0.833330265405201,0.6070541858808441,0.2214515834972565,1.1139670901907521,0.19879544507848598,0.5204468621629228,0.939128381057389,0.5541807410579351,0.4733375330453098,0.990067878660599,0.4780859406181913,1.1301579598767328,0.10707618773745943,0.9289791790979229,0.5172266880133618
0.51,0.44837969609736983,0.5294571396053396,0.7333778230421659,0.7219432098574627,0.6406101045684796,1.0641693308401166,0.6019813633068574,0.4833669537221766,0.8250316342067076,0.585876872693431,0.3469456553197373,0.889720881574542,0.3899488732980465,0.49649855338783744,1.0533640150887926,0.4713456566541106,0.21852630434735937,1.118562095932667,0.19536358789732652,0.4980187284124426,0.8302678343964826,0.5998290043049179,0.47323520900396554,0.990067878660599,0.4779825900868291,0.5203866919346938,0.939128381057389,0.5541166707673948,0.4951796824686893,0.8365566802417345,0.5919260393995065,1.130357166308887,0.10764434734073283,0.9280246555041197,0.5190313868265883
0.61,0.4480324605111663,0.5294268375854358,0.7333778230421659,0.721901891427928,0.6420081552934789,1.0612344059810328,0.6049635704187236,0.4867726588176754,0.8502499757000438,0.5725053486968895,0.5203685208512557,0.939128381057389,0.554097321886236,0.49486864519171225,0.8002979267178646,0.618355525699334,0.21385301250693045,1.1215819679097865,0.19067087259388923,0.35057972569562523,0.8705211018905786,0.4027239832948838,0.4980877215615552,0.8302678343964826,0.5999121017660676,0.49654789002858296,1.0533640150887926,0.4713924938728107,0.4734153175894426,0.990067878660599,0.47816450547804523,1.1302350101075753,0.1085953292678599,0.9250091310444735,0.5214687615134809
0.71,0.44794277310269054,0.48677352370930377,0.8502499757000438,0.5725063659172989,0.6390896087971003,1.0602418412211376,0.6027772003989452,0.21516914297104828,1.1224307349196807,0.19169926150182034,0.47340066232773237,0.990067878660599,0.4781497031982964,0.5294520291111876,0.7333778230421659,0.7219362414245604,0.49805341454440955,0.8302678343964826,0.5998707813442418,0.4948705634545433,0.8002979267178646,0.6183579226352337,0.5204254661865203,0.939128381057389,0.5541579582554621,0.4965144010536627,1.0533640150887926,0.47136070146824727,0.35046640060440715,0.8648161442410678,0.40524960471449584,1.1302927857571374,0.10784030116088886,0.9244242555045223,0.5216065740858602
0.81,0.4477310100434221,0.49125757352979177,0.7999214973270664,0.6141322306892945,0.4868314655884656,0.8502499757000438,0.5725745127927094,0.6406788608436694,1.0610996495175775,0.6037876472157447,0.21434860702216038,1.1193806503500132,0.1914885762543214,0.34823115961436996,0.862610539601677,0.4036945337755446,0.5328222453492556,0.7327467441131903,0.7271574382689423,0.4735342885576839,0.990067878660599,0.47828466993424623,0.5012109421733333,0.8237602429357029,0.6084427434700249,0.496634819534573,1.0533640150887926,0.4714750194810001,0.5204277665498676,0.939128381057389,0.5541604077217903,1.1303988769322062,0.10873536221942819,0.9232329574352052,0.5225197779603618
0.91,0.4472134339515997,0.3434009849520978,0.8561188691561807,0.40111367395810965,0.6393093808332303,1.0612556543257732,0.6024084566497695,0.4955942234514111,0.7841311015010678,0.6320298002498453,0.4932002002478327,1.0509587621032546,0.46928596823419105,0.5327727960290696,0.7327467441131903,0.727089953397009,0.4734985948670084,0.990067878660599,0.47824861817310454,0.21466904210248627,1.1176224738315639,0.19207652595471958,0.5204682209668016,0.939128381057389,0.5542034842784678,0.4867849095176025,0.8502499757000438,0.5725197570477008,0.5049747320871056,0.824730947394153,0.6122902671260736,1.1305567436672714,0.10912500876989822,0.9207010787843215,0.5241266505068991
