step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.3640244940686948,0.30235850582152146,0.9293167801044694,0.32535569387602337,0.5363632758208272,1.078115150002158,0.49750091705858474,0.13588934521661394,1.0748936714667758,0.12642119757871714,0.2343515697609485,1.066558487211197,0.21972688096432805,0.41569752325260284,0.9654383656365767,0.43057903854743357,0.415353393127831,1.030268014710727,0.4031508182309742,0.35073823852209485,0.840000283075318,0.4175453813396467,0.32168778675855036,0.8794718843480531,0.3657738154949836,0.519753987906265,0.7387456686350156,0.7035628227325073,0.3645301420371201,1.148718576078288,0.3173363342670245,0.3565242686861328,0.8805024792711799,0.40491001113505026,0.49328430281904395,0.8294121685282337,0.5947396500034015,0.34955839033963565,0.9277280355270676,0.3767897238774745,0.17062251191254166,0.8852259067732191,0.19274459842062944,0.20325985254218817,1.0110684360055597,0.2010347126898841,0.35728861205057233,0.8796259072721377,0.40618245676572,0.39806837548624313,0.7644904021089108,0.5206976757172336,0.2210538215468267,0.712390414398958,0.3102987029006128,0.15562384527539186,1.1786150912662903,0.13203958309085576,0.15919548800199632,1.0460788240210863,0.1521830710520026,0.1631035831617848,1.2791300156700751,0.12751134064846617,0.24467992378158437,1.0267251775855888,0.23831101946575925,0.14998362574111138,1.054906917562607,0.14217711842069716,0.3810984265676717,0.9275012999742851,0.41088721555240687,0.24332187261458352,0.5902105986398586,0.41226279767818336,1.1128575687119353,0.11857323237929895,0.9498055422349456,0.33718890310034405
0.11,0.37407999511307277,0.1301928590280813,0.9502052108383697,0.13701551785136143,0.18179210980116897,1.2881088398285974,0.14113101640181214,0.49031159772425487,1.0632646416500646,0.46113787529259653,0.38810295229144803,0.8420041082219681,0.46092762315731695,0.21929827174337935,0.6610214770826781,0.3317566514044601,0.4931252657710076,0.8306160011891811,0.5936862100718108,0.39135023069934854,0.9267804134049752,0.42226856010210073,0.5099739877012746,0.7300984490191423,0.6985003027830068,0.48865436217459385,1.0289786492691542,0.47489261562586077,0.25767261786616097,1.0519749781073409,0.24494177449900212,0.4106681247405263,0.9896556604822833,0.4149606182623133,0.3033235926089592,0.9218203540480322,0.3290484868086936,0.23317945361770961,0.9665332612555967,0.24125341875435577,0.3927318041201746,0.7648010171384116,0.5135084751712602,0.43626646895184884,0.8437808779177128,0.5170376342593467,0.29018083085761787,1.1737874992541248,0.2472175168350415,0.3794621454777498,0.8617252817069996,0.44035164516244635,0.3125528892129859,1.0630003279446663,0.29402896781538496,0.21363905277988507,1.1301649234334978,0.18903351922375974,0.1887667861217428,1.1848447981117975,0.15931773209669903,0.2555381032694512,0.8541715996062557,0.2991648322037933,0.33013589961239836,0.8336101577116661,0.3960315221189851,0.37042988526698517,0.897706603282795,0.4126402589803526,0.16542519699853514,1.089599881677277,0.15182196674240425,0.13427403142355845,1.0646206253221877,0.1261238306208119,1.1077517393361664,0.11582751471509325,0.9605150255001911,0.3479119428897991
0.21,0.3686462990373253,-0.006563040587989776,0.9397310251999695,-0.006983956485413683,0.2975804243636827,0.9629084075935734,0.3090433337344855,0.2300357973649613,0.9719285326398971,0.23667974510445858,0.13561935991436644,1.1837210450409095,0.11457037152674719,0.3856889230624498,0.7674257126328305,0.5025749290302708,0.4823148896749376,0.7345987641534929,0.6565691547694448,0.47503672882764986,1.0302042657460677,0.46110926213611736,0.28688657424692904,0.8442540092544163,0.3398107336206628,0.4800567020871312,0.8235967690109609,0.5828783212246215,0.5043265561391425,0.9363318474899169,0.5386194622036216,0.35146568356536534,1.1444225427461674,0.3071118144195106,0.5579109500569042,1.051914462632301,0.5303767272681023,0.41525658266608606,0.9907556698206417,0.41913116958620156,0.3575519734570997,0.87076475135096,0.4106183362410694,0.18845892771146647,1.0091075058107781,0.18675802788727366,0.1756395888741733,1.292656418402746,0.13587492111105598,0.364635767168917,0.9213620636536843,0.3957573049219595,0.15739895348154556,0.8981802418274891,0.17524205738626872,-0.006517634233454319,1.0684049084528364,-0.006100340968006731,0.2607545851205248,1.0788177960625132,0.2417040079170284,0.2100393280575775,0.9401703910807844,0.22340559759186226,0.426380529816587,0.8436057715077023,0.505426283481388,0.27572426820227824,0.6300848820813957,0.4375986093992009,0.13121201988307826,1.0852525122999213,0.12090459906423733,0.48459494784211815,0.7939069130831704,0.610392654171726,1.09994846115413,0.1538529552113072,0.9525642883830051,0.3371629250537558
0.31,0.3700552834639458,0.493843919290992,0.9363318474899169,0.5274240330657022,0.5212841054292651,1.0594196113873526,0.49204687153810805,0.2466442756106061,0.957703530025341,0.2575371896186702,0.295588030205213,0.6300848820813957,0.46912414281196535,0.46250303763023465,1.0274678369228443,0.45013870119319893,0.1835298346955663,1.2696147336193147,0.14455553313592567,0.485141365993163,0.82586283325873,0.5874357659114752,0.2772118385602405,0.8894734212596386,0.311658372172227,0.3292595944667498,0.6607813174994243,0.49828829258181423,0.3850516703179819,0.7608195354092574,0.5061011874660345,0.4753508811590601,0.7325448247112708,0.6489034733764142,0.4474388012240668,0.8354910982278008,0.5355398784896095,0.3462154407939512,0.860505887334577,0.4023394213680001,0.24881577695717222,0.8429131999069606,0.2951855267952099,0.31816760284219386,0.9337707724400285,0.3407341632794875,0.3661830275947131,1.0247770420327147,0.35732946053159453,0.25918806155936164,1.0390809476859808,0.24943972087696337,0.4156653133379801,0.894997879394112,0.46443161811665257,0.07491534825105467,1.0741902964758663,0.06974122601631394,0.3184983195597244,1.160416836893542,0.27446888862139446,0.15624795898782115,0.9729580172170983,0.16059064854075528,0.10587663062098497,1.226068225958249,0.08635459950708352,0.12971052999262683,0.7153784216723031,0.18131736443686577,0.21131103342211013,1.0951031913068725,0.19295992843371784,0.23202319059314971,0.9507960955026679,0.24403044111206984,1.1007440020452623,0.12599021536957902,0.9350620914285304,0.34990705795989013
0.41000000000000003,0.2921306535147194,-0.08119344905709862,0.6422376247875808,-0.1264227537026552,0.20445070613807342,1.123512223988367,0.1819746165398111,0.39307347551273575,0.7610466957739694,0.5164906144333072,0.2339532644995955,0.6733109195514151,0.3474669097234661,0.20633888996868055,1.2731244907636525,0.16207283063489983,0.4943795707445049,0.8303994445712877,0.595351519050858,0.4756201936166106,1.0218071252141305,0.46546963891736354,0.4980482125799456,0.9337913353823345,0.5333613556994755,0.4419823779421117,0.8278881310038126,0.5338672719056969,0.3347810398029508,0.6607813174994243,0.5066442269733852,0.21982657502632227,0.6883384204370088,0.31935828147840406,0.34156227880380235,1.1585200542132306,0.29482638436998204,0.49265793306379735,0.7325448247112708,0.6725294022218725,0.16426738291837056,0.8704372053675713,0.18871824630819078,0.10212895319853954,1.136698849296479,0.08984697509085082,0.08949613619596537,0.45327545541094244,0.19744315543145305,0.3717577439403138,0.8682767953446746,0.42815579770589096,0.33526227731813596,0.8908462129017051,0.3763413622493879,0.2942653908198846,0.9157280784837909,0.32134582059241,0.09265153518500925,1.122245969841367,0.08255902687545925,0.2017435732680284,1.0349155302639943,0.19493723629460472,0.22855157553455613,0.9478936041155952,0.24111522067690244,0.22325951372815442,1.083747594397474,0.20600692899556466,0.47746189157544555,0.8604744479551887,0.5548821266105866,0.3658107583310506,1.0247770420327147,0.3569661919879081,1.1060421235641562,0.14899068077561775,0.9014647757323592,0.32965233548260303
0.51,0.36761651548413615,0.25302381740163593,0.9671323757127495,0.2616227351660774,0.5310131411472665,1.0784056964981328,0.49240572715037206,0.08615240224997137,1.1997184248653079,0.0718105185886794,0.3814850892798541,0.8528665661869127,0.447297507493392,0.460741103736454,0.8166041628236165,0.5642159625335788,0.5323678391992775,0.7406485936100773,0.7187859989099615,0.3020999473131242,0.791509542772079,0.3816756854946929,0.48606018388809175,1.0153261076962874,0.4787232202577086,0.35232252845839535,1.1399476780620634,0.3090690346923216,0.1664147802290723,1.0534587021445365,0.15796991366657284,0.4134020790790863,0.9654383656365767,0.42820141999070366,0.3945342769310798,0.9149006379664136,0.43123183060406095,0.19278136395052603,1.3166431657789968,0.1464188391821912,0.16354841941069131,0.9849939846216154,0.16604001848145125,0.24715816839964286,0.8429131999069606,0.29321900336466883,0.13370740451164395,0.9406786282625131,0.1421393029398458,0.3504900260294565,0.9089760989598601,0.38558772494735744,0.37103506727702035,0.8637507719967804,0.42956264620091517,0.16524005426960856,0.9454127098219604,0.1747808682418988,0.179790721504729,1.0574477587988396,0.17002326593320716,0.2823675231143288,0.8316189451882614,0.3395395508340741,0.24757854261114035,0.9521403787207677,0.26002315219922756,0.3775127286615995,0.7587452585873564,0.49754871531514877,0.13232644061637425,1.170016579429867,0.11309791924560172,0.42683692148826413,0.941135934245143,0.45353376271900325,1.1089635897290508,0.1293272653384665,0.9620172107317471,0.3325809729661085
0.61,0.2926310061697078,-0.041738368091048555,0.5840598191650465,-0.07146248846687726,0.22805820362874116,0.9367134958622139,0.24346633697085907,0.18856732757133993,0.8637624912515594,0.21830923370857766,0.1438218704719366,1.2830046727794633,0.11209769810141466,0.49776721748827446,0.8294121685282337,0.6001445799517832,0.3757049576394534,0.9723974597455323,0.3863697440527786,0.537934334693118,0.7398208836376386,0.7271142875125922,0.4323936267767075,0.9900025186957898,0.43676012799071917,0.4707268268644168,0.8184311428692814,0.5751575205387811,0.3555197045270331,0.8744368108743933,0.40656992032566774,0.33396319250675965,0.8903706389094093,0.3750833393560934,0.07642686919201694,0.9146275840396556,0.08356064317944656,0.4028086872279343,0.8397204326056396,0.4796938023504146,0.1987101114148622,0.915199579800982,0.2171221619857752,0.31269072187999375,1.1445780758350295,0.273193003152598,0.41623363852750445,0.9283644021843511,0.4483515713745025,0.3722202975207943,0.9320376524575557,0.39936186755904146,0.09783822431861368,0.8793366205590408,0.11126367540159164,0.2023669508526531,0.9833703302376028,0.20578915656704533,0.041914757375066045,0.4592940671593499,0.0912590873082711,0.13621859706086897,1.0397150926685226,0.13101531181128828,0.16976759863047866,1.1144423448130973,0.1523341242556162,0.36227824091080396,0.9674450041032612,0.3744690802828683,0.3845428841978637,0.7675008489241144,0.5010325196863527,0.17801257197997095,0.8777033940368216,0.20281631948719903,1.1005597699879643,0.1512484411646058,0.9018299012697435,0.307234904977776
0.71,0.2723502101511287,0.5151606118294657,0.9148398729328509,0.5631156086123921,0.3759273050369715,0.7540370342093298,0.49855284022112045,0.32363414495044474,0.9284314948683307,0.34858160967098845,0.3494811459344737,0.9020104930215674,0.38744687410872225,0.47056750536701986,0.8174010913998179,0.5756873954757784,0.5364895973561568,0.739787114185747,0.7251945689087171,0.4613306569019232,1.0008036309152029,0.4609602150224526,0.4926937283230937,0.8169993975043338,0.6030527437695941,0.3695712307285957,1.0247770420327147,0.36063574374727025,0.050042709079347415,0.6128596509436476,0.08165443589293961,0.43658297635506355,0.8465613669674682,0.5157133237948013,-0.048653715824222746,0.47460879844729,-0.10251330355314983,0.06922941857044822,0.5532573335069152,0.125130593627428,0.3689604715572358,0.8148147395699531,0.45281516599953453,-0.07821000843137839,0.5092470813946295,-0.15357968909157343,0.312887670121363,0.9337000657353168,0.3351051173750904,0.11976376091798409,1.0116668156413615,0.11838261279931184,0.23830918821765407,0.7453931963293818,0.3197093686811002,0.09024677993767319,0.8964921701457831,0.10066655676758193,0.24690450584904766,0.9053252901548557,0.27272463117297285,0.3263018053395962,0.6607813174994243,0.4938120928939255,0.04181589695984057,0.7164982288586896,0.05836147986918144,0.0660701569306771,0.68163150675755,0.09692943515032916,0.3103980621479656,0.798989187389587,0.38848843895132157,0.36463185729618763,0.9841964237143574,0.3704868748862823,1.0965446035353708,0.1791565873268277,0.8018044137650443,0.3198845893901645
0.81,0.2311504919697542,0.22546794318534272,0.9075537146263344,0.24843481939597842,0.13420487286374355,0.4462358020924328,0.30074877953415424,0.1395523617147574,0.5374134025661006,0.2596741373557255,0.4682543395272963,0.8417238888604892,0.5563039682302597,-0.027540251639821798,0.5042844364956084,-0.05461253540007205,0.2557670774461365,0.4697759576716067,0.5444448002699376,0.16010797871911928,0.4247235814451357,0.3769698357090197,0.49693992538848775,0.9092801438672297,0.5465201552460706,0.3829148686613393,0.8921893434396794,0.42918565602350534,0.4730720313283497,1.0208047258735753,0.46343048708312773,0.0688221745674767,0.7628821430655433,0.09021337724713767,0.2708473105530384,0.5658271717754204,0.4786749807422451,0.42554679874754353,0.9932851346669814,0.4284236055643947,0.07075931023553149,0.6705863189630763,0.10551857118848801,0.23937948101582798,0.8209462684730405,0.2915897059390667,-0.1273845160651334,0.6090273771440144,-0.20916057445971145,0.19844195941991288,0.8231597587437566,0.2410734457218363,0.0034802965403764254,0.7257101346678794,0.004795711640390939,0.16748580498809973,0.8713031577049082,0.19222448984263132,0.389147040279764,0.7616962627609145,0.5108952994848966,0.3752398137856912,0.8131015319443364,0.4614919527803565,0.02226355204175265,0.8586861597511715,0.02592746114389935,0.03383551385954532,0.5861077022492118,0.057729174569281685,-0.06093840459554405,0.6612588446841275,-0.0921551448202607,-0.02983888820740357,0.865387061911883,-0.03448039556020296,1.113168578905195,0.18063180446298002,0.7337180010177784,0.24895447057888628
0.91,0.19292125229942952,-0.015736540273638116,0.614604300096159,-0.025604344569629643,-0.06913327208099794,0.5754327205207411,-0.12014136425616428,-0.13888046781217814,0.6533104566498977,-0.2125795881552876,0.39302470947138074,0.8087596071338624,0.4859598649643354,0.519523948431116,0.734646338279163,0.7071755773642728,0.4939991659703738,0.8003440491313062,0.6172335091471733,0.5091828054328902,0.905947953973371,0.5620442136876407,-0.0626281443005337,0.8424115015682004,-0.07434388559979012,0.15027127037968097,0.6070588046447017,0.24753989107798455,0.13673022034666688,0.78297278881213,0.1746295941575494,0.08839592744921312,0.5275783947077637,0.1675503173290055,0.19019122998564905,0.4260997903158268,0.44635372818343466,0.3920959261763368,0.8136502116166762,0.48189740576268614,0.01426210396349917,0.46612054257261626,0.030597458513164106,0.2098049432186623,0.5236327245225233,0.40067194694520636,0.11259016811799362,0.953394115138808,0.11809404561050937,0.1875872449815414,0.40863265074883603,0.4590608328477426,0.073113619742047,0.5273200858228773,0.1386513082048714,0.10063657466888828,0.5830906551607851,0.17259164381761208,-0.08696561806772432,0.5004225807802806,-0.17378436027431807,0.3796051588504094,0.8966245281792795,0.423371374438362,0.4015891399693482,1.0162372799595525,0.3951726116417732,-0.10362811863390144,0.4748119001143842,-0.21825088758082303,0.16870193609126266,0.7512523043609196,0.22456095656808023,0.15426524477569845,0.6349368298443275,0.24296156329995988,1.115317664433728,0.19730992220889607,0.6731717245861997,0.226856536525014
