step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.3703322463062569,0.2482376101611174,1.0715472282044542,0.23166278034900853,0.1995681455215095,1.0908209140234524,0.18295225454140757,0.40565358589703915,0.8750637244748365,0.46357033728085273,0.42462246470784487,0.9226238044697772,0.4602335888698116,0.5088864805213315,0.9380757420699507,0.5424790959826191,0.30103612992087364,0.7029088014025049,0.42827195977660276,0.44769774674532953,1.0404597974027203,0.4302883666076371,0.4530057183953623,0.8418047413274385,0.5381363351327998,0.5289202004594711,1.0583773324518513,0.49974634210482133,0.36042094088585286,1.1438594861419036,0.3150919717434071,0.5030005584834262,0.8057536074008971,0.6242610071656332,0.08039229718146229,0.8376121220844833,0.09597795335315569,0.19762078761619664,1.113590379971248,0.17746272881892086,0.3953767656973854,0.7657762438315217,0.5163084763757338,0.18780089451228463,1.2846716260608306,0.1461859129621596,0.4680903376018511,0.7376924776779281,0.6345331581464443,0.18079350724432228,0.984840170862533,0.1835764955505232,0.13450007373529255,1.1637997034177527,0.11556977832208036,0.16127598952609204,0.8734465691084345,0.18464322287133553,0.16385855683348113,1.0603098054938767,0.1545383773539265,0.35398699867256295,0.8738271107816162,0.40509958355026376,0.05652638038305556,1.0681410458865965,0.05292033350907939,0.26471467950573485,0.821606367109071,0.32219161158301135,0.22722322302546538,0.7168411672788928,0.3169784791908615,0.3136153452204989,0.6294551786302308,0.49823300509333024,0.3067211444277702,0.9895236978279645,0.309968467759825,1.1073193123593963,0.1362082369887829,0.9389395709766449,0.3396492932305867
0.11,0.3664794402117022,0.5607360132628029,1.059641616911804,0.5291751515922898,0.21933284424178728,1.3492870950764524,0.1625546149830771,0.39225103533645345,0.7598946051634793,0.5161913674226795,0.2235252687203041,0.765083516199479,0.2921579984243507,0.46364439626132453,0.8312204161922756,0.5577875461543952,0.49578393204897553,0.9337913353823345,0.530936530746433,0.48441984711059133,0.82586283325873,0.586562111288074,0.14620037526730398,0.96930524932786,0.1508300665540426,0.4304328553095093,1.0335800860985793,0.416448479511878,0.33467208928414693,0.8848265595401485,0.3782346785092874,0.2947354366032834,1.2199076298390703,0.24160471612278117,0.12856924445678905,1.0434324114247262,0.12321760666916384,0.16888051926131842,0.8760633928345047,0.19277203070305812,0.1400382297237607,1.2114202334796014,0.11559839092461283,0.49883222559941504,0.7493369843041372,0.6656981252068448,0.34230890977613726,1.1455081820352757,0.29882711895426334,0.20340381622134734,0.955238648902844,0.21293507800900888,0.3123158610494074,0.6370139159538167,0.4902810648677417,0.20115131202838074,1.064573941383907,0.1889500618124199,0.21475572673597548,0.712390414398958,0.3014579118349934,0.3357692045278046,0.8777966114849646,0.3825136713159389,0.39838339442199366,0.9888494316354669,0.40287568731581697,0.3368405467360464,0.9153892447179518,0.3679752069184876,0.1990303251579226,1.0910558674732087,0.18241992100629978,0.02412869860314946,1.0777864671168107,0.022387271819896016,0.14781826083988958,1.0024753968605342,0.1474532555141144,1.105283935643747,0.1374570140353019,0.9607973879614199,0.32530175631469044
0.21,0.3776787452236979,0.3388020389522665,0.6607813174994243,0.5127294461568395,0.09319255393024731,1.1125827917728417,0.08376235424399285,0.2584605740839749,1.0127362871932073,0.25521014439039885,0.12188050907672507,1.1804359855784068,0.10325041812157593,0.20122231317697686,1.0881951697918266,0.18491380844437216,0.5202465446989453,0.7295778907228364,0.7130788245015292,0.3513784510912778,1.1292213177371369,0.3111688077191194,0.43615772369351874,0.8470746651337225,0.5148987942221895,0.4891978581383969,0.9354855259959772,0.5229347162988608,0.4366449777871011,0.8324536070595051,0.5245277023058044,0.3666718366396627,1.0247770420327147,0.3578064511597023,0.1433733125508323,1.2321942457698856,0.11635609648643622,0.4966350245241623,0.8327456852149753,0.5963825851537793,0.29319720618823586,1.156392649049162,0.2535446817560763,0.4296628887099705,0.9960425252907392,0.4313700246729469,0.12832853144968814,0.6679621130107745,0.19211947646440564,0.21994001425944096,0.9582855757613498,0.22951406117607528,0.5362603874833342,1.056909532894997,0.5073853256053573,0.353326057311373,0.844521003380504,0.4183745056630402,0.23102984312126879,1.1632105424428647,0.19861395223953332,0.23963201822855892,1.2174350795265991,0.19683350862679272,0.21467199143302676,0.9330841180786487,0.23006713679262547,0.34797250845470407,0.9188138819657808,0.3787192545570002,0.1399181404265591,1.0363735176099853,0.13500744475720383,0.16636100861355485,0.6247321318527906,0.2662917435032067,0.37759742004424723,0.7654289380737782,0.4933147954851053,1.1089980797724481,0.13265136352801735,0.9599020438630936,0.3356990792501527
0.31,0.3651431516853807,0.20637374620659565,1.0885170625722573,0.18959165023919528,0.2312380077197556,1.2440000534474158,0.1858826348752485,0.1602491143882878,0.8663038037944744,0.18498027330179653,0.30626162520399886,0.8825968443437682,0.347000589416011,0.2726910731756765,0.9214395091255213,0.29594028742534595,0.5203338722241713,0.8134136009999595,0.6396916299217342,0.38231514029122876,0.7561046411750112,0.505637870040182,0.5474649163600733,0.9678148601949716,0.565671120455604,0.5034632824889262,0.9354855259959772,0.5381839360399588,0.3760004315052554,1.022226707064374,0.3678248953062983,0.44676326677713324,0.7505947257912582,0.595212371504698,0.33973727059050485,1.1446490969644965,0.2968047338625057,0.2593840530963368,0.6578164273977848,0.39431069564866,0.1828795163931179,1.310008662718314,0.13960176111632458,0.45306975414050443,1.0185051143869888,0.4448379765016645,0.15225790237302905,1.067620994885594,0.1426141890262705,0.2490527818766906,1.0754652353496617,0.23157678527443715,0.13440558470802108,1.1891498429799479,0.11302661771472605,0.033748633605855824,1.067673596556899,0.03160950473505249,0.23513975890054944,0.9552243355190747,0.2461618178653008,0.3484833974274595,0.9270167361442715,0.37591920818700847,0.23216681688452653,0.7170885289639028,0.32376311641740607,0.37099186932120765,0.7775749281917673,0.47711398075030625,0.21814877388063003,1.0153546799210098,0.2148498236080431,0.3798041558834832,0.8522275453318351,0.44566050224954584,0.5387871956032051,1.0598857997672366,0.5083445742187782,1.11456681881423,0.1337965717733743,0.9647599561378375,0.33853125175777316
0.41000000000000003,0.37853378603683174,0.48709993973139004,0.8271137711873361,0.5889152819111567,0.1559404139283851,1.2187218439721834,0.12795406490797612,0.19822072094057303,1.0951031913068725,0.1810064316441455,0.3563165682134184,0.8732571863212941,0.4080316472566883,0.3299020579039416,0.8098637111654422,0.4073550319092491,0.2935100071600736,0.6300848820813957,0.4658261378855894,0.38042260370336256,0.765331986296568,0.4970687368552605,0.48387747273968024,1.025772306969376,0.4717201560737067,0.4928769452620455,0.9363318474899169,0.5263913072948778,0.3532412345177692,1.0287157653754069,0.3433807922530104,0.19914183701760377,0.9609493977156566,0.20723446779923943,0.388236954848889,0.8420041082219681,0.46108677031127077,0.4614847230158665,0.8388743491059595,0.5501237742073046,0.47504868494643276,0.7325448247112708,0.648490944064305,0.2532870113186406,1.0405688370965347,0.2434120668320023,0.31902775932337146,1.0630003279446663,0.30012009492058994,0.021089743579884527,1.0777864671168107,0.01956764556183541,0.13814385238115434,1.0449531293868888,0.13220100356291412,0.24907545252708288,0.8489134277896454,0.29340500971413774,0.35933289510313116,1.1316532117489226,0.317529161206371,0.5706406921447107,1.0638561793897852,0.5363889435431236,0.37405476529668374,0.9584730637134924,0.3902611137004227,0.13906275412509816,1.2741762997653223,0.10913933507530373,0.3945360231133327,0.925591317440051,0.4262529430424202,0.22679688834461495,0.9396950752509107,0.241351577035835,0.1477495812168904,0.9693887672284572,0.15241519833091904,1.1026344228652651,0.13477170681721726,0.958566356761236,0.34794729372690986
0.51,0.288547310973613,-0.06400276327492466,0.6308523344183604,-0.10145442884654547,0.2421608020244982,0.9603668016360912,0.2521544909840182,0.3837983081947973,0.8411172707527268,0.45629583595558704,0.19106938390648004,1.29592102330961,0.14743906493507933,0.47738126895298766,0.7325448247112708,0.6516751642346873,0.4491735847535138,0.8393549442515281,0.5351414057065597,0.48137542743477285,0.82586283325873,0.5828757610211591,0.3828273597213439,0.9257122693939654,0.41354897453392175,0.13372498977491112,0.8816444228220129,0.15167678296753387,0.43048009765049094,1.0133069921559388,0.4248269290381487,0.06768742057654115,0.45153762698658884,0.14990427492890096,0.5048053989431069,0.9363318474899169,0.5391308650841795,0.22777061418619582,1.2546043002543827,0.18154777099043357,0.4158925213035316,0.9985122342834579,0.4165121938660873,0.14502039258620344,1.0115622076566992,0.14336280209809896,0.2179512803576548,0.9920851168274295,0.21969010184795143,0.3264876260199412,0.882876337800233,0.36979995050429704,0.3314369907865749,0.8336101577116661,0.3975923130500219,0.289982643251004,0.6300848820813957,0.4602279018234616,0.523730161509338,0.6695174034666622,0.7822502578686389,0.18181193788333158,1.09350220859556,0.16626572534941822,0.37289560862373855,0.7251936442626264,0.5142014296097384,0.09137433587360302,1.1345156643658838,0.08054039159051629,0.07219399396556689,0.9035630318538668,0.07989923383368656,0.1885093397088761,1.0023564330151788,0.18806617436656034,0.3506420982357191,1.1303510543190765,0.310206370751736,1.1031592974361073,0.15368148266239368,0.9075726102954178,0.32743760531130295
0.61,0.3602200517332788,0.544969845965213,1.0621030460920626,0.5131044939287136,0.1830810655811201,1.279197315855211,0.14312183375613224,0.3972388777388388,0.8350858786601536,0.4756862592098735,0.021718400239877273,1.091764196963728,0.019892940527155636,0.09462014417955701,1.1466232348463197,0.08252069320070844,0.5005399071456136,0.8213375165078464,0.6094204843750515,0.49865740379217216,0.9363318474899169,0.5325648221076257,0.37488506274858496,0.9723974597455323,0.3855265755699208,0.528928293701537,0.7378827634620931,0.7168188767817849,0.372489469856797,1.1312949583536178,0.32925937405297356,0.4450091494005273,0.890330366182144,0.49982474630039436,0.18831966771703962,0.929132841756035,0.2026832539479723,0.39510884380880196,0.7155362524059877,0.5521856404623108,0.3597089634193438,0.6535705273169253,0.550375129209148,0.38892446679458476,0.8796443980027818,0.4421382864230493,-0.025481342055709903,0.7507950452869234,-0.03393914519770434,0.21099522648275185,0.7803971617392135,0.27036903365015114,0.40656382696636906,0.9224073103692562,0.44076388206812267,0.1887864172723537,0.8331040132983356,0.22660605909810813,0.13650743613729296,1.0486865206492926,0.13016991584174706,0.12784727433096138,1.1725288878679991,0.10903550066337825,0.20221201261311195,1.0881951697918266,0.18582329551397972,0.08317752061873793,1.1032982110792273,0.07538988079875078,0.20872260956284375,0.9580756705960509,0.21785607960693798,0.29290736893925196,0.7939183454038866,0.36893890994576084,0.3662294302802864,0.9674450041032612,0.3785532291003454,1.1047238446429426,0.15925160810990943,0.9423493824548319,0.32402654042086126
0.71,0.29453708318367516,0.3878489385222006,0.838354097211223,0.46263141053687984,0.19377393716840136,0.9366531008891279,0.20687908574098499,0.18385845182492377,0.8026956334447028,0.2290512669614387,0.2679506440902062,0.7701747611654295,0.3479088871787267,0.3890783315532674,0.755869074462128,0.5147430219051272,0.48707348686373314,1.0209491787576157,0.47707907210077655,0.4610920191749348,0.8191465662371626,0.5628931844187669,0.48906718221149925,0.8169993975043338,0.5986138835664258,0.2977311610318436,0.6311652179743009,0.47171667980596216,0.39057828377864123,0.9064242771423532,0.4309000692368936,0.41405725152453776,0.9896556604822833,0.41838516976981427,0.21207274185189515,0.6784413436234343,0.3125881755956269,0.4225432452876623,0.9543045110494414,0.44277611642325226,-0.08449873949497792,0.6059714109381455,-0.13944344233032327,0.47699709004757174,0.7325448247112708,0.6511507200062167,0.11606108574849483,1.130873746045037,0.10262956952921665,0.1572350214797092,1.0509991175457742,0.14960528401477094,0.16218438756549386,1.2316394476142303,0.1316817091882337,0.163873349141448,0.873737919347331,0.18755435184026223,0.34890412026547385,0.8805024792711799,0.39625569317450754,0.08216190693649271,0.45380639138998213,0.18105057243648695,0.3718785555256351,0.823028754518571,0.4518415103773193,0.3304586352403795,1.153014554309743,0.28660404502717657,0.18191089207149988,0.8457996233032382,0.21507563619034709,0.008098848632576691,0.5293843757604194,0.015298616663824515,0.16026743741816382,0.9813995739046569,0.16330497962263618,1.1095935449317784,0.15282784215639156,0.8543667322539659,0.31802981803774427
0.81,0.2115899973645038,0.1691953630409593,0.6274903358332642,0.2696381974015256,0.3573005923282485,0.8004015057740189,0.4464016993355418,0.14866068474332417,1.0139949461999185,0.14660890106055258,0.01002147716581754,0.4526984715087775,0.02213720124218098,0.36589628255418394,0.8965812359836518,0.4081016508813661,0.5258932736428794,0.734646338279163,0.7158454976781519,0.5250409282571756,0.8115783061150305,0.6469381011063621,-0.10981601943424536,0.6136465933186087,-0.17895645576773905,0.1762520096834141,0.8688578397037441,0.2028548303638614,-0.08534372939332188,0.5672319930728593,-0.15045648065616024,0.18358750514837455,0.6933366621762924,0.2647883995808293,-0.0514198087085117,0.5409323696669849,-0.09505774028677072,0.04317113379362432,0.7172909656509315,0.0601863621054353,0.10409217105096014,0.5892645159041373,0.17664761451187408,0.3625331294782762,0.8268713900710253,0.4384395612564802,0.4051254944252959,0.7615527372622487,0.5319730001650387,0.4970281282653313,0.8003440491313062,0.6210180844160782,0.04257306006888772,0.5089987448056811,0.08364079578455681,-0.016758950023968894,0.6070949043161262,-0.027605156796444104,0.1996092664169387,0.9084067359636946,0.2197355639433703,-0.08408385146187376,0.5388677657563614,-0.1560380056206417,0.3211943870806431,0.877704581857014,0.3659481717653475,0.033846140999388825,0.6671378069478353,0.05073335770646156,0.17813686080927818,0.5031822939819791,0.35402052683447155,0.20253132953774605,0.8326895895958376,0.2432254853048525,0.1548870018652856,0.7193640419971786,0.21531101476141487,1.1192906507574256,0.18829195053718842,0.7107756431105258,0.2260030837722307
0.91,0.21882075124864636,0.18788737597864083,0.4673260039518181,0.40204776620564914,-0.06450289778596222,0.6088561631057394,-0.10594111005945432,0.39950025914957116,0.7583908430279889,0.5267735796420044,0.10889886675815383,0.4768560203384928,0.22836844270279477,-0.11858552300788677,0.47370556798874264,-0.25033592809849536,0.26871238345105347,0.6226269631392883,0.43157845605690487,0.5039738753677784,0.8031688880198986,0.6274818196833496,0.5015515418747774,0.9027895618407313,0.5555575330890459,0.34283610039961726,0.8808854385664502,0.3891948775513278,0.09605276417623633,0.5394052264664492,0.17807162308281932,0.16272228554599824,0.8782423495305435,0.18528175694667876,0.21784890946035063,0.7136807475624986,0.3052470032355372,0.40634024817416875,0.9780746861064787,0.41544910010065655,0.37385206839088914,0.810990748664439,0.46098191502992925,-0.10529859582594454,0.6045804354206352,-0.17416805053025464,0.0599756624093907,0.45283595935626386,0.13244456666968332,-0.13984619404967746,0.4946274567424188,-0.2827303501724197,0.40697248199403696,0.8786785901763743,0.4631642178880752,0.4182513481486376,0.7394281022432853,0.5656416720973169,-0.10919313488615624,0.5169172846401923,-0.2112390862730808,0.0561211274964279,0.5945683492223525,0.09438969896367645,0.227933395257982,0.7839576885211413,0.2907470627502306,0.22876884171733433,0.9088876547112261,0.251702001376638,0.47798528268453977,0.8212330127314067,0.5820336923558017,0.2508814578800772,0.652253118199268,0.3846381885803896,0.10150873463460329,0.6478727353410939,0.1566800531915588,1.1123339839131026,0.1999603536960981,0.6927245998313545,0.25396386546409083
