step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4232610628977888,0.6211780671404038,1.0627424909003353,0.5845047812232985,0.4718653358588371,0.8395482176804434,0.5620467364727857,0.5042382398281636,1.0512109546183537,0.47967369214795647,0.3644877150239057,0.8944548043464464,0.40749707335992996,0.4559640639109861,0.8280273872403675,0.5506630226695927,0.15404336814311145,1.1067779239440247,0.1391818221257747,0.5185060930747298,0.7476294733150162,0.6935335103572831,0.49538463930158955,0.8345514723315867,0.5935938713493297,0.5265553041856684,0.939128381057389,0.5606851148431976,1.1233514594002822,0.1246521548204316,0.9226745672704403,0.5079310693943498
0.11,0.42324106991392235,0.4953691235460493,0.8345514723315867,0.5935752796194549,0.15529582916299392,1.1079469354523914,0.1401654034085886,0.45596014957328707,0.8280273872403675,0.5506582953649656,0.3644780891691709,0.8944548043464464,0.407486311659408,0.49841011713906436,1.0473250941067191,0.47588864235528183,0.4749493860106314,0.8413097226775467,0.5645357152168178,0.5171789776271946,0.7438839494078755,0.6952414795867878,0.5265830316246878,0.939128381057389,0.5607146394956078,0.6197013139958488,1.0622373961615448,0.5833924848015846,1.123393328346147,0.1238404549322584,0.922096126975763,0.5079620279453886
0.21,0.423320609708519,0.5171576859386607,0.7438839494078755,0.6952128572612882,0.6210500597137436,1.063131689460547,0.5841703957003447,0.4510036799504633,0.8322508748108178,0.5419083278860869,0.36026307659160134,0.8929580910612573,0.40344903103284285,0.4984209818781793,1.0473250941067191,0.47589901615342345,0.4807892061072592,0.8364773063851935,0.5747785414346415,0.49536675808272157,0.8345514723315867,0.593572445206712,0.1570540189200288,1.1079528513440922,0.14175153638487564,0.5265770936033073,0.939128381057389,0.5607083165886441,1.1234639906834327,0.12404497907473752,0.9219621899961642,0.5079389408498733
0.31,0.42333038111629645,0.15661307588738108,1.1070951099633495,0.14146307257428475,0.44662128563532094,0.8433541853251678,0.5295773631136003,0.619728700194495,1.0622373961615448,0.583418266419465,0.504261993305345,1.0512109546183537,0.4796962884470885,0.3613673808515614,0.8938342032480733,0.4042890499584833,0.48320973800524164,0.8177469639516742,0.5909037383277861,0.5171292081925203,0.7438839494078755,0.6951745747493949,0.5265724406498105,0.939128381057389,0.5607033620439933,0.49538298664137353,0.8345514723315867,0.5935918910518037,1.123563051566042,0.1241931737450267,0.9214491795627793,0.5087575118539889
0.41000000000000003,0.418677993748492,0.5289527110101517,0.7484831751316305,0.7066995339168827,0.6297537353893801,1.066002931558586,0.5907617293965853,0.34415982451351873,0.8847549763928236,0.3889888541985603,0.1850455375547731,1.0722988905252224,0.1725689909686804,0.2525013938624405,1.100850907593211,0.22936929253615645,0.49153850240089636,0.8326154844786839,0.5903547454545093,0.48197349275794343,0.8230654520743195,0.5855834326945157,0.5008380665230343,0.8427849162582901,0.5942655793444948,0.5268374274222172,0.939128381057389,0.5609855245020252,1.1229828222643183,0.1369851147082882,0.9233316794522395,0.49106418700137894
0.51,0.4143293068388819,0.47254557216228243,0.8253656380478671,0.5725287683164696,0.13436439694485428,1.0846654398864022,0.12387635118062429,0.6335840561322522,1.0598703114754133,0.5977939463652483,0.4867397504379434,1.0516043956790324,0.46285442742339455,0.3583598024501179,0.894529744511836,0.40061250578725305,0.5194035081438254,0.9350703900610801,0.5554699557002305,0.4959913450719587,0.8382653738666735,0.5916877405827886,0.45978473837520173,1.0033444247990142,0.4582521485254716,0.5215840187545114,0.7286167543670001,0.7158550988957805,1.1263842949456262,0.13149596915029022,0.9357036080771466,0.49765899364191785
0.61,0.4232107764026588,0.517054763230071,0.7438839494078755,0.6950744987059362,0.6198558902389933,1.062166403553855,0.5835770065453448,0.44891659793759653,0.8413220519532012,0.5335847276264757,0.5265328440303859,0.939128381057389,0.5606611988848095,0.48245353014174597,0.8158434548920735,0.5913555195531585,0.15742690067348525,1.1087385213197507,0.14198740067775156,0.3587215213451456,0.8852577359594141,0.4052170421943556,0.4953542446161062,0.8345514723315867,0.5935574509648585,0.4986849120943415,1.0467417336015057,0.4764163843726047,1.1236696116175349,0.12395381208319284,0.919737078230739,0.5090479143916994
0.71,0.42318053764712654,0.35889071326405975,0.8852577359594141,0.4054081638440645,0.621242864908874,1.0588335043833375,0.5867238450021325,0.4488460952686681,0.8413220519532012,0.5335009277679498,0.15596131844419725,1.1122177454225144,0.14022552605915306,0.48643807565485314,0.79896477400832,0.6088354474183459,0.49536149397631907,0.8345514723315867,0.5935661374994261,0.4963604358741021,1.0479742204683442,0.473638021030972,0.5264731187895533,0.939128381057389,0.5605976024244774,0.5169966860522851,0.7438839494078755,0.6949964258051401,1.1236465531443587,0.12454401142797532,0.9180148705546648,0.5108324552057402
0.81,0.41835316944688195,0.5181907888261102,0.7464808304520508,0.6941782932487448,0.6308554339511904,1.0620503167243838,0.593997689202616,0.2136968612708992,0.9326292640679774,0.22913377212590155,0.46004996729799186,1.0606297808568101,0.4337516969647496,0.34021149241158766,0.8541011534960488,0.3983269323768236,0.4926755663630112,0.8013239658738543,0.6148269455859117,0.524716550169378,0.9356446312533907,0.5608075252529019,0.23508474009579014,1.107239299046823,0.21231610935248144,0.45781057702963857,0.8429121151496787,0.5431296677333243,1.124047062523741,0.1314602513412556,0.9270012618801131,0.47560762576038385
0.91,0.4219917720545606,0.6200780763908041,1.0585290401737362,0.5857922200122453,0.15320926759763545,1.114628244831771,0.1374532435437782,0.4837464074436088,0.7916211252905642,0.6110832467565211,0.4970919775908517,0.836912101910872,0.5939596003640896,0.5169315976806156,0.7438839494078755,0.6949089277865025,0.4953925028043964,1.0443837955870996,0.47433951474315234,0.3577377758111984,0.8480494188509705,0.4218360013687651,0.45504833296461733,0.8387224212304766,0.5425493839750022,0.5265070421673642,0.939128381057389,0.5606337246187324,1.1236721073848432,0.12514611958150113,0.9128731642600838,0.5136173181298653
1.01,0.42156871850716254,0.48369389432232696,0.7916211252905642,0.6110169105767451,0.482669975502505,1.045834572988033,0.46151656100206967,0.508700128092267,0.807873104846303,0.629678256449751,0.455096106957179,0.8387224212304766,0.5426063444083379,0.35807825631071827,0.8440576458154205,0.42423436134482123,0.6217796208279651,1.0551581105247192,0.5892762559714966,0.15111705644792714,1.1169650814488146,0.13529255207505084,0.5170319980056935,0.7438839494078755,0.6950438955125273,0.5263923775251467,0.939128381057389,0.5605116277419577,1.1235930094926103,0.12603415611133048,0.9092493769566217,0.5165751961203064
1.11,0.4165527527677606,0.5353982854737905,0.7474878047709295,0.7162635725379699,0.6287008320236968,1.0553072337458551,0.595751466416181,0.3388579382516212,0.8268516903030514,0.40981707145984736,0.21946939981584887,1.1108143636844963,0.1975752267803629,0.24235822916344124,0.884847801832684,0.27389821013452526,0.48220576890756894,0.7779117795456625,0.6198720492305696,0.5145264980242972,0.8260473193843053,0.6228777528238936,0.47541544386658163,1.0526815063970973,0.4516232506959643,0.5286589591992249,0.939128381057389,0.5629251227654243,1.1292801363923517,0.1329499845734375,0.9134530978579412,0.49451152476052646
1.21,0.418743426077307,0.3459330742187614,0.8031467969488892,0.4307220990396055,0.49049434987601126,1.0400454018855787,0.4716085941890192,0.4553633929250527,0.8387224212304766,0.5429250266816478,0.5304704596080012,0.9277227386623194,0.5717984883855332,0.48124122136754155,0.7805059355218831,0.6165759918862898,0.14634238648334702,1.119552131811823,0.13071511573696384,0.500575091296225,0.7424218418454502,0.6742461806510666,0.6242699551023915,1.0539048286626982,0.5923399704834152,0.5193028797559742,0.7986732382977435,0.6502069367727823,1.1239330635071125,0.1289589270782035,0.9005217038740958,0.520126489314036
1.31,0.4152158055939262,0.617929647495317,1.0475608680131032,0.5898746949829627,0.14664844311680733,1.1172930320438772,0.13125334080759604,0.3364487719203408,0.7631719916872777,0.4408557646049021,0.4930806300515289,0.7414404410065226,0.6650306656892906,0.44028447500270657,0.8564298882651338,0.5140928417323091,0.47255504673801424,0.7635630077625521,0.61888153555622,0.5223631782498218,0.7842725188207297,0.6660480454361355,0.541853014045039,0.9242010947342474,0.5862934129079863,0.4839030073094399,1.0390199904251902,0.46573021863748354,1.1248777146999764,0.1292695053147861,0.8929947591954037,0.5197845022616541
1.41,0.4054990746678967,0.6262733744713358,1.040819929058857,0.6017115516203004,0.2174399229707398,1.1080881227300239,0.19622981106866097,0.5050512966983959,0.7318180206402151,0.6901323586655638,0.31222452362808567,0.715901575939857,0.4361277221916825,0.18983293734708712,1.0494665220035115,0.1808851767702714,0.5175179525974888,0.7950013542301544,0.6509648692342559,0.47243230340328274,0.8627762799334254,0.5475721973252871,0.5315357340343135,0.9277227386623194,0.5729467564853841,0.47911507252167734,0.7410046594209174,0.6465749795636881,1.1241980504460922,0.14260759889152183,0.8858443558465868,0.5025717136583439
1.51,0.3203883305601124,0.5153275020604602,0.6787042196853432,0.7592814176098289,-0.13183794239954855,0.5979154621677498,-0.2204959576084025,0.6102887644387944,0.8213264445716729,0.7430526174730243,0.3476421556453577,0.6571198219409653,0.5290392163464358,0.4598903415902444,0.8040772805886315,0.5719479367127223,0.48263676380910997,0.6623128625519975,0.7287141638008255,0.5525973794244513,0.8846694638688726,0.6246371124960162,-0.01324355492197509,0.5516865878616446,-0.024005577103673202,0.5128852442646848,0.9837880134128929,0.5213371552326775,1.1203318863338532,0.24778948200410975,0.7379555729610856,0.47038978721771724
1.61,0.30559574511124593,0.5970358211734922,0.7383619400507202,0.808595065358434,-0.20750067783469092,0.5447279418590507,-0.3809253425233363,0.03564039560954686,0.5767938173514194,0.061790529886752356,0.38233475924474125,0.6537940083864768,0.5847939172589235,0.483454940314243,0.6378406268964638,0.7579557022991558,0.5470351630604932,0.8935951245465168,0.6121733971390046,0.5237712073739716,0.7113983894709087,0.736255823918182,0.4856231300795785,0.794865913993493,0.6109497482911992,0.5269890499937936,0.6789996600441223,0.7761256463067289,1.1214833801201693,0.25876957466152634,0.6922641580665747,0.5075238319927826
1.71,0.29015290437868263,0.03972826055388394,0.5869148473328634,0.06768999069357744,0.5810386231748873,0.6491184957314705,0.8951194997457803,0.484662411418347,0.781025138797376,0.6205464937589987,0.523474977614581,0.6479878093345562,0.8078469534051229,0.5233565978087948,0.6939166260109789,0.7542067421231012,0.37972239226478605,0.6509454123656212,0.5833398393343383,-0.24716779498698585,0.5121361301878261,-0.48262128058869225,0.4801017856899748,0.5913961258177486,0.8118108400289529,0.5521172125578158,0.8701126571894086,0.6345353190714813,1.1213634058957256,0.26668708710297384,0.6648392491964278,0.5213860441747402
