step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,silhouette_clsuter_29,std_year_cluster_29,silhouette_by_std_year_cluster_29,silhouette_clsuter_30,std_year_cluster_30,silhouette_by_std_year_cluster_30,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.3649416522276608,0.23128156444015266,0.6840379585749565,0.3381121786311058,0.5323572662932274,1.0618008383565765,0.5013720530840737,0.20209091744780078,0.9566337692133515,0.21125212589346698,0.14662548796411137,1.0707199885042356,0.13694102056406257,0.35535355482027914,0.8805024792711799,0.4035804136683598,0.42758543324732395,1.028764520680262,0.41563003452392255,0.15515481754402521,0.8240570205780958,0.1882816524458227,0.46191193225539723,0.8188391686610342,0.5641058097046281,0.21301749752079321,1.0334311711525623,0.2061264489276239,0.5000088898285405,0.8057536074008971,0.6205481244339804,0.37569309319291205,0.8678569925757494,0.43289746629554327,0.16972784395187632,0.9880463220261272,0.17178126183783127,0.3688268063678678,1.1398576199035824,0.32357269884204126,0.44599108546214583,0.7482289836036181,0.596062295414119,0.35390400434118446,0.8669311594568995,0.4082261901428163,0.37730284996663677,0.7647185081360275,0.4933878884222356,0.26579106455847823,0.7368477896873775,0.36071366200507354,0.19354654886620473,1.2767496289708462,0.15159318982705908,0.2725600531632137,0.9805608325459879,0.277963430841432,0.18729610698418084,1.1480174306997735,0.16314744182064778,0.14663106137431528,1.2329746755533364,0.11892463347514413,0.10586478203280959,1.1043071096355481,0.09586534498337868,0.25280702181921616,0.8169972732967328,0.3094343519643509,0.08938321682831443,0.86256653799044,0.1036247209827482,0.38814363164650445,0.9301740294871731,0.41728065861019276,0.26810025549871186,1.0187936282005108,0.26315462531136535,0.20053688026526656,1.0881951697918266,0.18428392794982684,0.25465561056126196,1.002446117894741,0.2540342129271444,0.23892863416157997,0.829951451625995,0.2878826631286495,0.46022666649104954,0.9295675437737841,0.49509760702558314,1.1122530083154,0.12154089807464998,0.9499443109083078,0.3164959377894743
0.11,0.3661827325273902,0.2120619980204896,0.9065903102791508,0.233911608822725,0.5377385564079484,1.0580551845998851,0.5082329960051186,0.2299864556650134,1.2663888271508736,0.18160808965950673,0.3921442656394791,0.883075447035895,0.44406654828388553,0.4187557594704773,0.9941072228520544,0.4212380212559803,0.49695862467324753,0.9380757420699507,0.5297638584882949,0.4854662202648006,0.8327456852149753,0.5829705621824703,0.5199628636858137,0.7287820506904568,0.7134682628272674,0.461040433300242,0.8378253031221847,0.5502822982096137,0.39991694340419526,0.924930594079452,0.43237508410262643,0.10673276913279559,0.8881239801773196,0.12017778093491599,0.36220527891603727,0.7764224541824197,0.4665054146295175,0.11738898962118756,1.108174529726277,0.10593005566567483,0.22725596384995336,1.015954761692669,0.22368708964100445,0.3531014627399248,1.1292213177371369,0.3126946482444292,0.20037530211172982,0.7073306586927063,0.2832837791621601,0.14646880556218403,1.1490028877319742,0.12747470622227935,0.3068038313463638,1.2729017612691478,0.24102710883239314,0.2963084867690438,0.9909675072770231,0.2990092859686582,0.2070335228356157,0.9072625190996131,0.22819582918633105,0.24603768778833246,0.830154268342446,0.2963758631026393,0.17359523048490705,0.6227595722226507,0.27875160531911153,0.18241180182408587,1.1945709623700171,0.15270068298176495,0.20414936925667104,0.8408620384288923,0.24278580780993955,0.3618852771244234,1.144629002195236,0.31615945116747773,0.21817687490730814,0.9793710365298777,0.22277243942230082,0.20238415181736089,1.0881951697918266,0.18598148331799458,0.3459291830798817,0.8758866911530109,0.3949474133743293,0.07496468053002095,1.0915710816995083,0.06867594954357494,0.20542849188757462,1.1334177220252089,0.18124693826077795,1.1069081967121326,0.12840340023046473,0.9705785429813278,0.31154335542082545
0.21,0.37964871582153475,0.1733013343945894,1.1012477664856677,0.15736815970817666,0.3588321752718998,0.9674450041032612,0.37090705285568826,0.19820564559715725,1.0785836309341519,0.1837647447194179,0.43253163454312316,0.8412057083500157,0.514180574679543,0.10955973572117086,1.1284270695114758,0.09709066600874969,0.4858696565239127,0.970073417562704,0.5008586440237208,0.49737020668126125,0.8340845350755535,0.5963067120483276,0.5122556289618435,0.7558963189774617,0.6776797506499265,0.4834360779080172,0.9337913353823345,0.5177131759421152,0.37980469762710695,0.9749813826958731,0.38955071796030366,0.38403494945636296,0.8425752282173157,0.4557871351960911,0.45112866538302265,0.9319851034215819,0.4840513691976419,0.19294745532631868,1.0951031913068725,0.1761911177485104,0.24525381607443478,0.9697317168715511,0.252908935334865,0.20961840430690226,1.2106399416398108,0.17314677725152064,0.589680849266971,1.0694190746004026,0.5514029656590053,0.033117146902691075,1.066861345559952,0.031041659762552586,0.3637724346482771,0.8569211469456123,0.4245109785712468,0.2713634733311166,0.7417872812513479,0.3658238422116698,0.2041055711731737,0.6620854082302938,0.3082768002979148,0.21535466625808694,0.8866318142079449,0.242890749922469,0.45476966206347663,0.8959971796523004,0.5075570240521895,0.3720077722047171,0.7724306005517294,0.48160672549611644,0.23263102400768,0.992813217230345,0.23431499497624708,0.17633759066955265,0.9991523084199629,0.17648719738075666,0.2729278722875857,1.1338168122797054,0.240716021610955,0.3408669750421872,0.6893149201670992,0.4945010837130241,0.1558939073237371,1.243225391860433,0.12539472596392887,0.3210585022556475,1.0452476580287273,0.3071602215891534,0.34946738503288033,1.1611861118439255,0.30095725523097894,1.1064750465976332,0.13403257881600997,0.961755387378847,0.3446715926587603
0.31,0.37336776548137457,0.22492400004026436,0.6840379585749565,0.32881800961578844,0.5540751447380006,1.062761357667089,0.5213542445260464,0.25458197204179944,0.959826473813645,0.2652374975971206,0.13767912352693693,1.0511927634525045,0.13097419266353008,0.3808594831321093,0.9279861967745067,0.41041503036995625,0.48202466037120806,0.8303994445712877,0.5804732451622292,0.46436394286569954,0.8211577497611882,0.5654990688460864,0.12867440932488192,1.173872982230031,0.10961527462744433,0.17610629824974183,1.0153812980435137,0.17343858764098968,0.4708432470778828,0.927439325397504,0.5076809168902533,0.409233571314872,0.8452731736621885,0.48414356928168795,0.1593605844529881,1.2330961483406315,0.12923613837204703,0.38460320975361545,1.0344924981501642,0.3717796025020449,0.34271033460359257,1.1275221420316026,0.3039499818478837,0.37412307027267144,0.7794955256525901,0.47995537878098443,0.4399539284895043,0.7495647830865513,0.5869458363263358,0.13957601769510994,0.9705498293549568,0.14381128456626943,0.34929270941382623,0.8980876610137994,0.38892941588745333,0.14500801969472293,1.2334063223563572,0.11756711236706881,0.45967376289300127,0.9798595753583705,0.46912208080926465,0.48408787744538107,0.7053749605788265,0.6862844650002056,0.5821697880796141,0.6896230971893877,0.8441854550004082,0.3555507170323256,0.8805024792711799,0.40380433377839703,0.2539998600764526,1.213914718834379,0.20924028363404923,0.23716210599224627,0.8429131999069606,0.2813600570241679,0.2047322013178753,0.9933358617125602,0.20610571832663613,0.06754063819368267,1.0800560017326715,0.06253438533310414,0.3324164817948446,0.6607813174994243,0.5030657995186649,0.20015501935511873,1.0951031913068725,0.18277274775928473,0.27402481743631896,0.8029777006354598,0.34126080614624965,1.1066672205363928,0.13817317523560238,0.9423328579320386,0.35965201734005514
0.41000000000000003,0.36226423983097455,0.1651806137977179,1.167444483367428,0.1414890524997503,0.5712441716959377,1.0673279416908876,0.5352096102637005,0.2925607266763659,1.2612878583972587,0.2319539704823038,0.35701724531658424,0.849297186193623,0.4203678654778815,0.30883618706533367,0.7275398117957064,0.4244938655701429,0.43681232012271437,0.7527610838942193,0.5802801572352495,0.47210609848254786,1.023750898940852,0.4611532932190609,0.4756866747985353,0.7345929655212112,0.6475513612644307,0.3726889217308534,0.9584730637134924,0.388836093407689,0.20470553822021068,0.7467282363038913,0.2741365978517825,0.43171094081004385,0.9581576965532431,0.4505635579226957,0.361489602601674,1.131024401464507,0.31961255843251407,0.3453684930070498,0.8548784510981139,0.40399719113683924,0.3570865837339014,0.8255178834897152,0.43256068811542614,0.4863470802027849,0.8271137711873361,0.5880050570366218,0.43020312357022333,0.9235372180995268,0.46582110080577355,0.22651307128980544,0.9840211796642491,0.23019125601248985,0.08754503709884184,0.9783266348082461,0.08948446662295036,0.20557816410973176,1.0471752449481349,0.19631686778454524,0.08275843835480998,1.0930163246212172,0.07571564714139997,0.2371265282492632,0.9706724337855342,0.24429098838677357,0.17594045707937706,1.3215365067860998,0.13313325524941724,0.18718235788563814,0.9199452191633547,0.20347120022632584,0.14884859432836478,0.9055327138073112,0.16437682709720233,0.354262289901558,0.897706603282795,0.3946303709987956,0.18832160513832621,1.0910558674732087,0.1726049148834723,0.3514007522618141,1.0287157653754069,0.3415916855649415,0.3050625169198634,0.6389264444366047,0.47746109051545477,0.10053610088973298,1.0733043182530484,0.09366970688552659,0.15444021635176305,0.9977152590157738,0.15479388027413277,1.10406062910537,0.12999039162157242,0.9585694489044,0.32459213927884295
0.51,0.29364594129556826,0.048872856558705005,0.4522706108321952,0.10806109304510651,0.2449558603380283,1.0770024637194073,0.22744224696764195,0.33443203526251525,1.0584985175117116,0.3159494602304107,0.21829807865684178,0.9216682215995649,0.23685104199207735,0.5028072589622807,0.9363318474899169,0.5369968567342737,0.5234444656071635,0.7452364042394231,0.7023871386709604,0.5186159688487755,0.868664953211536,0.5970264679510823,0.11146077652356734,0.9203022670529276,0.12111322607136107,0.4200290786341715,1.016347480573451,0.41327310458543143,0.4596484262621417,0.8271229046005054,0.5557196200293216,0.1889624357887209,1.268624985327303,0.148950586638469,0.38787530003695125,0.8718250577584056,0.44490038062709214,0.38291591155458715,0.77166300550826,0.49622167814352786,0.3435334949829515,1.170590233587432,0.293470323881096,0.17287653877747763,0.8755227611171845,0.1974552192759486,0.354551292745078,0.9295765370982184,0.3814116198025514,0.08317586290130809,1.1719281524421694,0.07097351721432643,0.3383272916391243,0.7859173236292781,0.4304871281838741,0.30761790924353,0.7339059232959334,0.41915169162558863,0.5055553512655889,0.9696547380897724,0.5213766626475079,0.21039939923255355,1.0117596370905122,0.2079539364088421,0.2025118835352403,1.0946246257898051,0.18500578076171253,0.30248544903434293,0.9572282834417194,0.3160013700668715,0.04104653129014512,0.9106217669863949,0.045075280185739704,0.3259831789638459,1.145262847433939,0.2846361249683769,0.21968824741722887,0.8252245596498334,0.26621632239162746,0.3541953487203634,0.9650971632602497,0.36700485941108346,0.3330002186898198,0.6460244492491628,0.5154607059792349,0.20159564393785642,0.9325600579820246,0.21617443532172192,-0.051340007591436976,0.6216625417698571,-0.08258501058351257,1.0980823335192775,0.14721835331143532,0.9160906773779364,0.31800542897431167
0.61,0.2678918128803691,0.12763455259099935,1.0330963718244197,0.12354564014739519,-0.06489516587229417,0.6074192823092669,-0.10683751366202573,0.28988570236926137,0.6300848820813957,0.46007404813723707,-0.023924936589437763,0.6036670976969327,-0.03963266621738117,0.3289785762382954,0.8098637111654422,0.40621473922430185,-0.025564933247640937,0.7196716532369462,-0.03552305156477226,0.18040033918325946,1.004666126105884,0.17956247801694736,0.44488206620226683,0.8372359397726895,0.5313700058349774,0.5051951917244243,0.9380757420699507,0.5385441378216054,0.3901735576462026,0.9183004978591723,0.42488657967169957,0.41602283318392175,0.9948180316238399,0.4181898799168812,0.38884040475583953,0.8361136219781553,0.4650568948223625,0.35895438495743615,0.7266787818324691,0.49396568873561886,0.17700186116315597,0.8931541799913214,0.19817615494435223,0.06468805448423859,0.44970344387063094,0.14384602867939747,0.32340552548131973,1.137642755530408,0.2842768733059237,0.20389324567890077,0.9163848507973756,0.22249739888376238,0.4764052368881729,0.7325448247112708,0.6503427787861935,0.42515662421594075,1.0118001012940845,0.4201982423921175,0.37275988258578957,0.8593056002422209,0.4337919856227122,0.201828328797855,0.9291563925584251,0.2172167467331546,0.08882577960547515,0.7975437889721267,0.11137417259553069,0.3966285981521815,0.6547738692933035,0.605748971901188,0.11150436277948671,0.8906247224672563,0.12519792002920305,0.11389802907079111,1.1366204533073807,0.10020761876963094,0.5018717924786691,0.7053749605788265,0.7114964671652593,0.02697276582068643,0.5479085123590048,0.04922859421284758,0.3216341970055065,1.0453168501798527,0.30769062696173655,0.15442485661591002,1.076117418618772,0.14350186507910892,0.36274766565442396,0.8762039178243136,0.4139991368164117,1.1031401651925563,0.16637682700934328,0.8439956127384378,0.29994028145877927
0.71,0.2680444048789016,0.05031122296423156,0.49739460659688534,0.10114951448399281,0.048001301617575036,0.4525834341046058,0.10606066859813626,0.32876156917267263,0.8098637111654422,0.40594678418121133,0.2324178493684003,0.9527952598385308,0.24393262557560152,0.41841854589635546,0.9948180316238399,0.4205980718035152,0.4762659106655718,1.0249041856035233,0.4646931072733581,0.16119132580130766,0.8827640107535907,0.18259843382570976,0.2916134379614723,0.6300848820813957,0.46281611613687484,0.4895370341069634,0.7383549071204475,0.6630104701492903,0.48792768246573437,0.8165409697923072,0.5975544406422646,0.3636067516783187,0.9283895071217978,0.3916532327100248,0.22973728559638495,0.8227645651910265,0.2792260329576121,0.45844732867041377,0.8189013556062038,0.5598321770160478,0.1640163513591106,0.7550492535773355,0.21722602940406896,0.2462441716952566,0.8182251475284038,0.3009491610458092,0.3667352391239941,0.9075211678946642,0.40410653998823415,-0.0524058911859955,0.6042554497497258,-0.08672804061213067,0.3888586548501726,0.8359861016323211,0.4651496646785144,0.14422762712429713,0.8483857195397404,0.17000242201453175,-0.09209730176048186,0.7294916736986126,-0.12624859896417626,0.1626315524351055,1.0765829752774592,0.15106271989225145,0.36223185264278374,0.8744368108743933,0.41424588733926915,-0.05285986523532841,0.4428497435239099,-0.11936298035244194,0.4845494393188407,0.5105380934063978,0.9490955632435646,0.39107215453397587,0.7292590529043703,0.5362595815252199,0.11474318079074657,0.5444326685699196,0.21075733954787562,0.04835223921321234,0.624033235517718,0.07748343591523257,0.1806344509336291,1.0574835905674824,0.17081537013420167,0.06392402531952542,0.9967587531449862,0.06413189261476912,0.42913421527111073,0.8044150770926967,0.5334736101939813,1.1035775239728134,0.17550193586956972,0.7843287980366577,0.30704970909874707
0.81,0.18834215981989352,0.36264228486215355,0.8744368108743933,0.4147152548387451,-0.03060802184852332,0.5359099927141731,-0.05711410920611079,0.0876439532844055,0.45205331238399166,0.1938796838412663,0.4226747820019717,0.8237063870941665,0.5131376769980677,0.08667737600447893,0.7896885003323524,0.10976147679496338,0.41303173098568896,0.8405906503706639,0.49135894005430575,0.2140654506145322,0.834169115686963,0.2566211654075001,0.3587293683732884,0.7602442441124111,0.4718606831309939,0.5119021952814083,0.7280964611219445,0.7030691984034694,0.02280270446065014,0.8586861597511715,0.026555341787805064,0.42674503389244717,0.7908886752780437,0.5395766145499824,0.23732961863917576,0.9351814582086592,0.25377921745131776,0.2527180762451585,1.2590517654844295,0.20072095776611962,0.010372340036221893,0.6947946475760449,0.014928641250199966,0.19263318327876044,0.749809094173247,0.25690963843424874,-0.07635632278610442,0.6872076404518356,-0.1111109922117579,-0.13465284027721086,0.48065561682038527,-0.28014411059619193,-0.09214347961204485,0.6108915286385181,-0.15083443670826996,0.009502607819072199,0.5250197779257298,0.01809952352007671,0.11456450065724798,0.4463470555957825,0.25667134849658113,-0.11934556782724362,0.46191107879720994,-0.2583734690625145,0.33828308222964,0.6607813174994243,0.5119440778225918,0.2708201070024444,0.5658271717754204,0.47862690325153606,0.16630656074900185,0.3954562673355116,0.42054349490914666,0.13021922302071298,0.9972826425073706,0.13057403936492415,0.2247508458561752,0.8265117250218501,0.2719269903282177,0.23807756388650075,0.4710960520386301,0.5053694737118669,0.36327901101055005,0.9278805801321254,0.39151483368562473,0.21010021778090704,0.6598480471707244,0.3184069706378129,0.021989878542455685,0.5261031065774144,0.0417976595605218,1.1141192146920167,0.17664997387217524,0.7056708961150198,0.23115908960710133
0.91,0.17213409452934114,0.056211976119322125,0.4505945284075276,0.12475068509594235,-0.018241261553514007,0.5176633102634319,-0.035237694447055316,-0.052122553097447274,0.5682274919966258,-0.09172831978667584,0.1832563056617921,0.7108886602598179,0.2577848204735957,0.05352785135834086,0.5617685457742712,0.09528452911966581,0.14215287530056747,0.6644245952656924,0.21394884583362372,0.511543466865685,0.906800596950745,0.5641190230639765,0.4996625430675687,0.8026017403223219,0.6225535255716067,-0.010328121371611326,0.5222759830756581,-0.01977521790450619,0.20921689998590315,0.4279666948796572,0.48886257386158105,0.4168661511574838,0.7411741337278637,0.5624402312325489,-0.07981657302945121,0.5447856077833652,-0.146510061736415,0.49133307192848796,0.7385807865157914,0.6652394442134366,0.3854155785381994,0.9025765800080545,0.4270170388586418,0.14684627164090452,0.4264227185214392,0.34436784266577847,0.11115333566888831,0.7938084612353221,0.1400253853378079,-0.02129898746372049,0.404968220133198,-0.052594219508669215,-0.08411023250389156,0.7846295688242677,-0.10719737803142823,0.18308453720057882,0.7031894978900718,0.26036301416606206,0.4021312896981966,0.6891864644539346,0.5834869232622243,0.04073890489094232,0.5630444877020302,0.07235468205578426,0.015287090769661005,0.5358175997304858,0.028530400601529983,0.2001274633046187,0.6796897499292038,0.2944394311161289,0.1756264713334269,0.6330326479341838,0.27743667235261893,0.011396942826936193,0.6556935153905616,0.017381509134107638,0.36221018735765076,0.7968939246629161,0.4545274799414046,-0.06536391287851687,0.6059128710028596,-0.10787675259370481,0.18182673345577424,1.1079953025796894,0.1641042457783316,0.09522671068020118,0.5892645159041373,0.16160265570053917,0.03678240040591542,0.6541083229658639,0.05623288852087423,1.1070757694182376,0.18050041683319273,0.6561329041363664,0.21053114013164526
