step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.3692844556503873,0.2043994805810972,1.1900812926844235,0.17175253643391086,-0.026028259897288804,1.0303795930568438,-0.025260845685103627,0.39679290029397773,0.7602941749396825,0.5218939107687588,0.1931034778683915,0.8053157416216511,0.2397860465008944,0.4827840942879449,1.0264776311423625,0.47033084759056715,0.5396238329823706,0.7406485936100773,0.7285828092268837,0.5096002862169756,0.9363318474899169,0.5442517923352632,0.48946238066918185,0.82586283325873,0.5926678873994574,0.43886487552406184,1.0027294140198681,0.4376702920927441,0.05771744141337856,1.0285466670485481,0.056115530060488986,0.3551113148410848,0.874257936047845,0.4061859780723236,0.14134744233146945,1.0541705972025057,0.13408403033301133,0.46715552644196284,0.8432637507349824,0.5539850681768231,0.4706310695399356,0.8203907846408742,0.5736669381847752,0.09984697491412066,0.9228924483479487,0.10818917750692915,0.3704514189325799,0.9083759934508631,0.4078172712658976,0.2646598874297752,1.061789997230454,0.24925822254881594,0.5472368076822465,1.065950902310022,0.5133789994420285,0.22834526126551347,0.9580271381812018,0.23834947066220177,0.19644660301201797,1.2946475869855496,0.15173751141762307,0.05626887691630292,0.9405662881574863,0.05982446705221629,1.1079595922349628,0.17609368605391065,0.956714343436278,0.33972704482792904
0.11,0.3749293799417307,0.2375475006391251,0.6769091250086361,0.350929677061296,0.18438863213097437,1.0143401367589622,0.18178185546333228,0.5050532490780082,1.0637532674002963,0.47478420471723337,0.16341492927249568,1.0958538550732102,0.14912109723023104,0.4859784763953629,0.8432518765881106,0.5763147285976818,0.2255420082592674,0.9415808058385303,0.23953547784824442,0.4977108981737662,0.9337913353823345,0.5330001246691606,0.4291771361737443,0.8527959680322954,0.5032588711271807,0.41674824384138387,0.9960701380106636,0.41839246849996653,0.5106632052323665,0.7363723108913468,0.6934850722649128,0.4882431798886499,0.82586283325873,0.5911916122464502,0.3879062378443774,0.9284026954448369,0.41782110257501476,0.47696954576201966,1.031985288631722,0.4621863809651968,0.2714080854963505,1.1692354211767522,0.23212441274076145,0.3735320997591506,0.7664474160677376,0.48735515565511195,0.18087712100575803,1.2780300069752453,0.1415280705606011,-0.005330081508263972,1.0220550867324396,-0.005215062844904481,0.37286780796727026,0.8442727330320339,0.44164378805435456,0.16821063981874207,1.0365785288844016,0.16227486401804564,0.07343566422081405,0.9800552042109737,0.0749301303694784,0.24861019415502175,1.0808589086406946,0.23001169918438097,1.1150202713237765,0.1526442994868468,0.9580239496209502,0.3503074157620824
0.21,0.37147397206273,-0.02012635207008145,1.042061692667836,-0.019313973646373023,0.25120571634143773,0.7189226080796886,0.3494196920756636,0.1019263578452154,0.9521575149488472,0.10704779014498583,0.544217021513632,1.0587471936868418,0.514019800721759,0.14244021443653063,0.9505453324753699,0.14985104820365996,0.49660466209575294,0.8281476812696436,0.599657130397808,0.5190308727185532,0.8115961436578608,0.6395186531804883,0.5286939495494624,0.7386214610609351,0.7157847116844686,0.5040094231906823,0.9337913353823345,0.5397452343936336,0.3351886119970534,0.6607813174994243,0.5072610304200156,0.19737944421900808,1.297942226606434,0.15207105537745794,0.37157626269620914,1.0340647235336076,0.35933559499685686,0.3456696363835781,0.9225293699594678,0.37469770355253346,0.154540875845101,1.0764936299326295,0.14355948939035773,0.22000761427495757,1.1937186090381942,0.1843044186537585,0.3506498745961621,0.8699314546067115,0.403077590469111,0.489930702612251,1.023750898940852,0.4785643686556188,0.39692546145067303,0.7581982055295958,0.523511475701032,0.20147503661709779,1.1686442678207833,0.17240065447186606,0.22192879066603435,0.9548081519386438,0.23243286121450663,0.3253599173217513,0.8790541747568686,0.3701249896364354,1.1105923594123812,0.15634182248506254,0.9464051425425033,0.35700339617598303
0.31,0.3746259123687862,0.48868964528355824,1.0658959887619772,0.45847779749238404,0.16290570666120194,1.2778546385148266,0.12748375421678432,0.27468053990270064,1.0706010971494873,0.2565666527281236,0.26529551523558803,0.8390174703190677,0.3161978440504934,0.468820238320049,1.0302042657460677,0.45507503114494696,0.4215339494002398,0.9896556604822833,0.4259400175560215,0.38610215460252895,0.7635276957272139,0.5056819245237595,0.541302377051805,0.7406485936100773,0.7308491256472697,0.4117801240563879,0.8402254806808193,0.49008288075568723,0.3820392281234599,0.9279861967745067,0.4116863262097555,0.4943168542668221,0.82586283325873,0.598545950198924,0.2749698263266293,0.9104378261463666,0.302019334467353,0.2306138109726027,0.9425533212699163,0.24466924657577274,0.22320169539424944,0.9433052861842465,0.2366166061648187,0.4534647089872408,0.8188672718159749,0.5537707081412683,0.16522735960013785,1.0522568789642417,0.15702188591323307,0.1809772820606515,1.1006611281912617,0.16442597764677586,0.30537754812822054,1.158647008192624,0.26356392064963746,0.1692503203859631,0.8760633928345047,0.1931941475586069,0.3602460085300982,0.8805024792711799,0.40913684743771006,0.1294285102812516,1.1382067819633654,0.11371265075225796,1.1064458004972066,0.12493137891102395,0.9615705378980353,0.35308183951578975
0.41000000000000003,0.3700501951700903,-0.03825931413680533,1.0597882376112358,-0.0361009046703914,0.14000488693273863,1.1581576620628604,0.12088586167393477,0.06354859040679482,0.8700765823278733,0.07303792757733092,0.22921927287686422,0.9475394386116209,0.24191000768551335,0.1537683247626149,0.8972441244655915,0.171378469437402,0.23282831525068573,0.7577011654362192,0.30728250908343685,0.5038013081647048,0.9354855259959772,0.5385452731920422,0.41102325450527916,0.9896556604822833,0.4153194600079158,0.5118251275064405,0.8143800096166683,0.6284843948310549,0.4882869077334108,0.82586283325873,0.5912445603184544,0.3580945695932654,0.863818961356648,0.4145481699439307,0.4640476964089723,1.0274678369228443,0.4516420657981327,0.3893968323867092,0.7597439521313318,0.5125369294409293,0.34517236335185464,1.1702946747840401,0.29494482952812795,0.14793980635675985,1.2925023205820003,0.11445999283788064,0.40537090622457095,0.8651136398116277,0.4685753264887114,0.5511638761511841,1.0554093582009925,0.5222275810503286,0.46637234217043744,0.7543666624761646,0.6182303187147712,0.30571856134549763,0.9396284768108888,0.32536110695911474,0.26879392136379093,1.0763907484651252,0.24971779230458502,0.2271690830995854,0.9439745062151604,0.24065171421886541,1.1092867986509982,0.15850420842480145,0.9526001132202803,0.34594682792486053
0.51,0.2964501151457213,0.09773471950461753,0.9546201941414706,0.10238073749583142,0.188739594671315,0.962328954896296,0.19612793911168788,-0.015419098540369125,0.47781263177512884,-0.032270177711889704,0.4838334154490473,0.8095193377137002,0.5976798736093478,0.2999126250504162,0.7092343422177494,0.4228681652845526,0.22718333470379487,1.0709944414377854,0.2121237290445751,0.4176449810268258,0.9932916823930561,0.4204655977996594,0.5096190155053452,0.9354855259959772,0.5447641907262781,0.49564695331742653,0.8327456852149753,0.5951960629966808,0.5298494987632744,0.7365557393526917,0.7193610346841133,0.3732122225139242,0.9347379850558241,0.3992693444373456,0.09153644662821252,1.203867136345211,0.07603533966888211,0.3382073648551654,0.8584996454317223,0.3939516651577505,0.36157602247043247,0.8438991638335587,0.42845879930477776,0.3948828645849095,0.7495178094945825,0.5268492083612908,0.31549080566617677,1.156147388601392,0.2728811298426497,0.01996291858489211,0.6162316675571781,0.03239515207653592,0.3330332469227176,1.0622329878513335,0.31352184570766484,0.24320520831891024,1.227458784927329,0.19813716868164258,0.4883961519186354,1.0354076639308696,0.47169454982056597,0.1851256702435009,1.1786825902218752,0.15706151238617416,1.1126803324653105,0.15964295884407284,0.9213938742090335,0.3356644223088627
0.61,0.2966235560468542,0.2846322109234256,1.1455003877423582,0.24847849373879397,0.3164301247370894,0.9629084075935734,0.32861913162424994,0.20368465343616776,0.9440603787318498,0.21575384162374872,0.537491193095296,0.739787114185747,0.7265484661582545,0.31943056461750297,0.7982915004751844,0.4001427604169171,0.018013659719789524,0.6154098179127014,0.02927099827702918,0.5059284550104658,0.9116258501469862,0.5549737920758745,0.42437045196592904,0.9850131186662224,0.43082720821074616,0.24032240033861854,0.8252245596498334,0.2912206108366361,0.43785537521203977,0.8439449928602777,0.5188198033239951,0.48892734770119384,0.82586283325873,0.5920200401463284,-0.015524303556883416,0.47601829180534977,-0.03261282985157115,0.2248092553179638,1.0730622778045857,0.20950252372854689,0.4745751608240213,1.0216966250928703,0.4644971405096726,0.38234732078939315,0.8617252817069996,0.4436997833369793,0.33348008874356805,0.9231893328535703,0.36122610701402275,0.19349611902902114,1.0851876934309082,0.17830659175397354,0.46230738044222436,0.8225744265220619,0.5620249858689534,0.09479961420045577,1.1177089956613926,0.08481600717936344,0.18029288829281923,0.8911524234734118,0.20231431071028042,0.18916500025548477,1.2615520924480865,0.149946245888589,1.1002773330744797,0.15617567439368768,0.9110236381915571,0.331447429170066
0.71,0.28713797097740384,0.23774449290436722,0.6769091250086361,0.35122069436031617,0.3966135771569137,0.7590030448065668,0.5225454362412886,-0.044231376174332995,0.5779768909780105,-0.07652793193770753,0.06914990693504627,0.45234147708757616,0.15287102871987662,0.48091579946805885,0.8524384057592672,0.5641648665978476,0.49469376255655656,0.8169993975043338,0.6055007678924664,0.4943091975639872,1.0268036862671364,0.48140574890319027,0.5025704558754499,0.9092801438672297,0.5527124498045057,0.4344751315479249,0.9954836582495282,0.4364462720683047,0.43340745026894273,0.8282420466055989,0.5232859790748191,0.3615100997180088,0.894592117957704,0.4041060640499639,0.4989535820966335,0.7306162632902308,0.6829215378393906,0.014667650245827502,0.5013543120321766,0.029256056832091513,0.3230511712409874,0.8910350432061791,0.3625572009811916,0.19068834780899066,1.1425731833377593,0.16689377152362306,0.08188256443554683,0.7629124614565492,0.1073289119949843,0.10095057544373913,0.9173112176215776,0.11005051884733923,0.17982578129953342,0.8619983266398236,0.20861500044961412,0.24057951101818778,1.0108411244826212,0.23799933064785386,0.23285706175128484,0.9380797490953662,0.24822736230671189,-0.07240788076785348,0.6072699180559371,-0.1192350857747968,1.1094562228541687,0.187203443882756,0.8168600758718957,0.3120164753058512
0.81,0.25597260007536604,0.21358923075731434,0.456793315107157,0.4675839678328249,0.15556635871993602,0.6087324954541268,0.25555783514379393,0.3801035429473072,0.7523374048671766,0.505230154034962,0.025984188043189412,0.4682456721868784,0.05549263898550041,0.4988004527688904,0.8003440491313062,0.6232325376946185,0.008560702817192746,0.5474610297272294,0.015637099907290362,0.19783026610612173,0.8532944395336656,0.23184291018495098,0.5166622425898556,0.9148398729328509,0.5647570223775965,0.4007979610374253,0.8402720285977697,0.47698596097060314,0.4196539140727527,0.9896556604822833,0.4240403312281821,0.4607448798411813,0.8221432849051238,0.5604191973596814,0.3563910243161005,0.8075292751716414,0.44133511350452165,0.24766420892659255,0.9432982730177267,0.2625513223238334,0.3010431768841316,1.1011735033103254,0.2733839635435667,-0.05518189941046369,0.5751879846058412,-0.09593715600349018,-0.027942085104989686,0.6180531539711764,-0.04520984146016152,0.09923680248580591,0.8614769698249046,0.11519379619164492,0.32029398503789264,0.9188320318262736,0.34858817927937846,0.5202424566503533,0.7506136464230286,0.6930895263222494,0.24691946579654184,0.7729999397784573,0.3194301229406425,-0.10360466080446643,0.4994066706766403,-0.2074555004723779,1.1103567080692545,0.1923746485473574,0.7572709857872183,0.2993213896138005
0.91,0.27118749567215894,0.47930709071249966,1.0250658861371535,0.46758661779167676,0.19077072543151857,0.6375602593719004,0.29921991314116486,0.15530698738434298,0.7426734191385832,0.20911881774963947,-0.15360396873769472,0.6634271642770204,-0.23153102105049755,0.35820493250685786,0.8833664541863011,0.40549981359300385,0.19670350947042065,0.5310901709498017,0.37037685920384494,0.517917063574035,0.7715220116015928,0.6712926602040783,0.4768177203714277,0.8498458982680634,0.5610637426657639,0.49612280868800035,0.8169993975043338,0.6072499076541469,0.4999760680607907,0.9092801438672297,0.5498592171323118,0.43891958565840383,0.9924073486225456,0.4422776456337421,-0.027427629237455294,0.49654096272685827,-0.0552373948905056,0.5225908566633568,0.734646338279163,0.7113502503632899,0.09662520367954673,0.4522740761173333,0.21364302926458092,0.00045996436201003907,0.581225675251531,0.0007913696548435942,0.26430630711146114,0.43948014654477807,0.6014067056030967,0.3417674022687577,0.8028809471663554,0.4256763141222532,-0.10062637610674513,0.6125975907145345,-0.16426178886758994,0.06603766251744242,0.5551437980917904,0.11895595833806542,0.03733522897744576,0.6910963652572102,0.05402318816067054,0.17120902113811384,0.6646425905198244,0.2575956214364917,1.110973200230564,0.21558978116297084,0.7073222211711384,0.31028368699543196
