step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.42665865956569854,0.6380394424972156,1.0511235552535618,0.6070070823817679,0.19495435756994267,1.1567817528576552,0.16853166735067984,0.5037703167010468,0.9304998626252812,0.541397518619429,0.4783415411284009,0.8387469032382309,0.5703049862617933,0.4790245048337596,1.0485291073685998,0.45685379782724844,0.5400367007367844,0.7373618374007893,0.7323903589049595,0.2681994232510271,1.1573657066229153,0.23173265089528863,0.34913516254921206,0.8089652501082698,0.43158239801089693,0.5011730324465442,0.8299275187785988,0.6038756651714823,0.5048961858735936,0.8328538018032706,0.606224267428938,0.28584610933928295,0.913978870324303,0.3127491440123309,0.4351488044249806,0.9954836582495282,0.4371230012857791,0.10943081342659802,0.9751089902094461,0.11222418675792652,0.09201905698702047,1.229528709002457,0.07484091775431377,1.1242074380055682,0.16317338252493885,0.9647325374173504,0.4204884030473453
0.11,0.42689845490946043,0.6330620202591712,1.054379654163761,0.6004118324544674,0.10371339439723858,0.9588776528018068,0.10816123839594309,0.5038719667499082,0.8343277287244674,0.6039257109676016,0.2047824161565926,1.151300556642182,0.17787050911696717,0.4756705931401508,0.838742791792707,0.5671233157467319,0.46694496257956847,1.047158299379213,0.4459163078365396,0.5033368598947018,0.82586283325873,0.6094678675738567,0.538683012487057,0.7373618374007893,0.7305545054866441,0.2112799204765738,1.0657544013494828,0.1982444737821831,0.38884900784280235,0.7852822695172573,0.49517100148185256,0.2858329422693088,0.9201815231556013,0.31062669166524315,0.5014742250790954,0.9304998626252812,0.5389299291933831,0.4283257648908855,0.9924917436957208,0.43156607358358245,0.1519047753694856,1.261620064512666,0.12040453353772779,1.1252449330224725,0.1580289583199695,0.9574172299299761,0.4241695707730516
0.21,0.4250864207191774,0.6361210164338421,1.0510051417024968,0.605250146924501,0.18433302432417215,1.161596479284005,0.15868937932542027,0.5363336051257426,0.7354415117290761,0.7292675169569685,0.09758101033071112,1.2445961808946389,0.0784037520190429,0.4690658247459369,1.051702913292799,0.4460060144526259,0.429443894133946,0.9954836582495282,0.4313922087772751,0.46881159594761856,0.8492683555370529,0.5520182082507425,0.3470028936388505,0.8135633725895846,0.42652226652526776,0.27954293380546696,0.9162703614031167,0.30508782732794404,0.49272438804568797,0.8278763084859663,0.5951666728412489,0.12293737914901141,0.9441749621692975,0.13020614194911032,0.5197779960540396,0.813655938451934,0.6388179222817103,0.50248817387534,0.9304998626252812,0.5400196110267407,0.26387334146630315,1.156450210731743,0.22817527206756053,1.1250286979332347,0.16130710473460877,0.9636846612247513,0.4189302100518685
0.31,0.4263953214788309,0.28382108433969844,0.914708066959689,0.3102859749374074,0.6382567350781779,1.0514019895191895,0.6070530029813387,0.3451087010459673,0.8135633725895846,0.4241939997218423,0.4657515100451276,1.0476968815540153,0.44454795871330005,0.5401794244205653,0.7373618374007893,0.7325839188053254,0.5118207586044623,0.8100925249581513,0.6318053096847209,0.5072482920838074,0.9337913353823345,0.5432137490075533,0.47196743242978545,0.8492683555370529,0.5557341555854001,0.2711747727882176,1.1502140644180174,0.23576026513414786,0.428660249167454,0.9954836582495282,0.4306050085455103,0.5051057798983026,0.8283508271861648,0.6097727717784779,0.10501192042693144,1.2521846484560937,0.08386296745963785,0.21266534104161874,1.070183748410567,0.19871852974544654,0.11823563769508709,0.9602978354851011,0.12312392398068829,1.1255689341035728,0.15894471217287734,0.9581856532933056,0.4236615382914854
0.41000000000000003,0.4266981506610354,0.5225595912250025,0.8115306951821979,0.6439184547513411,0.11157018402004927,0.9579703954442391,0.11646516901841303,0.6366688675746619,1.0512637537854146,0.6056223904630309,0.2805633928688028,0.9173470116742781,0.3058421614703229,0.47284581615199567,0.8492683555370529,0.5567684384672281,0.5031719380171438,0.82586283325873,0.6092681711219565,0.11632217441929957,1.2560056568264042,0.09261277908032285,0.5348399608142944,0.7354415117290761,0.727236567809243,0.5065917953716769,0.9337913353823345,0.5425107046685718,0.42626589398161924,0.9924917436957208,0.4294906196341159,0.4664792994169005,1.044902009346336,0.44643353658465834,0.2617376195301649,1.1501647359614167,0.2275653315969384,0.35087436672274497,0.8040303519313491,0.4363944294887811,0.21176161679350144,1.070183748410567,0.19787407266089496,1.1256835755713175,0.15895581458691418,0.9571610098689369,0.42414305905827276
0.51,0.4261515748383749,0.2791379776389313,0.9173470116742781,0.3042883162931637,0.6371489731481366,1.0512637537854146,0.6060790842011589,0.11559954789538271,0.9593941613517494,0.12049223619675505,0.10446736964937349,1.2540331453043074,0.08330511042754227,0.5194470519602964,0.8098117123305228,0.6414417623886937,0.49586736693696326,0.8276621053682552,0.5991181228677068,0.4234808785034842,0.9924917436957208,0.4266845353560094,0.2780881166005362,1.1547134436398734,0.2408286818969997,0.4668021176622554,1.044902009346336,0.4467424825360178,0.4720376510104425,0.8492683555370529,0.5558168368488655,0.501392565219233,0.9304998626252812,0.5388421700618212,0.34650453158345307,0.8055831361299723,0.43012882971714567,0.5399703622718178,0.7373618374007893,0.7323003915895903,0.21690062272854677,1.0394779221006922,0.20866303950949716,1.1253865439593356,0.1583183232849373,0.9552721571635888,0.42390939999221194
0.61,0.42757924554423393,0.6397964412540316,1.0512637537854146,0.608597451353419,0.21921182981591814,1.1824073732275355,0.18539450512520975,0.09921466470628267,0.9462088130660112,0.10485493617925229,0.35537246851218923,0.8020659239533713,0.44307139587798905,0.43930648592730864,0.9954836582495282,0.44129954548906514,0.47530753056046127,0.8491644571146174,0.559735545427222,0.5375647109260193,0.7373618374007893,0.7290378802637012,0.4900369555035746,1.037592082879396,0.47228285912098056,0.5014063690672853,0.9304998626252812,0.5388570049356419,0.501792272348868,0.8294032556531554,0.6050039819939053,0.5067667751753193,0.813658970470137,0.6228245414445642,0.12141214850711282,1.1654495898714192,0.10417623341435804,0.23201536775413442,1.1805021929205595,0.19653954829184095,0.28755518128665336,0.9200130186228157,0.31255555678668545,1.1257772899364595,0.16141067823970917,0.9600767707028595,0.4231593561217025
0.71,0.3101562166602038,0.24177688097166808,1.1971020772196563,0.20196847501360105,-0.026206680728903968,0.6201592456839862,-0.0422579860113189,0.363520255587116,0.7875301684570915,0.4615953396418011,0.5078976105707664,0.8089282857075262,0.6278648176167256,0.4725705885389405,0.8502499757000438,0.5558019430107656,0.08838217123356264,0.894824738269177,0.09877037083766445,0.12589295392363356,1.2427599200238237,0.10130110562402124,0.478888629521798,1.0484569383225868,0.45675564920001954,0.5058136879121022,0.9092801438672297,0.5562792625833031,0.026135777445517722,0.4682456721868784,0.05581637802108045,0.5381161684845562,0.7373618374007893,0.7297857594331477,0.5038861493165377,0.826582356280774,0.6096018690548693,0.43517964452841124,0.9924917436957208,0.43847180320910467,0.2876535374858465,0.9187755199806977,0.31308358922306695,1.1184468944774877,0.1925884642184718,0.8787677587711415,0.3689170268898465
0.81,0.2932841984254312,0.02678186536839068,0.4703521403377308,0.05694003082277946,0.3080927106367214,0.8733810531846441,0.3527586378400478,0.2166551330756389,0.9549856438146661,0.2268674241114405,0.027628472940961754,0.5564185130214663,0.04965412238161074,0.5281250200620303,0.7325344197802317,0.7209559111508693,0.5238203757213736,0.9092801438672297,0.5760824969668097,0.5260697713232906,0.791835348776225,0.6643676265985436,0.44847226083212094,0.9924917436957208,0.45186497890869515,0.49634523459956914,1.0475844450905385,0.4737997370290011,-0.0441329247042882,0.5803813255542292,-0.07604125556959283,0.48154289792892235,0.8471145518566172,0.5684507447942275,-0.027799702292000263,0.6164666471860827,-0.04509522521436399,0.32031169883108274,0.7995602264619099,0.40060984555031764,0.49331256765562986,0.8130218937300656,0.6067641861307813,1.119014241168131,0.21797542449548007,0.7846720068826684,0.3591413758215119
0.91,0.30240950720695553,0.08309099185412788,0.7680032249505178,0.108190941332937,0.05727978387296271,0.4606979846012102,0.12433261222652252,0.5246965409925536,0.9092801438672297,0.5770460781877231,0.5404772072953921,0.7927879609008357,0.6817424506311298,0.49625967081725597,0.8130218937300656,0.6103890616530199,0.4854660285154668,0.8482259980393564,0.5723309939068172,-0.07558273665463544,0.5756423028469945,-0.13130156745051677,0.38287224938964026,0.7978103170858089,0.4799038583358659,0.04868856169346813,0.5646522173850961,0.08622752234808324,0.4449640185957692,0.9924917436957208,0.44833019662094714,0.39416714838317346,0.8948119479514349,0.44050277746689914,0.5024877943609481,1.0412166712621942,0.48259676225873077,-0.057314593410439874,0.6287114052118099,-0.09116200682112782,0.5253952417028972,0.7325344197802317,0.7172294263804306,1.120310049466238,0.2308327651969789,0.7728491593791791,0.36473993621981865
