step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.38683315956126463,0.18086777584284683,1.1868940459034616,0.15238746581222473,0.1531437688234021,1.062531315243474,0.1441310638343962,0.2431352776797867,0.9494283868329813,0.25608595766850384,0.5301952587326322,0.7349788672343769,0.721374834527805,0.30860679340355096,1.0630820063196442,0.29029443784110104,0.4817715748803331,0.8432660067377101,0.5713162525596548,0.49548555654662046,0.8409564441836698,0.5891928886133888,0.5042572860620705,0.9337913353823345,0.5400106715014719,0.49557248327751285,0.8271137711873361,0.5991587863010792,0.5572773251996351,1.0726395214678597,0.5195383109108508,0.3738909440874765,0.933270919470664,0.40062423063556,0.3807514725306468,0.7645617873697622,0.49799961078424304,0.1367088867329936,1.0342514092271367,0.1321814846113208,0.07531432599224758,0.9318613332266754,0.08082138758935645,0.4191042769051754,0.9926132872125932,0.42222311780863114,0.505784194723536,1.0138365361816872,0.4988814041249896,0.33754045512070474,0.8563039736466532,0.3941829835067284,0.18420653058384698,1.1729658007345152,0.15704339416246937,0.2025194423252526,1.2377048231425745,0.16362499243644285,0.029269397718415247,1.0446619926353249,0.02801805552873477,1.1153230417417315,0.1635580178562787,0.974835678167022,0.35795456653794766
0.11,0.37590401189647327,0.28436881021714167,1.1735516438705884,0.2423146963343183,0.5453206350006105,1.0602166961413941,0.5143482808611464,0.39457063273614223,0.8440647686740242,0.4674648763696053,0.1935017264006383,1.109664137817286,0.17437864287590388,0.41663759414492435,0.7806979642534927,0.5336732170722583,0.4934431347636371,0.8303994445712877,0.5942238256413914,0.5237588125413303,0.740631277477619,0.707178900579388,0.16205713129474583,1.156420281043599,0.140136880986296,0.5061646640715228,0.8086148174179052,0.6259651111611139,0.28845256793529794,0.7701747611654295,0.37452872059688264,0.4296528994188218,0.9981959454671061,0.430429417560663,0.3675038678551985,0.8571371892094812,0.4287573476938263,0.44675589313974134,1.0489092659472445,0.425924250689393,0.1488941672788713,0.9436044653444725,0.15779298715433268,-0.024486857786419135,1.0590380304898734,-0.02312179268490706,0.3818312717627333,0.9657972557059786,0.39535344453181553,0.12647355309359412,1.0362622897330664,0.1220478196945416,0.15276315903114232,1.0821926644262503,0.14116077853118075,0.3635836432007494,0.9144453000662438,0.3976002098478835,0.19582126431072402,1.1593698459501864,0.16890318908564894,1.116707860226509,0.15491902454753406,0.9669694022386267,0.35095304022913415
0.21,0.4075598228144709,0.2501589535351877,0.6895275397240835,0.3627976246391689,0.1252230334646936,0.9546191425964355,0.1311759086708693,0.6328390681700109,1.0511235552535618,0.6020596389521036,0.08428055788661958,1.1790943664930795,0.07147906077890183,0.279060935463608,0.893080621510348,0.31247003769006826,0.4521140695013116,1.0389133899839698,0.43517975016982663,0.509501015156129,0.9363318474899169,0.5441457710981209,0.47965508904797155,0.8274165509771696,0.5797020720476335,0.2405299902789953,0.9537743185079885,0.25218753075178413,0.2948666701209077,0.9438911576201693,0.31239477956796885,0.4924308301919743,0.7306162632902308,0.6739937980224793,0.4483788855219615,0.8355789650564658,0.5366086321855427,0.41547164948883236,0.9896556604822833,0.4198143516769893,0.3506063680420674,0.8430117658505405,0.41589736020864415,0.14612234019638098,1.266984850419174,0.11533077143585206,0.3801560629555941,0.7590697774820604,0.5008183361174311,0.3524841275219664,0.860505887334577,0.40962430671309924,0.6226201848854569,0.6880422308914056,0.9049156533296074,0.3357868888620948,1.1790162124475352,0.28480260518642947,0.23044935202882683,1.097727395710941,0.20993313360789065,1.111649594888909,0.14977118130882555,0.9358990749560968,0.40376655614252055
0.31,0.3797804126365207,0.23900917307327715,1.023497930044292,0.23352189199145135,0.5418793777967362,1.05611150976982,0.5130891698309766,0.08913448708559411,0.9870494182077257,0.09030397611443164,0.5252104501495599,0.815285224522299,0.644204548729921,0.3896527709415057,0.9206666095606821,0.4232289592075439,0.4866574875064732,0.82586283325873,0.5892715689676895,0.43001609747913383,0.8480490643129557,0.5070651163650656,0.19461067071561225,1.0262708482375376,0.18962895716060352,0.5362424443866698,0.7387456686350156,0.725882353229208,0.41783195914968435,0.9896556604822833,0.4221993323880598,0.27341190666431703,1.1640475694621313,0.23488035526817158,0.5105608347493333,0.9354855259959772,0.5457709612404296,0.40218840566587555,0.7645673511219139,0.5260339786621947,0.2087208262509727,0.9542627500606274,0.2187246921644086,0.24121065489998858,1.2204280492634931,0.1976443060658553,0.12451958431262417,1.2855368585866322,0.09686193241438888,0.10648249097077171,1.1621340408839131,0.09162668610049636,0.3673947474430539,0.8581419975338145,0.42812815186635467,-0.029983301920114405,1.0580033061167011,-0.028339516282009758,0.41578925099393355,1.027890088065753,0.40450750116323325,1.1165441326496168,0.16572230298879134,0.9830846152061149,0.3527117461324237
0.41000000000000003,0.3852329187070908,0.14680370205461998,1.2472629139070064,0.11770068717489775,0.19848075321389702,1.1093190619241948,0.17892125000504155,0.02723175422596938,1.0588461349514793,0.025718329913172182,0.11061219390787773,1.137674157229143,0.0972266032457648,0.14914405411480122,0.8529608102838728,0.1748545212354654,0.19985590129470118,1.0369618547235226,0.19273216308230284,0.35448227778721,0.8805024792711799,0.40259089114732116,0.3015861290373936,0.9307602524788177,0.3240212807048904,0.4941891179808429,0.8281476812696436,0.5967403268257606,0.419043718537822,0.9916650342514673,0.42256578992333466,0.42765866242972206,0.8490151291844723,0.5037114743061325,0.5243872559444254,0.73353611092428,0.7148758570095206,0.46996887993856734,1.0393083750226522,0.452193873573206,0.5651215219127148,1.0643910198210247,0.5309341317138686,0.42239651119433724,0.7704710138410192,0.5482315409746168,0.37377078525382307,0.8682767953446746,0.4304742304041991,0.38173649518173347,0.9275012999742851,0.4115751591855635,0.36606810371944937,1.157553693461483,0.31624287131319156,0.519773558358428,0.8087388758760381,0.6426963929431505,0.11233493458784834,1.0613650289203,0.10584005646212391,1.1129334701956253,0.15756823169768028,0.9677128861330277,0.35949237155717617
0.51,0.35804840563724016,0.3926817881924084,0.7587835333292176,0.5175149050342311,0.4796543074222511,1.0644729317544885,0.45060263451854426,0.38269945860676263,0.8606143654651294,0.44468169945075003,0.5045361888682992,0.8098117123305228,0.6230290093191118,0.13908884527205637,1.087943635923275,0.12784563526953277,0.13428882076002924,0.9104957978567763,0.147489775434585,0.5315209598727372,0.7373618374007893,0.7208414280651626,0.2246929960007318,0.9521250863797956,0.23599104699054577,0.5085632781404336,0.9354855259959772,0.5436356458845099,0.41506427821924713,0.9916650342514673,0.41855290232406717,0.3166866139746013,0.9243848348969816,0.3425917453631685,0.10598355161905981,1.2702372250225886,0.0834360303188053,0.36531319248036775,1.16098529683299,0.3146578974573515,0.22955164454098986,1.089114618518823,0.21076904178659922,0.378381666124992,0.8727919558970713,0.4335301941870953,0.04427516388879954,0.984722858509794,0.04496205557348619,0.08064731049710801,0.8837428747892856,0.09125653263833904,0.10462243477332578,0.8883678267794584,0.11776927486512724,0.4692791008904248,1.0189284132503844,0.46056140430260767,0.30635712876623017,0.8015825545409423,0.38219036458656164,1.1207026331482295,0.15683235276397228,0.950180895986288,0.33559546116850913
0.61,0.30699692870589773,0.26761847048404386,1.0537494089511392,0.2539678487226112,0.11240838303793928,1.1587572452538735,0.09700770674647353,0.4950379546235539,0.82586283325873,0.5994190980482907,-0.11563879031281118,0.611988748757178,-0.1889557455878879,0.318098440949669,0.6468789045127197,0.4917434140000065,0.5301491928415838,0.7354415117290761,0.7208584019076714,0.5210553415309447,0.8161314073434625,0.6384453984279307,0.5108327147197428,0.9141557266074744,0.5588027289567997,0.4166156558073416,0.8543334535578183,0.48764993817387314,0.47383587765441,1.030079501457125,0.45999932722098974,0.3018786561204918,0.9175479273963323,0.32900587218055605,0.37599998904472826,1.0247770420327147,0.36690906765329834,0.212182562232004,0.9793066555493808,0.21666610864905417,0.12652655796296314,0.44806749949996844,0.2823828063944907,0.37577270457399875,0.7682180208801528,0.4891485156042985,0.19271349878899183,0.8567760027832466,0.22492868400020521,0.1671131557067356,0.9022330277372212,0.18522172273592263,0.3320184931372442,1.1547629648211442,0.2875209053735707,-0.012626593803643124,0.7768532777197847,-0.016253511654999553,0.15283978783714658,1.275226532789123,0.11985304877782121,1.1085658861011978,0.17795527592026678,0.8875573846318833,0.33021606681654886
0.71,0.29401353628445553,0.3537126207218102,0.6692542066919515,0.5285175904536664,0.4181707076500674,0.9924073486225456,0.4213700233381841,0.012676463694005156,0.4711982789702001,0.02690261034422592,0.19617408455590984,1.2795773490061313,0.15331162645875332,0.1605879477496862,0.885747405133112,0.1813021938523802,0.4609822015717561,0.8529744707301964,0.5404407955810544,0.3706314356225639,0.7594931058333364,0.4879984199670872,0.4931895203632873,0.8169993975043338,0.6036595888195513,0.5057344958398731,0.9124688109569896,0.5542485285710347,0.0966090734782535,0.9924318330709433,0.09734580276341001,0.5271547005415166,0.734646338279163,0.7175625509497873,0.3581412902876045,0.8891555580138368,0.40278811402541015,0.29053567658924934,1.0122401210787908,0.2870224866009185,0.28037904509245704,0.9607349720801671,0.29183807526584055,0.30786853603204645,0.92077901692253,0.33435659411638075,0.06945344866901992,1.1672309992510892,0.05950274514092084,0.3284391513573695,1.1703375642385017,0.28063625520819163,0.1439857042637734,1.069701135026124,0.13460367531558898,-0.013479738801866151,0.6147082207901684,-0.021928678267127782,0.4940395044498635,0.8124546725838817,0.6080825443204728,1.1177757272092204,0.16586546426413346,0.8992270402391996,0.3344780771412866
0.81,0.27591816364519567,0.19460863468600276,0.6305232501274636,0.30864624682224107,0.17943492853367787,0.8754163863932094,0.20497095019315914,0.04790663879980283,0.46336111874578517,0.10338942319863906,0.4899837947763345,1.0307227834007444,0.4753788338312389,0.47246604127020353,0.8519029697381602,0.5546007679905378,0.06528742363980217,0.6751246523165104,0.09670425071249548,0.4988280165041136,0.9092801438672297,0.5485966232393071,0.527479794862106,0.734646338279163,0.7180050690753809,0.13526980263232088,0.9289601376813006,0.14561421652597115,0.3666018768573176,0.814565462946056,0.45005821328518014,0.43277157207865685,0.9896556604822833,0.43729510107359637,0.19949506173181814,0.9061299103814472,0.22016165612261723,0.5167117848835815,0.8013678046654433,0.6447873022541745,0.36554576667434036,0.8988452613415124,0.40668375569869397,-0.034496291842385306,0.5048713892142734,-0.06832688993541812,-0.05076305074524529,0.6201864453658009,-0.0818512741201624,0.3006652124738623,0.7899908541738744,0.38059328267575976,0.3853858496115298,0.7556956480727587,0.5099749490345413,0.0351731478690561,0.7114078064631465,0.04944161077444994,0.023775758825703073,0.5986984760899741,0.03971240912617587,1.120444228216591,0.19553346417144563,0.7745676249873068,0.3072218248789289
0.91,0.2553305093205079,0.3883865323709347,0.7527624386474195,0.5159483423067659,0.31122308219175726,1.0768986175195603,0.28899942587780725,0.0621096811742068,0.46391590322800896,0.13388133655698511,-0.07422147355447552,0.5396049300413216,-0.13754780474076067,0.5276761203466875,0.734646338279163,0.7182723071658086,0.10345895584147273,0.8414769616337319,0.12294924348327568,0.5300490322659216,0.7695832508337637,0.6887481395829086,0.227395994891182,0.7290573652013689,0.31190411858520106,0.11846292967738901,0.43074815821041085,0.27501668299536297,0.3551565199580804,0.8075292751716414,0.43980637096109165,-0.025522449014647414,0.4906789674716315,-0.05201455678069794,0.42030957118861617,0.9864330178762325,0.4260903310936742,0.521417194983708,0.9082493789426186,0.5740903402441524,0.4409535097701808,0.894321842997896,0.49305908518575475,0.5125443220717186,0.8054660470366297,0.6363326225325174,0.3327920520779586,0.8911219971264062,0.37345285286538815,0.24181949083673993,0.9395874830985065,0.2573677227364549,-0.08000846898243728,0.5088217473436025,-0.1572426284846043,-0.013611174699074944,0.5658440454133209,-0.024054639806508273,-0.06360183747195239,0.6227472860870139,-0.10213105523364026,1.1122605245651078,0.21627623300354268,0.7379747526080125,0.2891464118563469
