step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4129340828889908,0.508265998420053,0.8304124156052823,0.6120645463249501,0.6359332170026397,1.0501484643265964,0.6055650592322958,0.07263239918686715,1.0131140501216405,0.07169222377100236,0.45442215758167365,1.0514151750344287,0.4322004935555486,0.2999071039161002,1.1659330012769116,0.25722498941847144,0.43098508414566256,0.9954836582495282,0.4329403909085886,0.4083319189761842,0.8371725744126748,0.4877511894876069,0.5262112193362545,0.7366056849099205,0.7143730086750618,0.26617539173295335,0.9373889722050415,0.28395404642623745,0.2796199039318693,0.9061510392468681,0.308579797209382,0.49286379518189305,0.9418864658994389,0.5232730408874077,0.4799005046163557,0.826951881880824,0.5803245813104232,0.17574153816619473,1.2086296844102413,0.14540561135725286,0.30679730509021946,0.8027517384023499,0.3821820500828969,0.2274488993670022,1.1968934606546449,0.19003270286279136,0.0894675791611719,1.1176144298608428,0.0800522763224449,1.119232116434433,0.15858142354665708,0.9761595435310771,0.38172600048952265
0.11,0.3862157365718395,0.45533284548257186,1.0514151750344287,0.4330666479753461,0.2547906546299554,0.9419638335170615,0.2704887868981442,0.07131699496798437,1.0659860992976278,0.06690236862842276,0.5366483915695387,0.7373618374007893,0.7277951805333888,0.4747034217040354,0.8396041093546392,0.5653895882774034,0.19563456971799076,1.1914086956877046,0.1642044165248153,0.17337865694377655,1.1983942837695885,0.14467580435915323,0.10302241599863149,0.9489898437723144,0.10856008278140124,0.49466609647637283,0.8271463286921906,0.598039402844832,0.43835640544743676,0.9954836582495282,0.44034515465401863,0.5009485057978205,0.9304998626252812,0.5383649433160164,0.49480085947335767,1.0549113662271286,0.46904495990312817,0.388739418824732,0.7640428809046984,0.5087926719040011,0.5039129013033351,0.8361775618132898,0.6026386312143758,0.23395285126371537,1.167045918008545,0.2004658494182766,0.29597605615412187,0.9222676356772291,0.32092208888668644,1.115440702830916,0.15376143929850877,0.9670436931270028,0.38498103613246315
0.21,0.3853763937900791,0.3155063421587322,1.164000316738905,0.27105348479858093,0.09412667040771744,1.1206383192008122,0.08399379960061,0.5080623202095168,0.8342470525459721,0.6090070305420942,0.4661441985686133,0.838742791792707,0.5557653706594471,0.5265562337617621,0.7347100658840429,0.7166857488581991,0.4754338393336977,0.8205076717433969,0.579438627701684,0.18430539886630737,1.053306473768478,0.1749779418015982,0.4803761757024389,1.0452039560892166,0.45960041856312583,0.461105605447335,1.0594349407697021,0.4352373021719785,0.42927984842194966,0.9896556604822833,0.4337668803033483,0.23746808657004007,1.0702588096339511,0.22187912347225497,0.14128992835205184,1.264793469251382,0.11170988132606335,0.2295465301472119,0.925104631218124,0.24813034374820755,0.5010099555045276,0.9321514805283687,0.5374769723270102,0.3268161706644624,0.7941040639678706,0.41155332845354303,0.2838828258969071,0.9219668113839,0.30791002711994636,1.1175840273278794,0.13994100506305537,0.9730516571874446,0.3848866425904807
0.31,0.3872163195363235,0.11897698763146469,1.2509437753080535,0.09510978029541399,0.10467051026839073,0.9299722338219466,0.1125522961456837,0.40120880810082427,0.7704711079081014,0.5207318015988197,0.514458839512069,0.8317491966937932,0.6185264038210619,0.474382173314152,0.837478596607984,0.5664409517276368,0.46742381422074053,1.047158299379213,0.44637359461109505,0.4997861841988336,0.82586283325873,0.6051685147601966,0.5051440694835848,0.9337913353823345,0.5409603305825889,0.16484511894187875,1.0431446105332154,0.15802710120662586,0.2070626231501599,0.9309891173376106,0.22241143241534955,0.42710194227289117,0.9954836582495282,0.429039631874935,0.4684434643248536,1.061557167445452,0.4412795454550256,0.22282819385003308,1.0415014346141456,0.21394900327966063,0.2581078483423566,1.1628724697403496,0.22195714066563796,0.5316228004365225,0.7354415117290761,0.7228621065822609,0.2911456903522897,0.9203370253337507,0.31634681897830713,1.11615866180393,0.14885858283782052,0.9574221483339552,0.3894835283750187
0.41000000000000003,0.38560511250001805,0.2832895251368443,1.1606927859699288,0.24406934251780882,0.16859012369209156,1.0461758010233122,0.16114894220186118,0.5154055022824526,0.8162467413193814,0.6314334577916367,0.33343922255018393,0.7874929611283316,0.423418670399831,0.46139739455485784,0.8503926780736077,0.5425698109255364,0.5260159357553049,0.7347100658840429,0.7159503594419577,0.46980898091245216,1.0614704842435452,0.44260202039179697,0.14898889758642175,1.2815024207963988,0.11626111286924573,0.4737196395246602,1.0427235040181133,0.454309927511168,0.5009410103882014,0.9321514805283687,0.5374030089017876,0.4740924285094152,0.8205076717433969,0.5778037730007739,0.2827510595285624,0.9168360249416972,0.3083987232575671,0.0949516933378321,1.1058131644961138,0.08586594588164337,0.2300504549284561,1.0520830627218238,0.21866187478895155,0.43057458161061485,0.9954836582495282,0.4325280259926546,0.2325520911829331,0.9313470851928497,0.24969433509826214,1.1172265403254515,0.14160563455771227,0.9709768493956525,0.38388245818578015
0.51,0.4261430683011957,0.3462770448062632,0.8906475673750717,0.38879244438607236,0.6322956878553814,1.055244658709489,0.5991934501982196,0.19008054669825397,0.8825546925945025,0.2153753736660354,0.11780277170491803,1.0176560175273632,0.11575893000775234,0.10152800417701996,1.2668362061541585,0.08014296061622447,0.4904116846620937,0.8274165509771696,0.5927022901378067,0.41966252034836693,0.9896556604822833,0.4240490274605767,0.28092777514582584,0.933478351045247,0.30094728477769367,0.481901226912477,1.0408300890473932,0.46299701746087213,0.47447287369482755,0.8520060263263499,0.5568891052809136,0.5022667934809559,0.9337913353823345,0.5378790469021714,0.3341692365673079,0.8076788348249154,0.4137402419858476,0.5328188816222498,0.7354415117290761,0.7244884509844353,0.19837258032884408,1.0551667848631852,0.18800116074025722,0.5239507475394997,0.8087388758760381,0.6478614583377711,0.27699493275929493,1.1581503878154196,0.23917009023481073,1.1267714778467295,0.15668999783452797,0.9534558469206248,0.4054992708235913
0.61,0.30593611343365085,0.49314477927606004,1.0411405767855697,0.47365820742344067,0.09934739506441402,1.2586101114879311,0.07893421017169912,0.4805287476958547,0.8520289611313387,0.5639817067459777,0.002211395848358779,0.4739752086398576,0.004665636109333036,0.5227320024232606,0.810729130649522,0.6447677561610123,0.5384483152086927,0.7373618374007893,0.73023621226009,0.2589005640823926,0.9372132673552702,0.2762450907390441,0.11247901191075343,0.9395405275019055,0.11971704106242007,0.5112184411652414,0.9124688109569896,0.5602585370880565,0.4954502039309903,0.82586283325873,0.5999182721130804,0.4247252371019397,0.9896556604822833,0.4291646620754544,0.21701724417019835,0.9939652561884231,0.21833483898863665,0.33681726088971653,0.8964749674158498,0.3757129570060559,0.34715838850762,0.8068162211322223,0.4302818652064844,0.2850351493056218,1.1535091936960367,0.24710262463736543,-0.0016321913534691932,0.6146005186168311,-0.0026556947220651027,1.1186000019832416,0.18297084612902015,0.890247067668722,0.35939524519163035
0.71,0.30258021680933006,0.5135495723684596,0.8006649687010796,0.6414038236262442,-0.019954212522209455,0.6170581541892867,-0.03233765308299997,0.22946714104384439,1.0582035774090872,0.21684593205182057,0.1550716893185373,1.0170545974091576,0.15247135179720592,0.48055995863559214,0.8522851588330937,0.5638487936285912,0.1622654759368151,1.221428985417389,0.132848882640005,0.503334638238779,0.8278680504707445,0.607988963884488,0.5045622998864099,0.9092801438672297,0.5549030222308302,0.5355983339247389,0.7373618374007893,0.7263711067726673,0.44183201769570024,0.9954836582495282,0.44383653516987265,0.2995192741934114,0.9167381450879885,0.3267228224311137,0.07756302080152072,0.929050973874976,0.08348629190712038,0.01971415962243473,0.47134033416559235,0.04182574287289555,0.48732477321302564,1.0369375728625494,0.46996539229235035,0.3862652751794994,0.752718512081565,0.5131603235203062,0.25005079439594957,0.9466987452360416,0.26412921286127206,1.1129015637017796,0.1861102771002548,0.8806358384535062,0.35671690903773645
0.81,0.3025689830245065,0.43930821973290207,0.941135934245143,0.4667850878367088,0.2257862966192339,1.1013513600574316,0.20500841494167668,0.1641858165327149,1.1961097190110643,0.13726651821578933,0.3090612304552725,0.9152977231387496,0.33766196795009623,0.46810268986915293,0.8491793740700477,0.551241238497792,0.5231670676744057,0.7967880726743869,0.6565950038865624,0.4923791103562292,0.8119576963382354,0.6064098075266225,-0.03951122778681635,0.6299985267999763,-0.06271638123903282,0.03814266284152222,0.4612548698189101,0.08269324691682309,0.3512844184730327,0.7852213841886624,0.4473699080877691,0.38285987011591605,0.9090350084062081,0.4211717552959552,0.05076843041678919,0.6904897974288007,0.07352524339365657,0.436072467302812,0.9924917436957208,0.4393713802384069,0.4977561157427888,1.0363541338545261,0.480295392745217,0.5258399778560449,0.7378099631151146,0.7127038182513703,0.21434455508826386,0.931560706265575,0.23009188091189972,1.112944668909437,0.18114958574497703,0.8616272508192846,0.3615921427160821
0.91,0.289589032687284,0.4369984150977845,0.990067878660599,0.44138227743432334,0.2171095655229212,0.8977004542842668,0.24185079163853365,0.03798920608583926,0.46612054257261626,0.08150081924338481,0.5011195828620463,1.0378686297452995,0.4828352726924839,0.5056977088623049,0.8196006451465097,0.6170050156218554,0.5276574715753887,0.734646338279163,0.7182469224734374,0.22867952846403508,0.7725764572523375,0.29599598372092795,0.3998958525521784,0.7533541317216418,0.530820547354397,0.4721885540330755,0.8491793740700477,0.5560527827824104,0.3226166925105421,0.8779486550981741,0.36746646929422816,0.5216062511362348,0.791835348776225,0.6587306969086099,-0.04068184560784117,0.617178463629057,-0.06591585417389449,-0.08271490882902814,0.5700459618131459,-0.14510217485961435,0.046406933642065565,0.5576233076575042,0.08322272940314217,0.09637348108815726,0.8337264271352486,0.1155936503288067,0.5062684476188858,0.9092801438672297,0.5567793941542504,1.1144110404445113,0.2140980332942463,0.7799220474818166,0.34602908275108013
1.01,0.26622706457555667,0.2133650838939129,0.498620447935542,0.4279108182933869,-0.04730258975772507,0.7545206069624149,-0.06269224368590554,0.09027708112821148,0.5782264565347339,0.15612755194432815,0.47682845445215444,0.8471145518566172,0.5628854484993696,-0.029983981587206082,0.6165038776617168,-0.04863551175205853,0.5162594338436338,1.025299891713606,0.5035204216990584,0.48974335730502655,0.8108245669946536,0.604006559791689,0.5151115091628826,0.9092801438672297,0.566504737442169,0.5193048474301947,0.7370669755559974,0.704555847232829,0.4420233532866293,0.9954836582495282,0.44402873881816307,0.21187592626577062,0.5750144629528248,0.36847060363967454,0.5342056290740527,0.7430151537866634,0.718970032241678,0.02612529000963113,0.4670474564788806,0.055937120836911124,-0.10275811759462002,0.5109679895611268,-0.20110480439856815,0.30544882015100017,0.8602935881343774,0.3550518385396698,0.07198030938082693,0.5974325813546272,0.1204827316542023,1.1165163530137834,0.22930725544639838,0.7204195256000336,0.3297512431747873
1.11,0.25218194175533154,0.1080198031286711,0.8121031277656253,0.1330124210035623,0.11299222275805379,0.6266825124981534,0.1803021793405903,-0.061095443718832576,0.6243906310041958,-0.0978481109182787,0.07862014299968373,0.39072327743957247,0.20121694185942832,0.11421524719154387,0.5727408691288144,0.19941871332715366,0.3141873098878728,0.8524411716466928,0.3685735982002668,0.5096824210382169,0.7921931647130888,0.6433814929756562,0.3727703320028966,0.747308119122904,0.49881745221824625,0.4507864597630381,0.9880264685374771,0.45624937602158905,-0.1414539682030709,0.5117768250912961,-0.2763977602499622,0.521479176163667,0.7350647941265649,0.7094329375185362,0.5190930061063375,0.8944889511697947,0.5803235528258657,0.535872754443977,0.7419158430252307,0.7222823983093636,-0.05873871087152964,0.5371896958055502,-0.10934444820920698,0.05731469394973694,0.4584398112473683,0.12502119698939204,0.5185537328933914,1.021477906154983,0.5076504638708399,1.1144755511143623,0.2366377386925362,0.706685198029832,0.3026307753176901
