step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.36843112875044615,0.3730258665119093,1.170590233587432,0.3186647691128612,0.33789998848640435,1.1373649966156103,0.2970901948731263,0.40022123892040506,0.6999698802038284,0.5717692292757829,0.11825358539121864,0.7537570495009809,0.15688554484433348,0.4962062262405792,1.0600024239930879,0.4681180108733552,0.5036959372734672,0.9363318474899169,0.5379459628803145,0.16691892830342078,0.8989185871260824,0.18568859371022073,0.48650905024101476,0.8303994445712877,0.5858735255924767,0.46067401980108946,0.823115954413594,0.5596708669427795,0.4093689656831981,0.9960701380106636,0.41098407638319895,0.5321527458326584,0.7406485936100773,0.7184955867381504,0.25308711912966325,1.2263549053442544,0.20637347151852284,0.2237221649562283,1.1044741613506333,0.20255989029444035,0.3982176812242325,0.87862111747885,0.45323026422002466,0.34038844633581355,0.854651292759563,0.3982775773224908,0.38825051162992535,0.9256319121270359,0.4194437405877175,0.22621822652980683,0.8924025396529895,0.2534934813360927,0.2415631366727045,0.9490542265376068,0.254530383952863,0.3644414851763628,0.7629557850574168,0.4776705181532066,0.05629168196022401,1.1918618313975444,0.04723003999064047,0.04537567014292258,1.0474311018532603,0.043320911573694595,0.20901777981591674,1.0121420799250664,0.2065103150650463,0.17133533763341433,1.2254577619108353,0.1398133358478664,0.39367553971701286,1.0032201946822008,0.3924118970130192,1.1071538128554417,0.13925147854111425,0.9633928357999925,0.3460855078375927
0.11,0.36748894374920144,0.46936072648206945,1.0302042657460677,0.45559967288832887,0.24836538726445645,0.958514494464205,0.25911489987774144,0.14039580094427212,1.2947670758545409,0.10843324916306779,0.46826027459128583,1.0578883285647764,0.4426367717153743,0.2951969678973359,0.8313219460058809,0.355093438006324,0.5073704371020172,0.7280964611219445,0.696845080554568,0.4196137893046817,0.9896556604822833,0.42399978705744346,0.49027302489135244,0.8281476812696436,0.5920115892128186,0.0552706749353909,0.9162311119527451,0.06032394470603996,0.40159867389995396,0.8842723934805194,0.45415719959236883,0.29360080425836843,1.166831546924353,0.2516222714686363,0.49397089221090507,0.9363318474899169,0.5275596398169341,0.4551132374601174,0.8568102761368571,0.5311715441977528,0.3946813025369599,0.7659694344133289,0.5152703029713634,0.23998203953614355,0.8365254078720078,0.2868795583228261,0.26199781619187845,1.0627455362805502,0.2465292087782664,0.35571734175575004,0.863818961356648,0.4117961721945621,0.16336011451766796,1.197048079264719,0.13646913381959658,0.3390514171951356,0.9112164438472217,0.3720865876428173,0.14204271955769834,1.0646206253221877,0.1334209728603668,0.14423722817332613,0.9610807767992834,0.1500781533199361,0.1992019146929043,0.6536065105076995,0.3047734554207102,0.2319509585898829,0.9507960955026679,0.24395447108694196,0.23065344372065358,0.5672886425463821,0.4065892147696137,1.1075639738751515,0.13138831402198908,0.9297412334669346,0.34860067997685
0.21,0.37494445630770307,0.35735946282058645,1.170590233587432,0.3052814320220407,0.10807042154105985,1.1765320100158863,0.09185506269361988,0.4872583478896737,0.8187458288137193,0.5951277316376222,0.5368551655963005,1.0551026507963597,0.5088179478945469,0.321701475865518,0.8906052685886434,0.36121667725514756,0.10973824124289071,1.0306398387930265,0.10647583870947995,0.4873554087516133,0.8303994445712877,0.5868927441337842,0.5257525636380108,0.7354415117290761,0.7148801845600591,0.4973140848844645,0.9337913353823345,0.5325751761027453,0.41283049122156623,0.9924073486225456,0.41598895029805255,0.3415025109634743,1.0376928898337774,0.3290978615244996,0.3142841163961949,1.0436569112755736,0.30113738815955526,0.34369249706209876,0.9371115204821658,0.3667573064145673,0.14631276210767744,0.8656679062486692,0.16901719591490558,0.20124455190765164,1.2303071006334554,0.1635726167913976,0.14836971536671936,0.7458345467020873,0.19893113831046966,0.40278563040701826,0.7401708270783941,0.544179283580921,0.10490455446128504,1.0997156815404352,0.09539243299171579,0.3364133688831918,1.1558328585628075,0.29105710777378047,0.34645219030697777,0.850766769501734,0.40722346326465403,0.46494212362513077,0.9798595753583705,0.4744987295297741,0.14716381176451468,1.1988012593729132,0.12275914011092658,0.23965246783150415,0.9707910988864232,0.24686306673640201,0.19959425029581002,1.1015632180632484,0.18119182541945578,1.1102944729308177,0.14086430820192422,0.9830011514350153,0.33794959590958845
0.31,0.36949218320614835,0.38133093411737407,0.9121110136751656,0.41807513383801687,0.21337888421972476,1.0951031913068725,0.19484819870270217,0.07572748699718818,1.0741902964758663,0.07049727338408288,0.2779563366132843,0.821606367109071,0.33830840137146195,0.19778064064981266,1.1067451194911748,0.1787047777908812,0.5075480263305747,0.7280964611219445,0.6970889894842773,0.4984369035344152,0.9363318474899169,0.5323293284006158,0.5022737326333729,0.8178949706020334,0.6141054177942443,0.4155084240037451,0.9954836582495282,0.4173935157653725,0.20331905466277933,0.8226055492067813,0.24716470106338936,0.21647856562505857,0.6610214770826781,0.3274909713682151,0.2708382372160329,1.151802958197986,0.23514285606607888,0.39160349531524524,0.764195235829914,0.5124390691731608,0.455081489696306,0.8568102761368571,0.5311344907628262,0.4149605938756349,1.0294030009293351,0.40310800872060065,0.09631466457476917,1.2687024791573522,0.07591587953602764,0.4305925368753833,0.8415550592679443,0.5116629412815236,0.5871797721720273,0.842574604318903,0.6968875743017147,0.23574661468002095,0.9555576005267179,0.24671104551946824,0.5212633774320422,1.0594196113873526,0.4920273061109628,0.06576302559274443,0.9160477974130888,0.07178995002057606,0.3416616529892928,0.8699314546067115,0.3927454872220422,0.23188022245913403,1.0594010950729402,0.2188785942713878,0.10273164624404918,1.0344369967439069,0.09931165123387617,1.1045717918380282,0.15292327985541934,0.9425428383916684,0.35515673179931273
0.41000000000000003,0.37468633440055243,0.2973234214858825,0.9243887430104171,0.32164327371361323,0.3853592248043402,0.7660286053281049,0.5030611417432426,0.48527217956845764,1.0641505432512126,0.4560183544011029,0.2817047802048677,0.6226269631392883,0.4524455201626842,0.35925325645927936,1.170590233587432,0.3068992429214954,0.1757191666354888,1.2161350817359093,0.1444898426782225,0.3967340257174349,0.838501253697561,0.47314661005925324,0.49782466137559733,0.9337913353823345,0.5331219540303043,0.44805086603146055,0.8291983388128213,0.5403422137494188,0.48693979285171607,0.8303994445712877,0.5863922429561711,0.20940510285027503,1.0292006799097344,0.20346382094174364,0.40881753353627476,0.9896556604822833,0.41309068382132835,0.31346401312939404,1.165658805610626,0.26891575100759185,0.12863175100018526,1.1822291498021384,0.10880441496617933,0.11308611186127185,1.050022280831671,0.10769877356478749,0.4641422847001158,0.9798595753583705,0.4736824503963866,0.1614207139026342,0.870979969544762,0.18533229184019526,0.15993045047834542,1.0461758010233122,0.15287148710753026,0.4818041849070326,0.7325448247112708,0.6577129052777535,0.3647650405323188,0.8682767953446746,0.4201022559718646,0.25714389238978047,1.226606797698822,0.20963840480274182,0.30593795202150964,1.048228909361614,0.2918617768401657,0.23196102202488939,0.9415420425424877,0.2463628935767061,0.31198694943271926,1.2343193832869532,0.25276030957393536,1.1137053878847418,0.12057200919201157,0.9817129674177121,0.3462441090043508
0.51,0.36026063175230283,0.4803548599334904,1.0292954569732713,0.46668316339995686,0.16110773559367206,1.0559043910884818,0.15257795777096234,0.08174183427849813,1.2551325710496306,0.0651260561345642,0.12559346772497576,0.9196610880297065,0.13656494697851007,0.3262336685337622,0.8796973435357271,0.37084762268639593,0.16573455694414405,0.8595095803005482,0.19282456035707124,0.48550649272412,0.82586283325873,0.5878778813769652,0.44485668711101883,0.8290099802466953,0.5366119802063652,0.17611891876334573,0.8133730252656218,0.21652908726083075,0.4161048267875394,0.9880264685374771,0.42114744901872636,0.2805092245985962,0.6226269631392883,0.450525340541417,0.4998119765187,0.9354855259959772,0.534280822770153,0.28688227227888535,0.969941105137892,0.29577287812552355,0.3282018820556049,0.9059928482526293,0.36225659252013026,0.495964481085063,1.0590087176011969,0.4683289880828291,0.15162626829455703,1.052364400671325,0.14408152556075773,0.14697808526113967,1.0556485756223979,0.13923012700934412,0.3534716681879641,0.9256109131230229,0.3818793222687341,0.331047576069216,1.1446761750949452,0.28920631290483284,0.17234214851550295,1.255829707492008,0.13723369298189636,0.23564828478845803,0.7127097250031124,0.33063711146558156,0.2639228377547453,0.9508911808455471,0.2775531449561463,0.48757365176689144,0.7345987641534929,0.6637278410463183,0.3219193797409798,0.7674433832767613,0.41946987459384577,1.103620326350759,0.13215009880117332,0.9395125301539786,0.33504059500074407
0.61,0.2936408293606754,0.2366893986377727,0.7483073774746694,0.3162996995118958,0.19731205878186167,0.7315366898577312,0.2697227104497449,0.5025024003972727,0.8098117123305228,0.6205175755622777,-0.0687844196854122,0.6130278828083336,-0.11220439006836824,0.07110656772867024,1.1829777960514123,0.06010811696213777,0.39484779907818623,0.7772649238421528,0.5079964204822036,0.4135095821610796,0.858924104485623,0.4814273810707813,0.19860524412937203,0.9487523723184008,0.20933306721969408,0.49926100479764696,0.9337913353823345,0.5346601385985531,0.31462117222023706,0.6468789045127197,0.48636795855514037,0.3463073970385257,0.8952153556216154,0.3868425567812769,0.4668049516040283,0.7534442239584765,0.6195613912221785,0.36963891460223286,0.8331166453568621,0.4436820662056266,0.17938881681150243,1.2746356170718602,0.14073733262185237,0.21393510272023655,0.9414522418668111,0.22723946389040767,0.37874615541461804,1.02796045487343,0.36844428559389675,0.47279165376566323,1.0216966250928703,0.46275150778998353,0.32981063700286695,1.147071339061244,0.28752408483397546,0.20249653186531993,0.994612779508574,0.20359333404641253,0.20187919168181975,0.8973283059274781,0.22497807140181264,0.3555673536385776,0.932352162392974,0.3813659344404574,0.0672945173789763,0.45352373818513364,0.14838146653198098,0.14392433861032194,0.8907257160896754,0.16158098504459492,0.2810203347877233,1.0201565533791217,0.2754678523182387,1.1043494496063344,0.14478679062421132,0.888940202393751,0.3210991254611148
0.71,0.2694156319256779,0.2043797685143844,0.8953316425283575,0.22827269673752335,0.3718944696438873,0.8231023345297513,0.4518204529894272,0.4870521908067235,0.8070106761455466,0.6035263289613313,0.5003523800035464,0.9092801438672297,0.5502730741215948,0.1356990606401244,1.0118984568493636,0.13410343668537214,0.21985874613722806,0.7124405111209174,0.3085994447330256,0.5059273970275875,0.8223505285161007,0.6152211003506177,0.4867241490155797,0.7478791177253377,0.6508059089762306,0.43197363156745133,0.9863469158083593,0.43795304131247564,0.40271172150223816,0.8081210326060663,0.4983309495157609,-0.07400113292231067,0.6056920356337778,-0.12217616968477739,0.3906995242526034,0.7688101333569216,0.5081872718647172,0.07200775460687132,0.4537255843919307,0.158703315580879,-0.06639099493510565,0.5811512326768334,-0.11424047855719573,0.395085715425149,0.8376307523656724,0.47167049957195467,0.11830108503664272,0.8892385139196344,0.13303639370632822,0.35802855175876414,0.9057055187623408,0.39530348920476394,0.3456334736391611,0.6692542066919515,0.5164457244842563,-0.09316961413602359,0.5036839948107437,-0.1849763246319382,0.04394475225691743,0.6213053402917115,0.07072971920100471,0.27493304876172814,0.9230367552813507,0.2978570974434554,0.0409274447408884,0.48668380048715215,0.084094528521232,0.14967942869772813,0.9919015853880048,0.15090149154180213,0.11304766042070512,0.958974417452443,0.1178839167795749,1.1085715145366237,0.19099291245379993,0.7800231346336458,0.2900969545587257
0.81,0.2786515182269468,0.22986765304806975,0.9282473217612393,0.2476362146802892,0.28953915260567875,0.8401157911904993,0.34464195964628014,0.4841717065255,0.8169993975043338,0.5926218648440701,-0.015124724110061693,0.6989030785717137,-0.021640660305819157,0.29512165606469487,0.6300848820813957,0.46838396612501243,0.5039628302470882,0.9116258501469862,0.5528176171900255,0.033316170591601836,0.6723021694078753,0.04955535190514822,0.3768519272078442,0.892772627081518,0.4221141148108188,0.49808266014784064,1.0337147540688851,0.481837623181152,0.3628036630664855,0.8533255838555012,0.42516440375227427,0.42501037824907945,0.9932851346669814,0.4278835587241247,0.21977986065464822,0.906796360069851,0.2423695885123739,-0.11664250159045153,0.6054402293174774,-0.19265733583964928,0.4549394509243297,0.8245345656720102,0.5517530372465902,0.053778747288753856,0.5844268746793702,0.09201963430969545,0.39344690328193715,0.7600071405880878,0.5176884298448707,-0.035592172578569545,0.5311832770205179,-0.06700544636535072,0.21834614652741893,0.6367343487529294,0.3429156082989066,0.21748356167923588,0.8149623671056919,0.26686331842735334,0.47241501706205374,0.7316240640049169,0.6457073247099742,0.3511186543033317,0.8057876507091525,0.43574588664187325,0.17357020421648556,0.8724915470486545,0.19893625881375607,0.06651536273294179,0.6621446006503382,0.10045443648957104,0.12704559899869491,0.447388088319712,0.28397179611073087,1.1010800875685398,0.1820790713797113,0.7689540710114849,0.308740772989753
0.91,0.19228153175539756,-0.004449932558522847,0.4683302530650699,-0.009501697849753413,0.06344455643222109,0.563300629097092,0.1126300116758535,0.3466506844905736,0.8758303965112234,0.39579659015195123,0.40179795922627604,0.8359880896858866,0.48062641583476057,0.15078117190916562,0.6070588046447017,0.2483798451740018,0.2252290264406293,0.7093450432295729,0.31751688207361733,0.20853150054136188,0.6598480471707244,0.31602957898488393,0.42837150376086747,0.9864330178762325,0.43426314407352407,0.19204327756148512,0.4151261094884342,0.4626143072478452,0.5023690764329937,0.8054660470366297,0.6236998794440155,0.5084814334815749,0.7272036747404781,0.6992283608344526,0.12727885373145933,0.9439852298522993,0.13483140382543277,-0.10902850730193346,0.4751450263024116,-0.2294636400814201,0.11980494798512833,0.3947204174842439,0.30351849734226277,0.43401212865571454,0.7919709117277534,0.5480152392325615,0.37370242101940276,0.8148147395699531,0.4586348317859803,-0.1006445630460048,0.6508801768291576,-0.1546284041654289,0.003572767780131532,0.6141601294356052,0.005817322891694059,-0.012211514718430367,0.7057361533710494,-0.01730322962781533,0.162524535723106,0.7365444567004832,0.2206581479835871,0.02690754334755557,0.4651174934121214,0.057851067157592174,-0.1074248055956851,0.7535409281991864,-0.14256001442736377,0.1563048311355503,0.5387732600265275,0.2901124512524143,-0.0120111493103954,0.6245066385397716,-0.019233021026774037,1.1198829494396625,0.19173154296217493,0.6734927364165254,0.2307305820744948
