step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.35147320954433814,0.21211518670298568,0.6548023154601992,0.3239377468509863,0.168293682203147,1.0526502879332909,0.15987615652826592,0.36348178103488643,1.1398081663888984,0.31889733005375553,0.3955665578212107,0.7403868803210444,0.53427008005556,0.16699245484334968,0.8809522336598892,0.18955903448883332,0.3118029892457214,0.8831030136864217,0.3530765770395599,0.246453465666739,1.257043048381376,0.19605809521327322,0.3949139109699299,0.9149006379664136,0.43164677625290643,0.1499769659927354,0.8732826418832618,0.17173931874943182,0.47419022735040184,1.023750898940852,0.46318907054537156,0.3193933084015717,0.6607813174994243,0.4833570501209729,0.2327569035667926,0.969924828006626,0.23997416794160312,0.3508001160439663,0.9362690575658577,0.37467874561185194,0.5366917436652507,1.0786980828069204,0.4975365695178629,0.42640358282383983,1.0139598791173918,0.4205329930756291,0.43010593949985443,0.8324270460031369,0.5166890498873022,0.17610589995136833,1.2945599769991478,0.13603533484759064,0.4268650255128888,0.941135934245143,0.45356362453131116,0.16167097548908815,1.053270107955164,0.1534943166695947,0.3627211885809954,0.8802816072233266,0.41205130904089576,0.15148992586787582,0.9839516809093659,0.15396073690109374,0.1411873494889865,1.0743989579275748,0.1314105420963224,0.29906618093384907,0.821042940807701,0.3642515708613763,0.22798089341960276,0.9516981525785686,0.23955168222393025,0.5037275689543722,0.7296341863645421,0.6903837270348216,0.21677564359312415,0.9843656979610008,0.2202186078224279,0.25490124139889236,0.7189226080796886,0.3545600576948861,0.11102904558796384,1.150938482056374,0.0964682711708353,1.107860471183144,0.1208755826812063,0.94631930959745,0.324320305101009
0.11,0.36755793556267363,0.21823306890665017,0.6610214770826781,0.33014520174108414,0.014121299306701772,1.0898342415302342,0.012957290905884992,0.2762372661965894,1.1394672143323274,0.24242669093243813,0.178454522252709,0.9254152275548074,0.19283724423276802,0.5047072557255289,0.9363318474899169,0.5390260483807413,0.4170601140023737,0.9969769900733441,0.41832471376464975,0.3874416724545998,0.8405440154679693,0.46094156323139523,0.29365055339666396,0.9572282834417194,0.3067717058472633,0.3578999286912258,0.8732571863212941,0.4098448135295906,0.5122334761030971,0.7301007978273335,0.7015928179059991,0.3177557165041008,0.6607813174994243,0.4808787840833252,0.4383627642413788,0.8440907330567385,0.5193313314244296,0.22360501782837508,0.9430089446773009,0.2371186605286051,0.22981142156877854,0.9858861915525325,0.23310136964884465,0.09974814434557286,0.9847327737373155,0.10129463241789227,0.1696233164543212,1.2665661300792963,0.13392377423175017,0.3777748450968443,1.0323201249897251,0.3659473800344678,0.598734606434726,1.0502711422410744,0.5700762235141896,0.40507446179113893,0.7383559763674337,0.5486167577108615,0.28674466193266007,0.8255954944835098,0.3473185886413379,0.31787030888055773,1.176626284068395,0.27015400997287303,0.3821163969486833,0.923687554761343,0.41368576958624537,0.2666828615003592,1.0471434582193464,0.2546765291871754,0.13106863510998693,1.081950496376976,0.1211410647242031,0.1922388178660393,1.107338559905864,0.17360437433189513,0.20089530228062133,0.7315366898577312,0.27462095212161036,0.11534172559880729,1.129162102473404,0.10214806655851613,0.48194100126940875,0.8550556574953129,0.56363699490761,1.093721606921709,0.1381787159164802,0.947653104034441,0.3330765483606302
0.21,0.3680608174027263,0.15367376942142663,0.8800869389738316,0.1746120327619087,0.3664665015088105,0.9674450041032612,0.3787982778912519,0.42298767071875487,0.924930594079452,0.4573182825028491,0.34163250514919624,0.8790316207613866,0.38864643441755375,0.16339697078298257,1.209797040884684,0.13506147333894603,0.5239178301339522,0.7406485936100773,0.7073770674163659,0.2224173759463523,0.8192593332973631,0.2714859225968957,0.5010874581998366,0.9363318474899169,0.5351601139522627,0.5558827728046671,1.0621586738899726,0.5233519119783134,0.4866080883744488,0.8317237458830973,0.5850597518503985,0.4462935517954306,1.035188608281137,0.43112293569040705,0.37268013082842044,0.9723974597455323,0.38325905430269996,0.22901397684758068,0.6747931347986648,0.33938397567709494,0.4106157373588725,0.7422544020564015,0.5532008112330079,0.2577764271519772,1.258653456849681,0.20480333625521757,0.3161420982909089,1.1391956764508966,0.2775134288394007,0.10936137344723618,0.9831289266219538,0.11123807924460481,0.36305737987569,0.9821067159068512,0.3696720264665459,0.12309946018857891,1.1860563696101762,0.10378887828833826,0.34342127421909346,0.8474637797579597,0.40523416153216185,0.05793133715125867,1.0640838789102485,0.05444245355036054,0.16850514184357435,1.0063838385359418,0.16743625582134822,0.19827921941323817,1.1093190619241948,0.17873957657349582,0.32940774947796203,0.8649759671499155,0.3808287882995828,0.2241142277605992,0.7402944650633602,0.3027365978501781,0.3110986212257502,1.2588159042173988,0.24713591573118796,0.4950029405103274,0.6581426710284419,0.7521210252737671,0.24113554191723882,0.9506049467987989,0.2536653556551253,1.1057521409981388,0.13472294678080904,0.9544740234528785,0.3454712116068311
0.31,0.37618803497349645,0.5017254028823334,0.9693306983399917,0.5175998281510669,0.34557847218092386,0.9384432079799145,0.3682465483711192,0.18967349211893822,1.0910558674732087,0.1738439779057379,0.47302554667122804,0.81589746316453,0.5797610214849264,0.32605437518771335,0.5469838917687003,0.5960950223477329,0.43538230155179863,0.7488827604676747,0.5813757834135531,0.49131232102635763,0.9337913353823345,0.5261478688118189,0.39221269946488935,0.7676913015210656,0.5108989755228156,0.5772495793371079,1.0666698055601076,0.5411698881210897,0.42642909996151235,1.0022379229277953,0.42547691541725247,0.4009938271315932,0.8448423308666818,0.47463747078136287,0.3158034909173952,0.7339059232959334,0.43030513979113033,0.16189328787312363,1.0892254058219013,0.1486315752532077,0.22777515062463638,0.9452388891336833,0.2409709897075792,0.3724436373074927,0.8617252817069996,0.43220692860457294,0.11860959328098335,1.1500811144285552,0.10313150245921333,0.0717730792273916,1.0882134459215043,0.06595496453052353,0.18032131874856497,0.7315366898577312,0.24649661629908642,0.3902910038058995,0.8511731081584004,0.458533052871388,0.3512707385802962,1.149465077159096,0.30559496374475525,0.24851811085305062,1.0788682568774441,0.23035074882296908,0.09544117799921702,1.1469913542413477,0.08321002389973942,0.32698885466907773,1.1690577647702969,0.2797029064969483,0.1938991198590288,1.2754742065223192,0.15202120032494423,0.32154478731594094,1.0184778002853374,0.31571113992455874,0.34820028972343936,0.6460244492491628,0.5389893372118232,0.20388741045347403,0.8783656501302815,0.23212133856012349,0.3798696212046648,0.6893149201670992,0.5510828361477789,1.110110698486503,0.12803197099537542,0.9367487829706821,0.36108102017781496
0.41000000000000003,0.3658375105585456,0.3471877889364802,0.9709515411784507,0.35757478536477316,0.2030658828141536,1.243822340141116,0.16325955585515137,0.19650313023251112,1.0843183563246073,0.1812227277038598,0.226286138604154,0.6728472492036177,0.33631130820849214,0.4686237997783863,0.9883666908231715,0.4741396124833872,0.2839022384888164,0.8741485367872736,0.3247757406678641,0.37114566625131756,0.767820283741414,0.48337569885860393,0.4089865291675528,0.9924073486225456,0.41211557908677643,0.5058391105068206,0.7454140039860936,0.6786015661120549,0.3426940399538149,0.9174786359511212,0.3735171877855824,0.2523006454209796,0.9565269131954198,0.2637674297925731,0.37350095779406084,1.0998864982396908,0.33958136443335657,0.33436614498589273,0.8649759671499155,0.38656119670888056,0.5420741899912908,1.0576532938417333,0.5125254118221528,0.2506672355160936,1.0262847199969434,0.24424726455718854,0.13606275025398018,0.7406067977718269,0.18371793327219724,0.4239339710461996,0.8815385746128809,0.480902348751291,0.22324727530786467,0.9777066989393226,0.2283376758592912,0.3534661789089715,1.1479539908726113,0.30790970868116935,0.420995529277316,0.8381435455574409,0.502295258978957,0.08841842927816251,1.108223838063089,0.07978390848612031,0.18288871865197623,1.3076097809941325,0.13986490565475274,0.16277069188550325,0.8713031577049082,0.186812925496857,0.2205458805075321,0.9570538982047061,0.230442487012742,0.47985379516750426,0.832641606918452,0.5763029269500588,0.12082056494838177,1.165512815812258,0.1036630085137079,0.15502618246724056,0.7199213501918651,0.2153376649073191,0.3887936197418484,0.9265383967807149,0.41961954420099945,1.1051607414759217,0.12391607446697138,0.9549163154145469,0.3280916687930771
0.51,0.3640621062681702,0.15137893596378948,0.8827764773545619,0.17148048214586606,0.14113911256049128,1.1438484370556985,0.1233896974356041,0.522789071687174,1.0568966960825865,0.4946453836263322,0.21409261857409506,0.6662650990148473,0.32133248295709416,0.4636837613462733,1.023074624753942,0.4532257472985347,0.3339987716128459,0.7410059300663376,0.4507369753207577,0.1765025129397508,1.1080512468855064,0.15929092940047798,0.3316779347167436,0.9081004499408206,0.36524366300926125,0.2706475553294152,0.7582107620800863,0.35695557075306716,0.40605115779927275,0.9924073486225456,0.4091577499530499,0.5463971961223658,0.7164045339632524,0.7626936601023703,0.496031835983038,0.9363318474899169,0.5297607224540972,0.3447569076251803,1.1434044669960575,0.3015178946527319,0.4175053722400873,0.8407490781448822,0.4965873684468562,0.2655221403081984,0.8331503430936467,0.318696550399612,0.2100610720855215,1.0885170625722573,0.1929791266561587,0.2884084157876349,1.3231815473387956,0.21796586898274586,0.13789608178370646,1.0972522602001256,0.1256740011258267,0.4846797811997573,0.744268033277209,0.6512167116268369,0.3947426421697541,0.8422688051586736,0.4686658697936571,0.3769545962898434,0.7730405611616066,0.4876258960117357,0.27757573133442387,0.955218819443059,0.29058863339424634,0.20329746060635945,1.2543724999055228,0.16207104398547598,0.41631613974774057,0.8541142861548003,0.48742439565316803,0.33978756725237913,0.8126794547395066,0.4181077364153292,0.08255310427163158,1.0961854968866862,0.07530942938589634,0.19918285341445408,0.9302304185370727,0.21412205991683125,0.2271549624505081,1.081341677139763,0.21006770316238205,1.1041835087795433,0.12597370262320823,0.9501195808592774,0.3470190483595001
0.61,0.2666872810680057,0.18113228257173936,0.6183723480098506,0.29291782395297844,0.1658055799548877,1.13633453178262,0.1459126474795947,0.08263917162281685,0.4500814594499087,0.18360936645517184,0.1024453779870981,1.043093706635696,0.09821301512547376,0.4695434559951057,0.7345929655212112,0.639188609248325,0.21734092571931532,0.942199819081438,0.23067392003025813,0.2885180135976919,0.8404622796431725,0.3432849047314597,0.5085682516590941,0.9148398729328509,0.5559095823279917,-0.03616889966584925,0.7872112839606328,-0.045945606221338156,0.41176309419681006,0.9924073486225456,0.41491338689534524,0.32116771624776935,0.9011863794988402,0.3563832338726361,0.4195573297941455,0.8327973740627106,0.503792810665794,0.21431854177674522,1.1559546955192386,0.18540392855143545,0.27946710874855857,1.1927371409046408,0.23430737516616157,-0.08458983357669593,0.6143832726669302,-0.13768251405919024,0.4631299935977842,0.8370832692627983,0.5532663363414886,0.1643372154047754,0.9232101628629177,0.17800628937527943,0.40457063827949213,0.8368399247318061,0.48345045010746895,0.1376344497626539,1.3040188130799917,0.1055463681828117,0.3169785545364905,1.159185966485437,0.27344926845305517,0.23121722919193585,0.9550340766386335,0.24210364305086884,0.32137780028269475,0.9823446866298602,0.3271538031983955,0.4287572238006025,0.7941680307759854,0.5398822505882813,0.3899764231292027,0.7667119776116891,0.5086348387878077,-0.129547385501938,0.490440447806933,-0.2641449865752828,0.30991268655653137,0.9241075286767263,0.33536431306896736,0.18808116107360864,0.8594616732655415,0.21883600738005057,0.30011233129038417,0.6267664939608987,0.47882637981140536,1.1093010291467114,0.16254387642025747,0.8791438403600537,0.2850449087854534
0.71,0.2572726964530535,0.2839423567543848,0.713532716979082,0.3979388050439022,0.06968033841036207,0.4522740761173333,0.15406662041864397,0.24864814608194186,0.8489134277896454,0.29290165279792824,0.061856545739389486,0.823379216917429,0.07512522112346764,0.435411896780965,0.827225416167516,0.5263521747170212,0.4220719005843499,0.9924073486225456,0.42530106328835904,0.29631240997279773,0.6102905482309167,0.48552678856281667,0.4935902220301013,0.9116258501469862,0.5414394753620876,0.4359958231337155,1.0166754050582323,0.4288446646437197,0.1523682815747369,0.8989186924156886,0.16950173898962262,0.005928138645896732,0.46400518515266775,0.012776018104078397,0.3890409007701006,0.8359861016323211,0.46536766581462435,0.23037758369062483,0.9148226410510546,0.25182759297030544,0.3826828877171168,0.8251283965526848,0.46378586571003116,0.47591628747339426,0.7335174267575094,0.6488138796881311,-0.07354361635791197,0.6072699180559371,-0.12110531770344944,0.1475932293736131,0.8184354809366371,0.18033581487046957,0.4301031946176153,0.9123808528445023,0.4714075194330257,0.3921091986276757,0.7653688415307469,0.5123140339022066,0.18363203054948707,0.7710297781160275,0.23816464131668522,0.15991305149754367,1.0579926467910887,0.15114760200135882,0.05876479032930198,0.5722726417412883,0.1026867021818391,0.15799029249474117,1.0635196342005881,0.14855418500430145,0.00043584546117416166,0.6536947337223892,0.000666741582408489,0.18093230889000084,0.86564817662626,0.20901367758337877,0.21078891062400834,0.6662650990148473,0.3163739342428186,0.3285701481494072,0.8098637111654422,0.40571042216050796,0.045799681346422864,0.880391291961786,0.05202196087647222,1.1082365408450716,0.16067844280729954,0.7968869734392554,0.2859593265959558
0.81,0.22716767369756477,0.5076011130980442,0.9116258501469862,0.5568085997300329,0.10132784556129858,0.4521270281131718,0.22411366554254136,0.11035319866323642,0.6158828740435341,0.17917887201298607,0.20228788849059898,0.4827926314140546,0.4189953933184867,0.3445615074581656,0.8652579745962853,0.3982182396168405,0.15323025148153724,0.5136132408322482,0.2983378139419578,0.4581422740600559,0.8186123682096363,0.5596571611323755,0.17042332376182837,0.6115048715577043,0.27869495680010536,0.4771380350724004,0.7325448247112708,0.6513431246483273,-0.004185106419518671,0.5228219117567954,-0.008004841276555917,0.48739148293186485,0.8169993975043338,0.5965628425439315,0.42454917904946005,0.9924073486225456,0.4277972947688581,0.05668982174198441,0.7181012564249739,0.07894405034773432,0.10389949932820619,0.7530234924122261,0.13797643815251476,0.3809718812431261,0.7111757356331494,0.5356930251619909,-0.10338249364479203,0.6125975907145345,-0.16876085575884583,-0.16174238936337307,0.6386601590811685,-0.2532526682047454,0.1470608800265211,0.6857455288581628,0.21445401222140328,-0.11659700342053865,0.4946611107713841,-0.23571087534800347,0.1548334570610835,0.8740589659165737,0.17714303393560965,0.23523605346060983,0.7579245872089511,0.3103686797216383,0.1740078724689146,0.7384702918612774,0.23563286754614932,-0.10466648556781372,0.4466710587238387,-0.23432564864813726,0.3804424512510226,0.7586592713663841,0.5014668186494661,0.23290294451139612,0.7350647495238081,0.3168468419445716,0.289359635121833,0.6300848820813957,0.45923913325134014,0.5955448065703052,0.454201412191781,1.3111910059822616,-0.012128240624259738,0.5388426548667068,-0.022507944600747863,1.1078193906495477,0.2055103881347441,0.6744333238980315,0.28378932275478885
0.91,0.2268264469975138,0.5075714861903772,0.9148398729328509,0.5548200304859612,-0.10359735352357693,0.5891457480234731,-0.17584333566207686,0.0991673571342894,0.45139315665805585,0.2196917602129527,0.09285026938887629,0.6297783442668623,0.1474332520864387,0.35760967923700115,0.8528061465192617,0.41933290548689084,-0.02961357489072665,0.5683589300187792,-0.05210365022284102,0.14063189523980946,0.4312451785646372,0.3261065914009537,0.5012350217321954,0.8031688880198986,0.6240717602594402,0.2676457427059777,0.7497802462900257,0.3569655829562206,0.31815958399067723,0.696120643837904,0.4570466151335151,0.1587613195158587,0.6868631444360422,0.23113966850879983,0.42112207393083506,0.9932685637517491,0.4239760416258251,0.1626144461125549,0.8947359739280991,0.18174573377064482,0.025841912274693343,0.6192169247123921,0.041733213746856394,0.4986919041279048,0.5105380934063978,0.9767966593845071,0.15658728526083668,0.7995497140711979,0.1958443390136626,0.3540358661837178,0.8770127128632091,0.4036838474414886,0.2608102253036909,0.8610262372280566,0.3029062460899332,-0.1296810494982882,0.4438498796501508,-0.29217322217256153,0.3723767104246859,0.8059416039309966,0.4620393197328577,0.10453430289155267,0.5002449093602417,0.20896625020180729,0.4496002810280684,0.7549969427608051,0.5954994723342991,0.380007138765209,0.7227566593455792,0.5257746626773205,-0.10014304268000397,0.6088561631057394,-0.1644773408701001,0.337588722338847,0.8098637111654422,0.4168463380746332,-0.09276263148951922,0.5257171737652476,-0.17644968838499692,0.35555346251263015,0.40765127905154486,0.8722000415155639,-0.04384991972469129,0.5682274919966258,-0.07716965536217257,1.105516271094112,0.19986272015487777,0.6813197976307596,0.2859429799809222
