step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.36779221486680125,0.3855182190596165,0.7634619769924367,0.5049606014150403,0.05969304377350391,1.058429813601764,0.056397734650323744,0.1544187366098021,0.9762190742287289,0.1581804132763971,0.21393257491945178,1.1801575499434669,0.18127458908321165,0.4889764091592584,0.82586283325873,0.5920794464497589,0.4690154401553738,0.8554177478740347,0.5482881800395367,0.48189143441592497,1.0264776311423625,0.4694612135674404,0.5303065994801677,0.7399569673295799,0.7166722159451833,0.36594127245527847,0.9212105865756991,0.39723954304036624,0.5076891553137843,0.9363318474899169,0.5422107094560312,0.4825488708983433,1.0564372127265853,0.45677004282433487,0.46951835304161066,0.8205355149258858,0.572209666127638,0.38188444288788287,1.04163874870565,0.3666188910141986,0.1653126537122141,1.3028420172596242,0.12688618537183036,0.24961820121199418,0.9938869741471352,0.2511535091061981,0.3417097645052858,0.8745921230941475,0.3907075715436116,0.1851014975715801,0.8070214122785083,0.22936379971501966,0.04080641216942643,0.9257762610524164,0.04407804983359367,0.10409216304410251,0.9385037113281295,0.11091289441657703,0.1674861890315197,0.9458146849991503,0.1770814004983124,0.32793119777023955,0.6607813174994243,0.49627795018663684,0.2589341982158971,1.0893295699009562,0.23770051357316946,1.1048270338510877,0.1536036049603952,0.9427584352888332,0.34666023277883684
0.11,0.37664416551665436,0.31557667265796174,1.1736645864676942,0.2688814813845013,0.1307892496002038,1.0616660752593239,0.12319245443371359,0.24838539569505833,0.8293094887586835,0.2995086865180373,0.4084228663272959,0.747819223454623,0.5461518686836466,0.4483436045350805,1.0393996175731035,0.43134863334077317,0.12041391451135806,1.15980971558815,0.10382212952087153,0.19705527325330172,1.23167138135095,0.15999013717211083,0.5054044824722096,0.9363318474899169,0.5397706847493,0.46305131551354844,0.8205355149258858,0.5643281821328272,0.5354378342834065,0.7386992347581199,0.7248387558689303,0.16985905358967282,1.1006611281912617,0.1543245684244392,0.48925782525950096,0.8303994445712877,0.5891837096688947,0.4140613505699701,0.8402254806808193,0.49279789781483874,0.41354522706010527,0.9924073486225456,0.416709154395222,0.4760752477426544,1.057873632647457,0.4500303562262143,0.3695101537556069,0.9032790085254796,0.4090764318311775,0.3385613841569294,0.788108308153382,0.4295873811433522,0.1439183759798102,1.045889016592086,0.13760386971913363,0.1587458665637927,1.1722339548598566,0.135421658710416,0.2511744247716147,0.9759158426146044,0.25737303751385576,0.14303373151566875,0.8593674013202885,0.16644072290375336,0.34140847417320797,0.9232991141740651,0.3697701740769177,1.1078951380738584,0.13665239272334156,0.9649348348445265,0.3531887261924057
0.21,0.37380616995478194,-0.0035409267083983953,0.7139400747450374,-0.004959697366285164,0.4682167627723478,1.0609353069464518,0.4413245178162215,0.39142275022857287,0.7736131677949283,0.5059670214045948,0.13641414514575476,1.0568621427610645,0.12907468214290582,0.452297138949803,1.0480154227624048,0.4315748882374445,0.49436769535654396,0.8105746235998739,0.6098978193531259,0.49901869953566097,0.9337913353823345,0.5344006531516392,0.403874060750526,0.8426121887510087,0.4793119137632965,0.3005529624493571,1.1766084973405193,0.2554400746966345,0.33747854498076835,0.6607813174994243,0.5107265233494777,0.4979073352323006,0.8305219946744352,0.599511317490731,0.3225878336115399,0.9471259487758155,0.34059655321289944,0.1876566647003228,0.9628337029341957,0.19490039051234592,0.3793438334713791,1.0316592043866084,0.3677026598109255,0.12146238541641617,1.1875010588740986,0.10228402282990627,0.32004586038305205,0.8907856158851889,0.3592849442960717,0.19185785867068503,1.0942384343228262,0.17533460044237711,0.4527846689221811,0.7521208506576275,0.6020105260029455,0.17902987944762755,1.053306473768478,0.1699694095746906,0.383622660541035,0.8617252817069996,0.44517976747892707,0.17409785527413152,0.875704128209822,0.19880899229062104,0.21453196577487182,1.2807056606333258,0.16751075002571858,1.11412346504616,0.1405818488387145,0.9475437469278396,0.34617510593260065
0.31,0.3760489306021958,0.38711822201830276,0.7700455697633651,0.5027211858867835,0.3542370860110586,0.8589136162514966,0.4124245783377303,0.24053611662552107,0.8218189726479628,0.29268747087998653,0.4618293378545092,1.0603376912747513,0.4355492987326445,0.26811967599987757,1.0434518502218963,0.2569545264047021,0.5228433372813739,0.7405870383321017,0.7059849959822212,0.42879015549353683,0.8388110268143224,0.5111880289914846,0.487376745714618,0.82586283325873,0.5901424862425434,0.5019755802192116,0.9363318474899169,0.5361086259800826,0.41267597819666085,0.9924073486225456,0.4158332551340457,0.16946900406356144,1.2764278760246919,0.13276817848209008,0.4707371087668325,1.0302042657460677,0.4569357014125034,0.1604159928467088,0.9853844459472965,0.16279533689259054,0.11664281484052937,1.1674592428134176,0.09991168047925689,0.28775448351127997,1.1591560315435923,0.2482448226819742,0.2254142543320562,0.9744147148654279,0.23133297444424078,0.34622449905055985,0.9366199559791423,0.36965313074993883,0.18585865165924842,1.0568228110122482,0.17586548068661473,0.459932507878482,0.8225744265220619,0.5591378640631084,0.20703260059630613,0.950964581174739,0.21770800374137597,0.21709225530779883,0.974128388446084,0.22285794961185904,0.11187503548716562,0.9469387486995163,0.11814389857930076,1.1077223743988822,0.1322198014406672,0.9622574219750625,0.34795224883623077
0.41000000000000003,0.3970859576751474,0.35689912489162523,0.9224506651550737,0.386903211600619,0.12177050872768781,1.130454322372352,0.10771820348489829,0.5247142114672187,1.049547090165196,0.4999434674099569,0.24928680668063588,0.8325473564213077,0.2994265788701696,0.5311278717877111,0.7425220927269277,0.7153024495704001,0.24972448713710088,1.149095385743645,0.2173226785481259,0.4919687891229934,0.8026557794721647,0.6129262402452488,0.46360173527053433,1.0411521878622194,0.4452775883057405,0.49955472714015714,0.9363318474899169,0.5335231611306873,0.4638787218862323,0.8186144489318009,0.5666632472607116,0.3750050043431961,0.7553369758510384,0.4964737810176416,0.3140206335234931,0.9629084075935734,0.32611682590690977,0.4220747421600961,0.9880264685374771,0.4271897116125551,0.24759123129740468,1.0883950529893722,0.22748287087245914,0.43677104030967895,0.846400324783657,0.5160336397807022,0.21992682524150706,1.234747560214123,0.17811480850658137,0.18357395917525615,1.09350220859556,0.16787708130103318,0.3789256733612531,0.8522275453318351,0.44462969477677394,0.24134411249194238,0.9583436748005146,0.25183461720262273,0.14621701457312314,0.9055726575165004,0.16146359252289916,0.1249629713001913,1.1895183137361711,0.10505342360614334,0.23954252370052612,1.1460814341036083,0.20901003765747325,1.102345750802025,0.13192621394416662,0.9748378091088198,0.35892213232683423
0.51,0.363967669080194,0.1898095557827533,0.6477454926817177,0.2930310715045298,0.183630701379904,1.084413554631338,0.16933641284328274,0.355054124715781,1.0297836684037627,0.34478515790228054,0.13384123097409806,1.0673173207053681,0.1253996617291333,0.3907122926658874,0.8440067308404261,0.46292556491443226,0.47669058659127056,1.0323839500192,0.46173769611819826,0.20714357121123075,1.1990709061777016,0.17275339610360974,0.2506258522044758,1.0974659127920847,0.22836777824547974,0.5046622474623091,0.8326466386270686,0.6060941389188034,0.4865751893693961,0.9418864658994389,0.5165964338438064,0.17754192887038936,0.8783657776296991,0.2021275570975596,0.5124458926256739,0.7280964611219445,0.7038159364708784,0.13480115351785882,1.1677138626561259,0.1154402271214243,0.49216837857760015,1.0626319039784327,0.4631597985482556,0.3750167927603751,0.8705489417342196,0.4307819753514427,0.36847383906760056,0.9660808949781748,0.38141095738770914,0.11698700015074258,0.7420124573502487,0.15766177372345885,0.38558705153409895,0.7584492924187781,0.5083887023012699,0.30387269423169966,0.9414285824098979,0.322778275388492,0.13597388145394249,1.162373581729353,0.11697950090335298,0.24210807815804197,0.9431328011523582,0.25670624313164003,0.4154114940261882,0.8633938197725887,0.4811379054526988,1.112120479150322,0.13484064566829643,0.9482249553504514,0.34188255295462444
0.61,0.28836969985448946,0.01842493055629576,0.609837872625226,0.03021283423572931,0.1881289692242349,0.8594616732655415,0.21889163307240356,0.1661368223176831,0.8760633928345047,0.18964018320654524,0.14425267118049007,1.189408823085077,0.12128098293934704,0.12343118009864915,1.0790246652140894,0.11439143522651464,0.4610264126932585,0.8547750437642099,0.5393540862669745,0.333214145441367,0.7512911544013114,0.44352198676809734,0.15846203159095973,1.1376307381116835,0.13929127113248166,0.4922727088769683,0.9304998626252812,0.5290411408423925,0.4224968963730196,0.9896556604822833,0.4269130296967398,0.5149750924005246,0.8070106761455466,0.6381267406029304,0.4541475827137195,1.0484483952901908,0.4331615983712961,0.3692251436466109,0.8185678601173253,0.4510623512553863,0.5320973256784446,0.7373618374007893,0.7216230874574348,0.23231283905572356,0.9547253770976705,0.24332948995442638,0.33634087608219454,0.9105796411189816,0.36937008131312515,0.38019350118737344,0.7642974394439147,0.49744180938770843,-0.08742132037695144,0.6123939053549914,-0.14275341346886072,0.23848885260316724,1.020241523411646,0.23375724975951798,0.08704684331235506,0.4502377506065224,0.19333528384746254,-0.0036027574211492486,0.484698526558357,-0.007432986121767139,0.11952235905124213,0.9289601376813006,0.12866252727439076,1.1151127079307377,0.17719571776892443,0.8552350889380204,0.2960101092281943
0.71,0.2881392220648573,0.5210411709850712,0.744850127512013,0.699524846327784,0.16885186742015154,0.8562341498432755,0.197202911669732,0.23781729633052878,1.035270657519841,0.22971509392554287,0.3832026372575403,0.7605190342400062,0.5038698835992689,0.240670772913558,0.8421934105036049,0.2857666302205387,0.5095557509472247,0.9148398729328509,0.5569890054241504,0.053101975281923015,0.8729589903014616,0.06082986242410442,0.4701373499791745,1.0418114666541918,0.4512691259667495,0.4150094256083091,0.9896556604822833,0.4193472964182966,0.38231902960449055,0.8513336028840922,0.4490825080900075,0.2962876443881328,0.9301895626360464,0.31852393994670175,0.47247348891705926,0.8264343548698788,0.5717011715848256,0.0849241877025975,0.45234147708757616,0.1877435344850228,0.2755918530417703,0.5800149865609909,0.4751460900619172,0.23309451979442133,0.9448015998476758,0.2467126641529837,0.15236509483578684,1.2781871156286602,0.11920406094912636,0.33870891896147864,1.168121750637521,0.2899602877667699,0.3715833938731054,0.8988975770415051,0.41337678881734063,0.2751536909141585,0.6053513835110589,0.4545354952660017,0.07726888800936293,1.1568261862294573,0.06679386145399425,0.18282079671002754,0.8803793203757524,0.20766139376376797,-0.0856390334596656,0.6096019996146543,-0.1404835179572907,1.106989393714153,0.15709583900656995,0.8745824675870182,0.32111240610715164
0.81,0.2563240236484664,-0.06412716472013336,0.5166940472017775,-0.12411051582154313,0.15582533298280107,0.4431497121527227,0.35163135326397094,0.19117677043486714,0.7245034743869718,0.2638728138559013,0.10953895536200074,0.9052355464388446,0.12100602521953761,0.5186649727017384,0.8030939254293401,0.6458335149583607,0.415066266870714,0.8510599238512326,0.4877051018833647,-0.11649632728162698,0.49252033518772265,-0.2365309997550147,0.5016806077372663,0.9092801438672297,0.5517338205622581,0.41793842980436874,0.9866288979026805,0.4236024615666523,0.11720532197952335,0.6671849085435368,0.17567142253769244,0.40552539088488615,0.7606955297691307,0.5330981647913222,0.5107697107262372,0.8066900751162642,0.6331672180950317,0.35145051502212526,0.8057876507091525,0.43615773301169725,-0.023885586266918057,0.6557409596863932,-0.03642533825909135,0.39011975060388987,0.8929602484631339,0.43688367010213675,-0.01994908404010481,0.6753640537953829,-0.0295382674396065,0.4567720413439683,0.7513045631716749,0.6079718715079796,0.19936440776451123,0.9051345000289505,0.2202594285801001,0.1901592041657282,0.8024209881635478,0.23698184241283873,-0.13908952266654115,0.603570055615376,-0.2304447037630636,0.19765982881014404,0.6440492136741832,0.3069017469682647,0.17605537791040585,0.6164764773704178,0.2855832856127302,1.1103896971693377,0.20648336816765495,0.7372520559329849,0.2755005295405236
0.91,0.2752112196990562,0.3468208722969754,0.8974494630985614,0.3864517018033874,0.10739286455825313,0.6359721277201892,0.16886410563813756,-0.041234838311955145,0.6245122080388242,-0.0660272734162335,-0.1373967494364363,0.4857731121129759,-0.28284140478421954,0.42225947804299335,0.8318977824853409,0.507585771873883,0.5065503263733748,0.9116258501469862,0.555655948426321,0.5320118705263133,0.7378827634620931,0.7209978290184631,0.49892510195831574,0.8200283767979605,0.6084241912536174,0.4306800711400351,0.9896556604822833,0.4351817387980727,0.4558227068814483,1.0129673693591108,0.44998755208654007,0.47171507669111473,0.7999423137533341,0.5896863668554108,0.3692327193144441,0.703758989262436,0.5246579083862402,0.09988330123769494,0.5623405717933928,0.17762065596503437,0.12227588939312163,0.6126415586462288,0.19958797712534893,0.15453377507023,0.869758686725242,0.17767431062065084,0.03921806027941459,0.4594112413266417,0.08536591348127358,0.3695611236961327,0.8249903799377375,0.4479581007041848,0.2580151364599798,0.9362605058696922,0.2755804979943158,0.16546225455149108,0.5494112397164055,0.30116284959313755,0.2635515435718013,0.8097327816362117,0.3254796514959512,0.050386295005498065,0.7529813864005469,0.06691572449932405,0.13723731076160411,1.0139260322006525,0.1353523890334885,1.1075345983440585,0.19139776065679504,0.7655872909533112,0.308696477566015
