step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4316564682668688,0.4909329545936015,1.0538553897873522,0.4658447063526072,0.09940943497236326,0.9346688414014932,0.10635792118982308,0.6405595465825134,1.0545412626621398,0.6074295708120998,0.3688998896265526,0.8111857445650165,0.45476623831002905,0.1762637744537653,1.2161798574892164,0.1449323250737428,0.5319907231116583,0.7354415117290761,0.7233623811374336,0.477001400096573,0.838742791792707,0.5687099844721677,0.5106345968974038,0.8360363021362381,0.6107804117986639,0.4964389029451839,0.9418864658994389,0.5270687295321923,0.4925646895151775,0.8261186061992933,0.5962396752947009,0.21447003611665635,1.093881456847392,0.1960633254857132,0.44590515041144685,0.9954836582495282,0.4479281470029678,0.30698832519766456,0.9191982546287751,0.33397400794852905,1.1257612853567562,0.1534095352691805,0.9428630879528973,0.4448813403392824
0.11,0.43174926180285916,0.48402795940092425,1.0550892563042642,0.4587554621647492,0.10054009630019871,0.9346688414014932,0.10756761309111731,0.6404266780739568,1.0545412626621398,0.6073035743117626,0.5120681371453322,0.8342470525459721,0.6138087459615137,0.37484112387573065,0.8093115489110655,0.4631604780385033,0.4939882138304612,0.8261186061992933,0.5979628229209635,0.3016887175894294,0.9191982546287751,0.32820854050823733,0.47703533859890945,0.838742791792707,0.5687504480119663,0.4959647912621029,0.9418864658994389,0.5265653655915838,0.5319896845614442,0.7354415117290761,0.7233609689922154,0.17306385549937034,1.1789704900265525,0.14679235567250937,0.4421025668816803,0.9954836582495282,0.44410831179195787,0.19440994837254064,1.2111518579134082,0.16051657527692126,1.1265137014231863,0.15548934878119008,0.948834738327978,0.44206625094876933
0.21,0.43078662678222374,0.48712497194614496,1.0538553897873522,0.4622313238293894,0.498012398271577,0.8334348037891093,0.5975421184805634,0.18250673518341928,1.2079462410930013,0.15108845822333897,0.537653909805948,0.7373618374007893,0.7291588505599712,0.6406690020054737,1.0545412626621398,0.6075333651602546,0.481089068679685,0.8365566802417345,0.5750824541149653,0.10967329544586062,0.940000661121705,0.11667363650041183,0.18268400205900454,1.1697499044336912,0.1561735558742764,0.4987807380096691,0.9418864658994389,0.5295550536798155,0.4442335372463706,0.9954836582495282,0.4462489500104068,0.30466516127078946,0.9191982546287751,0.33144662724999485,0.3649085372603427,0.8098680184333634,0.4505777842249338,0.5026736734730596,0.8299275187785988,0.60568382430895,1.1262392533027263,0.15490585985327682,0.948446976655325,0.44299969247825166
0.31,0.42890752763271056,0.49633340582672114,0.8276621053682552,0.5996812015525169,0.11281567006525305,1.2275546838911011,0.09190276534781334,0.21936244853178968,1.1788911353585754,0.18607523795237266,0.6423898924376881,1.054947738061488,0.6089305368037541,0.11290252068763543,0.9585243236390101,0.11778785149551996,0.48108474211767543,0.8396041093546392,0.5729899803461665,0.2979643424186764,0.9142406141864728,0.3259145763107634,0.5102181049397155,0.8342470525459721,0.6115911388390544,0.49471465118330893,1.047887108317435,0.4721068207219949,0.501841393421799,0.9304998626252812,0.5393245217746948,0.44320729070697357,0.9954836582495282,0.445218047563247,0.5341184338764716,0.7354415117290761,0.7262554878371233,0.3491906123927509,0.8230308626920245,0.4242740196286137,1.1275761526130947,0.16088083553892749,0.9513857512322198,0.4401578604748951
0.41000000000000003,0.4298826240570559,0.2928781605997883,0.919266654459682,0.3185997873184397,0.1081206088163588,0.934033123192522,0.11575671797034665,0.6424165895717349,1.054947738061488,0.6089558433977053,0.5321837168383013,0.7354415117290761,0.7236248000022449,0.4723030416160811,0.8503926780736077,0.5553940594667254,0.49993518163003375,0.9304998626252812,0.5372759327653562,0.49898286432354716,1.0439627942973027,0.47796996890048693,0.3603870112190007,0.8013946929525043,0.4496997726441888,0.5172944849626032,0.8162467413193814,0.633747687772019,0.48040812872748584,0.8210848199711756,0.5850895267365321,0.4366610078398071,0.9924917436957208,0.439964373117928,0.11144826369091959,1.2471888009999945,0.08935957699552827,0.23238725429003249,1.1934954559268272,0.19471146968847788,1.1276375278485387,0.15990281163807954,0.9492651244080434,0.44078073205969076
0.51,0.43027709466563896,0.47999610048420255,0.8210848199711756,0.5845877171387153,0.5000251357905093,0.9304998626252812,0.5373726057086727,0.13055793309150784,1.2624968077330192,0.10341248571229417,0.5320952931450443,0.7354415117290761,0.7235045678806596,0.6407041564590188,1.0548105998134607,0.6074115642868254,0.4692882217767916,0.8524240816892761,0.5505337447140021,0.44718066410036694,0.997837279461705,0.4481498870653578,0.22536811371272422,1.1979533246617282,0.18812762490254992,0.5190972219838319,0.8115306951821979,0.6396519873684983,0.47423951732390984,1.0494736507002551,0.45188320545968574,0.10890958524546125,0.9322092241345853,0.11682955116279531,0.359452370617939,0.8013946929525043,0.44853350512422524,0.2938841896484161,0.9177925948100225,0.3202076278565402,1.1278094783230537,0.1567015426388627,0.9511499342664836,0.4400158518754477
0.61,0.4329769332436133,0.6366781347100252,1.0543857108330645,0.6038379770975739,0.1303582597878041,1.055229598612522,0.1235354466546492,0.5273050123194588,0.7370669755559974,0.7154099014159367,0.43782661912183496,0.9924917436957208,0.4411388023153816,0.3505989725501601,0.8788735741879619,0.3989185507985004,0.518232901097627,0.9304998626252812,0.5569403305826419,0.47942371756343655,0.822033226145686,0.5832169580435792,0.47467237563722503,0.8533655143839063,0.5562357133448478,0.373184924453523,0.9561673330926033,0.3902924849424663,0.20177184350776273,1.1840404496763521,0.1704095865668402,0.10028676288981643,1.0973265996495836,0.09139190002488015,0.5252092601285223,0.8115306951821979,0.6471834808547899,0.4816689063300194,1.0469288367930383,0.46007798180960596,1.127960684999109,0.1585381029640394,0.9553800092641472,0.4414299318808995
0.71,0.4314597101848001,0.30375571528436723,0.9135866869182317,0.3324870202618814,0.47411838943968315,0.8492683555370529,0.5582668733016247,0.6422173852239488,1.0512637537854146,0.6109003405771746,0.09938599953296187,0.9346688414014932,0.10633284766820418,0.49165924675148226,0.8261186061992933,0.5951436549933776,0.531908381962986,0.7354415117290761,0.723250419618592,0.37348136935977433,0.7941774832407978,0.47027443769333516,0.20039121241261654,1.0687275431229697,0.18750448952316293,0.4406196109169548,0.9924917436957208,0.443952923251763,0.4963294703868364,0.9418864658994389,0.5269525450850117,0.4870555790383635,1.0516788810996769,0.4631219546113534,0.524666042534768,0.8115306951821979,0.6465141067978636,0.17554587409897499,1.216233906366197,0.1443356193081824,1.126002133196621,0.15552437251774362,0.9374672672444277,0.4468490178993483
0.81,0.3158097007592103,0.1673143459861127,1.1953592665357131,0.13996992424796995,0.040118398811974376,0.4703521403377308,0.08529438982284174,0.20645037400406802,1.0606341002596658,0.19464806378893965,0.48676294892816785,0.8227039912233027,0.5916623161197817,0.5200567463955158,0.8033506950457966,0.6473595524378913,0.529648221417847,0.7325344197802317,0.7230352692188132,0.44639817422647615,0.9924917436957208,0.44977520172030105,0.52513510062953,0.9092801438672297,0.5775283933905067,0.315849202574302,0.8250937861046519,0.3828040010644812,0.4892969380058315,1.0538553897873522,0.46429229545864187,0.4845185582622597,0.8463996754097892,0.5724465312769376,-0.04044373495104245,0.6226770347963689,-0.06495138360814699,0.3073268595841501,0.9164322404348673,0.3353514270060128,1.118235403233675,0.1885995784304262,0.86547420209834,0.3922473832265363
0.91,0.31630848588365007,0.30297130915257786,0.9243347350192761,0.32777228602824243,-0.046651423694114645,0.6245968326179925,-0.07469045832105102,0.4871599703872074,0.8473138564828092,0.574946304323882,0.5326647725494544,0.8013547525474403,0.6647053266436086,0.4914775346862306,1.0538553897873522,0.4663614566562129,0.1773344177083395,1.193465894747618,0.1485877547810785,0.5283382575469571,0.7325344197802317,0.7212470066668871,0.12747447881566754,0.9711693884283568,0.1312587488182257,0.5255837903043888,0.9092801438672297,0.5780218493159277,0.045640370085052964,0.4668254246741577,0.09776753294212662,0.5032642807311567,0.8268097653833819,0.6086820715014161,0.4448798943629743,0.9924917436957208,0.44824543598356226,0.33433461622990657,0.824777094378194,0.40536360491674917,1.1187279456359822,0.19579714561556616,0.8591391878007509,0.3921745323274513
