step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.43693236417337095,0.18318688980965575,1.2022756455798778,0.15236679748370152,0.6376797812856861,1.0574605514332425,0.6030293805488998,0.5296497683276375,0.7343985801563654,0.7212020592616976,0.32673321523756566,0.8549917091098912,0.38214781705628326,0.4818824344731495,0.838742791792707,0.5745294495386202,0.514596134180041,0.9418864658994389,0.5463462453392787,0.30713312512171087,0.9261553508129731,0.33162160630191406,0.4843570499318044,1.0550892563042642,0.4590673699288685,0.5097843626871074,0.8360363021362381,0.609763429392369,0.47385790773835906,0.8221107195973951,0.5763918368202487,0.45396615021370296,0.9983066485375142,0.45473617838641883,0.18997945795837648,1.150308691143131,0.16515519653214342,1.1288185910555273,0.134980864903652,0.95148022604192,0.46469644721587033
0.11,0.4382039819167708,0.4822558873192934,0.838742791792707,0.5749747026600756,0.6398794381860082,1.0543857108330645,0.6068741558347209,0.3615840752300733,0.8661388190420294,0.41746665462932847,0.5326687351109082,0.7332423365946731,0.7264566003986218,0.2956964583117112,0.9187240942872782,0.3218555605000266,0.47898960416506187,0.822314801333192,0.5824893378892022,0.5004649346977433,1.047887108317435,0.47759432359209647,0.5139914594604478,0.8342470525459721,0.6161142048891132,0.2563037987266514,1.1800559403850899,0.21719631244177398,0.5181992200964239,0.9304998626252812,0.5569041339075473,0.0595803216445033,1.195804334203757,0.04982447373731563,0.4356296352224036,0.9924917436957208,0.43892519810820657,1.1296355398373128,0.14973649775378392,0.9512112163046833,0.46555630488233574
0.21,0.43676839685481444,0.19114543363644035,1.1489557461254492,0.16636448730164588,0.30618635702225255,0.921954117198293,0.3321058513765477,0.6377316371505023,1.0574605514332425,0.6030784186569841,0.48817133746368485,1.0538553897873522,0.46322421671363134,0.5336370499340397,0.7332423365946731,0.7277771935706263,0.5146450156594743,0.9418864658994389,0.5463981427613174,0.32674578980978597,0.8559817698354933,0.38172050074452113,0.44403685780227464,0.9924917436957208,0.44739602180349014,0.47923740984161933,0.8376530112295634,0.5721192467727926,0.4777462957135293,0.8218540780031306,0.5813030664449772,0.18052374754675085,1.2005068878128142,0.1503729377810105,0.5132814834171673,0.8364572251614802,0.6136374556607804,1.1286846270368982,0.13576532520808077,0.9501916102313875,0.46545812829902705
0.31,0.4367332206772613,0.48076077676858237,1.0529099213995776,0.45660200079559743,0.6391948107535385,1.0578740885173168,0.6042257936853467,0.5336885573309699,0.7332423365946731,0.7278474396466635,0.1826278219223669,1.2032970027493166,0.1517728553342153,0.48185522703589095,0.838742791792707,0.574497011182637,0.3300155077356944,0.8381650054065671,0.39373572698327386,0.30450090627454074,0.9245792580833174,0.3293399712489559,0.5124709481514982,0.8342470525459721,0.614291589748539,0.477933137481688,0.8218540780031306,0.5815304082239614,0.5143900347101023,0.9418864658994389,0.5461274297204112,0.18387094677676094,1.1618720993012197,0.15825403406050093,0.44359601493850453,0.9924917436957208,0.4469518439384647,1.1285398492579983,0.1363923457494069,0.9500968203324133,0.46543134204738057
0.41000000000000003,0.4365908115646802,0.1944081302394942,1.1657621380454282,0.16676483469041808,0.5093820128309019,0.8352062647614503,0.6098876820283315,0.17769529820660374,1.2040410423611119,0.14758242614233907,0.3269289540243981,0.8376292989760113,0.3903026725832819,0.6407782011418454,1.0543857108330645,0.6077265601746157,0.514726274182403,0.9418864658994389,0.5464844148608439,0.30264050386272173,0.9237724810412189,0.3276136820200621,0.4842268835415363,1.0516788810996769,0.46043225954600286,0.5337020931861312,0.7332423365946731,0.7278658999216446,0.47767276523990315,0.8218540780031306,0.5812135974314453,0.4847990312783271,0.8365566802417345,0.5795172553499158,0.4442120442039097,0.9924917436957208,0.44757253350018467,1.1285425562437796,0.13622600227044268,0.9498755934627218,0.4660803181874238
0.51,0.434763447054291,0.5253767572021768,0.8115306951821979,0.6473898773283292,0.44714712904769605,0.9924917436957208,0.45052982242720085,0.2148402096985126,1.0851051612361802,0.19799022009420822,0.164921912784978,1.2051714830701654,0.13684518352926892,0.6394300902269779,1.0542509930895396,0.6065254805718451,0.4875433894724529,1.0516788810996769,0.463585794327883,0.4788999685139858,0.8492683555370529,0.563897106717397,0.4819933133381152,0.8210848199711756,0.5870201246139658,0.5165368384995299,0.9418864658994389,0.5484066893415562,0.5334802899902319,0.7332423365946731,0.7275634034824328,0.30991575763846324,0.839976231869434,0.36895777032728777,0.3100574535361539,0.9222321817136039,0.33620324651871797,1.128131473109345,0.13693480369100952,0.9423266124132382,0.4695762266066745
0.61,0.43681992272656084,0.18835488233667716,1.1608064913836411,0.16226208565750236,0.5237830567475116,0.8115306951821979,0.6454260570266123,0.44425948721774183,0.9924917436957208,0.4476203354231059,0.3271469680256253,0.8372554757551789,0.3907373286875774,0.5335478113042998,0.7332423365946731,0.7276554894282355,0.5146371158515796,0.9418864658994389,0.5463897555424956,0.48492243917357686,1.0516788810996769,0.4610936359837547,0.6392976467394056,1.0542509930895396,0.6063998525302872,0.4778833116388196,0.8218540780031306,0.581469782080949,0.30963752081320695,0.9203688007901543,0.3364276587248255,0.17684602194547974,1.2042987544425647,0.14684564049668614,0.47661760098401057,0.8503926780736077,0.5604676677881225,1.1285908499342483,0.13704801594604152,0.9483381161674603,0.46773294078084615
0.71,0.434922879712878,0.4818645944973604,0.8471145518566172,0.5688305004810269,0.16837637843646563,1.205407041438092,0.13968424992406453,0.6393836621303338,1.0542509930895396,0.6064814416314519,0.31787944315143374,0.8413389146213874,0.3778256747989403,0.30958855193619644,0.914331090687722,0.3385956740280337,0.4872898289101104,1.0516788810996769,0.4633446935823043,0.533400253802921,0.7332423365946731,0.7274542496824999,0.5163736501153722,0.9418864658994389,0.5482334323832434,0.48671687403524305,0.8232832181370028,0.5911900829663801,0.518107285213275,0.8106359889731533,0.6391367916807771,0.4462629144966459,0.9924917436957208,0.4496389187429469,0.18814293796044373,1.0688149678819263,0.17602947527324317,1.1283202902191667,0.13929934526572801,0.9403730161645791,0.46887043209790935
0.81,0.43462832746877894,0.20265180905018612,1.0785798481296123,0.18788762779279516,0.44615997883844066,0.9924917436957208,0.44953520437065203,0.4869126428751444,0.8473138564828092,0.5746544083396837,0.31310222849961766,0.8323426546058268,0.37616987038576527,0.6395467446742064,1.0542509930895396,0.6066361320656478,0.524611616499216,0.8052140603562167,0.6515182015911822,0.48714196669370824,1.0516788810996769,0.46320409722817046,0.3056808018643462,0.9181827543334764,0.332919345763845,0.16517422876243526,1.202253995124926,0.1373871323632175,0.4782305192299282,0.822033226145686,0.5817654372344958,0.5295961605761046,0.7325344197802317,0.7229641997368386,0.520920925267742,0.9304998626252812,0.559829126463311,1.1283594533139383,0.13867717860616646,0.9389480246224169,0.47037256527796706
0.91,0.4341195363703095,0.29774709745401673,0.92833820500047,0.32073127643590404,0.6394662051750197,1.0542509930895396,0.6065597370707988,0.16624611821722457,1.203234857653145,0.1381659757941854,0.4872366615792512,1.0516788810996769,0.4632941388627842,0.5295958479689498,0.7325344197802317,0.7229637729894444,0.4870075525319482,0.8473138564828092,0.5747664207375427,0.4817370420600398,0.8210848199711756,0.5867080115754074,0.44549410150215013,0.9924917436957208,0.44886428963456465,0.1911373002445324,1.0502412134906876,0.18199371514782706,0.5209376920196771,0.9304998626252812,0.5598471455438165,0.5284057971899031,0.8022729472553416,0.658635940545713,0.3129232182077128,0.8263085819037758,0.3787001915032185,1.1284950748175797,0.14100177060968708,0.9366875318373212,0.47010255132010054
