step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.36663085452020905,0.1681249146455312,0.9014744608338792,0.18649991979807481,0.5716522447711596,1.0643942766753989,0.5370681309530307,0.3354899041896176,0.8738467188851666,0.38392305760171286,0.08612946122995187,1.190885580301287,0.0723238761595901,0.3000380071048936,0.6267664939608987,0.4787077962779735,0.422904286517951,0.8676123728080513,0.48743459610794815,0.25649495130627864,0.830154268342446,0.30897263446999734,0.5045878387469621,0.9363318474899169,0.5388985113553941,0.46959381273188283,1.0348883738314665,0.4537627676628601,0.48852815249939496,0.82586283325873,0.5915366727083924,0.3305053619776941,1.1660545956632553,0.2834390115239001,0.19584303543044798,0.6980248647464565,0.280567420046826,0.16130523938027855,1.273181805477285,0.12669458414056517,0.32666437811152554,0.923879195119359,0.35357910410497195,0.4683479159077096,0.8420694713331218,0.5561867896317922,0.46966031600985686,0.7345929655212112,0.6393476905630612,-0.03835560724858669,1.0520502448313638,-0.03645796143009769,0.3975265363118971,0.7676111201780348,0.5178749054856023,0.22244428636237332,0.9428724914576965,0.2359219177329808,0.1055879354337993,0.8180044601602664,0.12907990185421742,0.36328996249161327,1.0399135283714103,0.3493463183045182,0.1871806274833198,1.0346067484915862,0.1809195887773025,0.4347331049681222,1.012595392846675,0.4293255806210729,1.1042341839566665,0.15438598808270318,0.9329423526341287,0.3515196875848559
0.11,0.35878515495430313,0.18275065704611368,1.289948392823351,0.1416728437066552,0.5418817573114327,1.05611150976982,0.5130914229213694,0.2979317677521347,0.7663357954855717,0.38877443740358864,0.21190004540901314,0.6548023154601992,0.32360918769825736,0.49837497478152754,0.8313336537121171,0.5994885116898083,0.38145110798773707,0.8445415296802614,0.4516664895474735,0.5043723231824616,0.9354855259959772,0.539155667475961,0.4835243335920485,1.0265745187212758,0.47100753503441445,0.5097309424127101,0.7280964611219445,0.7000871033314064,0.41175709396747573,0.9924073486225456,0.4149073407598116,0.3758297564166096,0.923687554761343,0.4068797446488432,0.24921705186427423,1.080850542461423,0.230574942671289,0.35754189832336386,0.8732571863212941,0.4094348193452082,0.43654937309527625,0.8393749735311432,0.5200886217261981,0.33879439423773205,1.1520464705186702,0.294080493198509,0.13055850706439245,1.0862319064382777,0.12019395332667951,0.3109565046930545,1.0660453096125788,0.2916916400167475,0.11587458728115096,1.165712919863858,0.09940233594964684,0.22268170278281846,0.953472734767007,0.2335480550864766,0.15540356418254592,1.10126381208712,0.14111383891569484,0.15220872225283053,0.8974673259694878,0.1695980654096875,0.10191068241665759,0.7979559593637927,0.12771467049122684,-0.0318190936515445,1.0580033061167011,-0.030074663725138447,1.111149744029251,0.1547031930277461,0.9617829153567721,0.32859595898390503
0.21,0.37020048448652326,0.10912494527284741,1.1885548806948574,0.09181313126159592,0.5038872451825986,0.9363318474899169,0.5381502792342272,0.17770526571106213,1.0526502879332909,0.16881700195034172,0.2982447579961171,0.9023992270280542,0.33050200960205955,0.5203164955287177,0.725556037432457,0.7171279249084254,0.493069796262723,0.8326466386270686,0.5921717249417282,0.45346184660629996,0.8342989949498407,0.5435243831662085,0.4168304305757651,0.9654383656365767,0.4317525027099182,0.11008588350210452,0.9808481471417345,0.11223539935606046,0.15584229588432869,0.8635092214259819,0.1804755433033753,0.5125570019683253,1.0727595203463147,0.47779301161816634,0.3446416968958752,0.9331570212474826,0.36932872930125316,0.24346524531535832,0.9500318316260455,0.2562706187419537,0.2439129006937903,1.1055591338080353,0.22062402022191815,0.3480797974243131,0.8416888855494761,0.41354923820465767,0.11034058871723613,1.1650607061008547,0.09470801662045272,0.33553086023534173,1.161112857732495,0.28897351192078835,0.387945098749555,0.7635400901574921,0.508087399404968,0.16686338197278738,0.6288897516542987,0.26533010203116225,0.32824618048554516,1.3575026317956032,0.24180150579256382,0.3528492307231949,0.850766769501734,0.41474261028066134,0.14926330078713354,1.0480558919708136,0.14241921822170361,0.4265836710731694,1.0353951395522971,0.41200084371423973,1.1075706373991083,0.13674071418940595,0.9650327773653358,0.3396608141960187
0.31,0.36457447945993354,0.38281692799551176,0.7667119776116891,0.49929691875688187,0.5408181371706615,1.0623967217472639,0.5090547872561283,0.1911650942528821,1.0091075058107781,0.189439770442782,0.31378454887774376,0.8977584983375128,0.34951999837240894,0.5034335700388891,0.9363318474899169,0.5376657553499593,0.20186770184045197,1.008976844321883,0.20007168943121187,0.4869843953967491,0.82586283325873,0.58966740696537,0.40998520322878207,0.9960701380106636,0.4116027452118968,0.4412393923824266,0.8314940832237695,0.5306584872759479,0.47088207996562415,1.0274678369228443,0.4582937421923253,0.1101900984721633,1.1705212725284242,0.0941376300100411,0.321960697609445,0.6284591582699893,0.5123017038939053,0.26866488338635514,1.0822184546856157,0.24825383657350608,0.32872052061298074,0.8607475030744066,0.38190121892757295,0.4645887374284638,0.7345929655212112,0.6324437603330805,0.3479177206257913,1.1422676650690238,0.3045851084340794,0.2217209209855922,0.9400062564897258,0.23587175027277663,0.13989303787068788,0.7243846584188918,0.19311982417743526,0.1655700505754195,1.2892481701721803,0.12842372353594844,0.15671885211396192,0.8683683813943703,0.18047507886262834,0.37674807093566626,0.9197783671247833,0.40960744936128085,0.2005086896147263,1.0910558674732087,0.18377490611831557,0.035050753052518854,1.0578806554183695,0.03313299366331358,1.1088001327078119,0.13936742368442168,0.9509438114076196,0.33970870806168674
0.41000000000000003,0.3698492868554603,0.1551064390082571,0.9017224476685501,0.17201128729720858,-0.02309670602885337,1.0616160769783296,-0.021756175824497084,0.3296085205400027,1.1560488005564014,0.28511644178114587,0.18271980394669637,1.3400624523722964,0.13635170780528155,0.16706091199016423,1.0882014413231054,0.15352020834216212,0.2170733846709965,0.592800356960473,0.3661829520211821,0.5118452061378557,0.7280964611219445,0.7029909269839588,0.21135421792441417,0.9507960955026679,0.22229184461750992,0.410850871948778,0.9896556604822833,0.4151452756290611,0.5042708134437992,0.9354855259959772,0.5390471572576395,0.21390563728108555,1.214315711949247,0.17615323196116717,0.48844829466730305,0.8281476812696436,0.5898082017430235,0.48021327570053324,1.020192501870691,0.47070849356369815,0.3953096094459203,0.8280537051393377,0.4773961000263878,0.39596738494810535,0.8984713923795922,0.4407122901257767,0.3939913675949507,0.9186898630767198,0.428862212842386,0.19834852768462555,0.6477454926817177,0.30621367485468237,0.13020645326819394,1.155783069735703,0.1126564808549832,0.1906645551699604,0.9548341711381715,0.1996834224551122,0.5356906495656,1.055421521682865,0.5075608546540188,0.37176791117563207,0.8630715375291375,0.4307498220135444,0.2462242428903262,1.0661237848442469,0.23095277151733168,0.4052294007405546,0.770293612603782,0.5260713500801071,1.1156906471285135,0.1470968499182667,0.9550273636896904,0.3421056753305596
0.51,0.37173226410630517,0.3901394321530389,0.7621342542204702,0.5119038148365123,0.032963140819952295,1.0672249517561339,0.0308867786174892,0.2599225506985233,1.076730986050776,0.2413997127099173,0.3189069132914122,0.8692127024328886,0.36689168531339406,0.5088319993459384,0.8088045036266066,0.6291161795766239,0.5307723860588198,0.7373618374007893,0.7198262225365498,0.47264980573868964,1.0189284132503844,0.4638694922942972,0.4972430066914752,0.9337913353823345,0.5324990582482567,0.5386623684520262,1.0598857997672366,0.5082268000668777,0.49153105518581275,0.8281476812696436,0.593530678528545,0.1532136090556315,1.049497638267602,0.14598756916551053,0.12818714943275367,0.8049882036936961,0.15924102843316923,0.3842163500185657,1.1592354585511175,0.33143943897194317,0.30402592720051136,0.9279663412033674,0.32762602876981173,0.23411416220844367,0.9464124738539315,0.24737011469755485,0.1414416959632868,1.1807857714624257,0.11978607752709329,0.18232420802105856,0.9260078060549938,0.19689273333213206,0.24233621028992192,0.7276962043575871,0.33301837887674185,0.36770255760534615,0.8682767953446746,0.4234854133806276,0.1645367756911597,1.2767815833836471,0.1288683811173988,0.2504276899633194,1.0251920718223584,0.24427392373232534,0.20848676073768235,1.0882562711809927,0.19157873587204718,0.16063068358015886,0.8713031577049082,0.18435682478561732,1.114074529799688,0.14721552905178345,0.9571574887842855,0.3318293509300189
0.61,0.2912599443128991,0.2173908011484803,0.7124405111209174,0.3051353730663754,0.19634682445037852,0.9700600451141984,0.20240687722301146,-0.021644286063884657,0.7106579967585689,-0.03045668403452561,0.06483673951827425,0.9102937412266441,0.07122617302729675,0.4750360031094776,1.030079501457125,0.4611644076379575,0.5037084089731042,0.8096576847531902,0.6221251504907914,0.4759174487949165,0.7449661590312933,0.6388443864534321,0.5127752472235505,0.9165766439168882,0.5594461201108754,0.41967352251038204,0.9835564414848398,0.4266898215590109,0.38181266606157144,0.7657669605605157,0.4986016447903385,0.37641707373132055,0.9020036328951225,0.4173121482040496,0.188382952638963,0.8553516545497247,0.2202403556910541,0.3268297950093621,1.1621024514422178,0.2812400873982777,0.3841231930552774,0.8587713487416465,0.44729390846368045,0.10971027887476542,0.4603080549124744,0.23834099295878358,0.1925410927820008,0.8935662314800074,0.2154748982211384,0.1510547988626848,1.2943573024975772,0.11670255081128772,0.35168083555260127,0.92338608234364,0.380860013246033,0.37399207502725085,0.8628185035377635,0.43345393439500124,-0.10702982970517842,0.5973170533177203,-0.1791842859846292,0.14135038954838566,1.1455732496028046,0.12338834692359912,0.2512896188964619,1.0414056404628682,0.24129849996277386,0.19207506209233827,0.8626581469533251,0.22265489843305294,1.1082376055346532,0.16561098526365536,0.8875510886156989,0.30061998343689855
0.71,0.25458308353708664,0.06205434308781543,0.7391037609784633,0.0839589058587183,0.25537003960820515,1.1142221769673877,0.2291913093161128,0.2621990156826617,0.9767767888123797,0.268432889362019,0.13326349679066465,1.0332705505999682,0.12897251035876833,0.5079065917199742,0.9124688109569896,0.5566289889813176,0.439053886385228,0.8324270460031369,0.5274382764151244,0.24160316112651525,0.9452403016952645,0.25559972495164046,0.5296243573201583,0.736871683522451,0.7187470616164907,0.15976888934414293,0.6109214996025464,0.2615211437935733,0.49836164543557837,0.8192811388015941,0.608291368900007,0.37702323156281586,0.7550251632217166,0.49935187584218466,0.4206434981568995,0.9835564414848398,0.42767601371393504,-0.023522978723067803,0.5548047757352056,-0.042398659405727124,0.3560140540380617,0.8344223067753403,0.4266593200436992,0.4021428285276263,0.838354097211223,0.4796813540547492,0.03097543194179731,0.4668822960212571,0.06634526990157495,-0.03293609090404319,0.617753051959627,-0.05331595011884411,0.021056380548596678,0.6126657774117854,0.0343684620961687,0.11042554519359585,0.9044590652229754,0.12209015248951344,0.356293389696987,0.9036338867476522,0.3942895401802092,0.19375177024683354,0.6551081914544692,0.29575537716398637,-0.11721679525355912,0.4895955680981833,-0.239415556208737,0.14377634579654666,0.7640594926209493,0.18817428117194304,1.1107452724584825,0.18727855422492473,0.7869958205176263,0.27121928958601854
0.81,0.2590348339138081,0.00023658969720492841,0.5813160815407837,0.0004069897680756486,-0.09624340898329671,0.6240923413350626,-0.15421341139583952,0.19789718382138985,0.6843155095219992,0.28918997314502326,0.5142385913673483,0.9148398729328509,0.5621077596003441,0.20846689751061226,0.6598480471707244,0.3159316730639274,0.11346362917333686,0.8928953379622913,0.127073828644101,0.5066206863100055,0.8223505285161007,0.6160641584607267,-0.12074433660012945,0.48072504332868604,-0.25117130525187337,0.3998679618126119,0.7506320880476016,0.5327083243305929,0.33210880385090824,0.6607813174994243,0.5026001720322512,0.5075089212240887,0.7272036747404781,0.6978910295045013,0.2999388294616062,1.129365327314905,0.2655817583622108,0.3811393895280362,1.0319504983272771,0.36933882986232164,0.19109418742793866,0.9234571880252209,0.2069334560453057,0.07593597086650627,0.6517276040643994,0.11651489117990893,-0.01904013843297914,0.6375624434152611,-0.029863958628092838,0.10107815635027421,0.4617988122918504,0.2188792038001047,0.39758199974714126,0.8642268001500244,0.4600435900369249,0.4296278115521124,0.8204010154778191,0.5236802532501595,0.384249254935,0.9189799864129593,0.41812581407222404,0.3257280603104719,0.7121294752672771,0.4574000538149602,0.37248672974414293,0.8132840988420516,0.4580032122532422,0.07182080223486606,0.8768083457564948,0.08191163163815501,1.1088548073708224,0.19170098937541225,0.7669865842583279,0.29500599685170675
0.91,0.22792104038701913,0.10914751022684849,0.7150773292348692,0.15263735230375158,-0.060370904451193384,0.5239478719213883,-0.11522311223405689,0.2052694249361208,0.8501913277870825,0.24143909520978718,0.5210368250096082,0.7412284502802364,0.7029368945736226,-0.09910796425112788,0.6145396242298438,-0.16127188604857243,0.4766935605167728,0.7816121111823823,0.6098850743185843,0.07740715992890292,0.6150781817000472,0.12584930214066958,0.30286632495688626,0.8652417047744041,0.35003666985267784,0.5136675610290121,0.9133186964717874,0.562418751541324,0.5012709420614488,0.8003440491313062,0.6263193218035775,0.4246768151833667,0.9864330178762325,0.43051764031346607,0.21088458163274665,0.4067055047722943,0.5185191229482287,0.10450114799761764,0.5747221800786326,0.1818289803663397,0.3978690198635105,0.8372440415102389,0.47521272190343183,0.09483864745691747,0.4515235115726688,0.21004143754683308,0.22175420460057332,0.7362270203611359,0.30120356692667694,0.20467756367092213,0.7032205956112016,0.2910574078010718,0.3515083960673918,0.45099821088000813,0.779400865873753,-0.14908493015196872,0.6506936060253528,-0.22911694347609737,0.203506760670981,0.62911098828347,0.3234830808252919,-0.06152399493394023,0.4640790558544133,-0.13257222914459857,0.14034796356686002,0.5652570803285554,0.2482905008200567,-0.014274101494203323,0.6427059568112191,-0.02220938104420904,1.1047244881267342,0.20138468825879438,0.6747608746382074,0.2813340971792004
