step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,silhouette_clsuter_29,std_year_cluster_29,silhouette_by_std_year_cluster_29,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.3671739801076448,0.32386126587090847,0.8898831723554775,0.3639368356788492,0.509767997761956,1.0718906048442698,0.47557838034788813,0.3288790897933931,1.137375826503946,0.2891560398327598,0.15579547766941015,0.8854289805184797,0.1759547982924403,0.24135933278878124,1.1568973900065047,0.2086263958011213,0.524835913637599,0.7434647891785694,0.7059324412894838,0.4930572349037752,1.0187968150907327,0.48396032221583274,0.1646915508625582,0.6475656023797167,0.25432411829371243,0.34309245644925157,0.6460244492491628,0.531082773799054,0.4927304591163702,0.8317237458830973,0.5924208146699058,0.37647402747027764,0.9220683130992745,0.4082929888403448,0.1544266360546567,1.0522568789642417,0.14675754479900577,0.23713558667859286,0.9849740949801883,0.24075312019587947,0.3900299822544542,0.7675009553404012,0.50818175474644,0.4220962186974958,0.8288812776696085,0.5092360390672777,0.20928861848899344,1.2130895652075468,0.1725252813078038,0.1890560092406805,1.157866141821782,0.16327967665003187,0.029862035022371357,1.0952203277022874,0.027265778644759344,0.2490626338038588,1.0763907484651252,0.23138682133696206,0.22160062928763608,0.6883384204370088,0.3219355809704003,0.16565749155242632,1.2553092678665958,0.13196548117099624,0.20502420567608215,0.9449482878086914,0.21696870434204132,0.42597375271306276,1.0133333557023827,0.42036882563468264,0.30763130050416354,1.0745886416468262,0.2862781985418282,0.3993404299535495,0.7826605630068271,0.5102345113945215,0.1828019803243072,1.123512223988367,0.16270582235000225,0.36095240167853304,0.931681125286978,0.38742053679294175,0.3707406145517421,0.897706603282795,0.4129863957733991,0.33399756524820134,1.0297836684037627,0.3243376016692138,1.1101538982254053,0.12416527442009422,0.9610055805755395,0.3332363304982614
0.11,0.35657206384655665,0.33289070025176193,1.1560533915052102,0.28795443419644307,0.01426109562098081,1.0794121989508927,0.013211908884151503,0.39014524792543365,0.7667119776116891,0.5088550320300691,0.21703627356159794,0.6610214770826781,0.3283346775954329,0.10467312671021457,1.1730459082524962,0.08923190982878725,0.15384262485868344,1.020308597964113,0.15078048461578727,0.3479449034066197,0.7292031941577937,0.4771576786748513,0.2731135964332803,0.839055270242446,0.3255013181126481,0.08528567446018862,0.8062175334365648,0.10578494131311163,0.5060945649068889,0.7280964611219445,0.6950927410456486,0.377199613149997,1.0323201249897251,0.365390157586777,0.3945338555605755,0.9149006379664136,0.43123137003983486,0.30568605171795327,0.9371064244925356,0.3262020659857168,0.22785213183188155,1.0772328238631717,0.21151614282858405,0.20975931014768037,1.267118096418246,0.16554045809984527,0.3275242310610845,0.6607813174994243,0.49566206305669336,0.5866498859823637,1.0645651697934309,0.5510699604198,0.231780092699046,1.2825339135558174,0.18072043963066609,0.16031490557921313,0.872961126597582,0.183644953589228,0.40050535931984393,0.8711116913635201,0.4597634990903947,0.2906074559739491,0.8313219460058809,0.3495726984836429,0.22770629392876307,0.9378790362760666,0.2427885528104898,0.4433364797968045,0.8414735229435968,0.5268573136394702,0.34429714757326907,1.170590233587432,0.29412268930189506,0.42365577792238357,0.941135934245143,0.45015365209934866,0.4374078496027511,0.8761070576813921,0.4992630133129463,0.18844999531660328,1.0910558674732087,0.17272259004759968,0.23686800172148637,1.2125933649896106,0.19534001138420862,0.48990179420261115,0.9622819627165127,0.5091042056110281,1.1037509243937789,0.13245394601647248,0.9587653883718807,0.3307783090798311
0.21,0.3745407149249761,0.4091810428598442,0.9920515505451669,0.41245945599801237,0.5734972628523405,1.0679692304567994,0.5369979269974288,0.3012483190300185,0.9097481695441659,0.3311337457056501,0.25441393450765337,1.13562820370018,0.22402924978325198,0.1605611705110421,0.9527254629090782,0.1685282662864706,0.4041331804319561,0.8483838359896307,0.476356530249706,0.4840836247584095,0.8281476812696436,0.5845378012968108,0.4653709318551925,0.973506561992843,0.47803574215518624,0.3935904845344127,0.9143877169537986,0.4304415700657314,0.4122467295415247,0.855967463861041,0.48161495260811626,0.2787323854471245,0.7582107620800863,0.3676186086866481,0.4801609536851858,0.742044298993032,0.6470785562759166,0.3449174827474417,1.1379341868216113,0.30310846333814634,0.17538759638185894,0.9955374726773245,0.1761737766738047,0.39429241782657,0.74351870479623,0.5303059832699575,0.22714216190479986,1.2442170941249742,0.182558303512574,0.18345543547064694,0.9790097014888348,0.18738878194123715,0.04658303291079659,1.0655173652376686,0.043718698944344304,0.13727714620492268,0.886736695172261,0.15481162215606142,0.18693702424260017,1.3256924168009443,0.1410108573251869,0.3894317294209383,0.9352588064881112,0.4163892675688894,0.19285963533221162,1.0910558674732087,0.17676421628056307,0.34938024670892753,1.170590233587432,0.2984650278844413,0.4866374239707253,0.7859580608281674,0.6191646198754591,0.4257539881324616,0.941135934245143,0.4523830964694236,0.19299000835333227,1.1527692171294368,0.16741426253027947,0.19982688443087426,0.6598480471707244,0.30283772951619037,0.254354802338226,1.031402611546706,0.246610585905723,0.40109399145037367,0.7930828344797554,0.5057403514646517,1.107457033619256,0.1287794668943251,0.9626909030470343,0.346333725888478
0.31,0.37300748454644905,0.09291397207794544,1.1440609541766849,0.08121417983783068,0.029969795289873112,1.0911812078222407,0.027465461350536156,0.08162824674795086,0.7103430629215074,0.11491383672028728,0.09807397095916681,0.9457764875936499,0.10369677428617152,0.48771016630820146,0.8271137711873361,0.5896530601927775,0.4535879947024269,0.8353041046445704,0.5430213884743602,0.4758792262392892,0.9790484838988655,0.4860629826463701,0.490304354963595,0.9363318474899169,0.5236437874862255,0.4348081431497909,0.886072698002161,0.49071384789324635,0.366704832883037,0.9694245121336293,0.37827064231741747,0.29024735819207953,1.2601027994711025,0.2303362537674734,0.22130536089953606,0.9799251136187108,0.22583905425414585,0.382616951307158,0.7667119776116891,0.49903609501316437,0.21274930882746348,0.9386792480626192,0.22664750421037433,0.33510604660564186,0.8498444177786357,0.394314582287377,0.4695335907912239,0.7483975765306282,0.6273852368254004,0.3687380405640893,0.929996081266767,0.3964941874398262,0.16954423927899648,1.3164750027148948,0.12878652380740585,0.6269577247615701,1.0603635776945661,0.5912667484531074,0.26742979895789076,1.0690944676380918,0.2501460881644191,0.3354997347468119,1.1388797891940388,0.2945874866953588,0.1391305636035157,0.7322113519165819,0.19001421275337768,0.18958493774378132,1.1028536763188777,0.1719039812938566,0.2951316539179903,0.8934798932220018,0.33031706270826994,0.2868008707342844,0.9572282834417194,0.2996159596361803,0.329118528302598,1.1690577647702969,0.28152460744081803,0.22989399744203384,1.002589232650238,0.2293002856557052,0.2613731588099854,0.6885488921648107,0.37959999904759595,0.34847642129234546,0.9674450041032612,0.36020282270758464,1.0953080034478395,0.14169225442127964,0.9619496993117274,0.3257232639091953
0.41000000000000003,0.35792358109641154,0.1967139639020279,1.0843183563246073,0.1814171666048403,0.19300728972641112,0.9258463225889308,0.20846579504329357,0.1846266964353608,0.8071107956472869,0.22875012629126568,0.30291567127949526,0.8987524756929764,0.3370401522910236,0.49617612488776774,0.8027373695906685,0.6181051782113715,0.25490117210492463,1.1233478220346256,0.2269120633031037,0.4377969732655596,0.7461016105662601,0.5867792899324931,0.18574961052701708,0.9903613545409307,0.18755740990430603,0.08529776648484644,1.108223838063089,0.07696799469133112,0.2862072183711356,0.7701747611654295,0.37161334388320705,0.4095741234927544,0.9924073486225456,0.41270766894384686,0.32932948217496955,0.7922700681952319,0.41567830894479263,0.5395662234832549,1.0568705902652034,0.5105319690539029,0.3863093007958644,0.9563520809185314,0.40394046136735795,0.17016378476518496,1.276758950221994,0.13327792590417953,0.3194405742672638,1.1404484371356742,0.28010084793448786,0.2275677579761113,0.9386068795073105,0.2424526848722494,0.3792535590214663,0.7671932175023937,0.4943390405042039,0.26490417707853425,1.0113617094348628,0.26192822469674043,0.4808133801371094,0.9193530703325588,0.5229909984019351,0.2530161181495053,1.1704557161758018,0.21616889443385182,0.3165657344046174,1.2526969372830281,0.2527073588055673,0.10459716647080838,1.1647395382100267,0.08980305299118929,0.3628750940846111,0.8550281335399214,0.424401349909112,0.11320761059916289,0.9605840509733666,0.11785289427244686,0.3252360026028746,1.1690577647702969,0.27820353484994714,0.16542955001843873,0.7131940417830862,0.2319558778209103,0.5001152226959868,0.9519058033712705,0.5253831008538642,0.3102669333069433,0.6739100376102817,0.4603981481076691,1.1160305406526494,0.12213639933807102,0.9662127269678688,0.320635546993948
0.51,0.29110514093142503,-0.07246813168719266,0.6075897108758077,-0.11927149257141594,0.04315068380408216,0.7891285011872938,0.0546814412851129,0.5173052012635515,0.7321208104892132,0.7065844787527362,0.2120415600525901,1.0002024986406053,0.21199863061807975,0.37676455400655406,0.7683596853963468,0.4903491960437848,0.21300336308014695,1.0578320176920717,0.20135840049998457,0.43421318936221337,1.01195606290986,0.42908304547693676,0.4834836255476407,0.8281476812696436,0.5838132937912788,0.1992120327473694,1.4031192550071847,0.1419779765949754,0.4813966199739615,0.7371521969601843,0.6530491558718954,0.40962071245831727,0.9907556698206417,0.41344271341134153,0.39371392586804144,0.9208657979567265,0.4275475609384538,0.3939499142444032,0.9149006379664136,0.4305931134992445,0.08052249213892178,0.46018593467885666,0.17497816875936212,0.47436347145547825,0.860118638388399,0.5515093503197318,0.2326359754974178,1.0755355293670947,0.21629780620479716,0.4412820930527916,0.838045130110201,0.526561252130615,-0.018476192204676237,0.8660388710446286,-0.021334137326180273,0.22117369383221616,1.217732074726469,0.18162755044610032,0.21161519694325281,0.9273139659703755,0.22820231842600458,0.1809191645955303,1.143204030908975,0.15825623397398217,0.1600449746354661,0.9297333927079431,0.17214071893160557,0.37224369108500194,0.8569211469456123,0.434396668131972,0.32830219696070123,1.1341806940051962,0.2894619866975069,0.21445813590082535,0.6662650990148473,0.3218810894010918,0.2896662024562039,0.9629084075935734,0.3008242530357746,0.20488111369641937,1.0242923489149,0.20002210688526897,0.4243087310629118,0.941135934245143,0.45084744469271293,0.16128122076562978,1.1050469834999566,0.14594965026266335,1.1003961816793133,0.15459059710213674,0.9231306451135919,0.3088562060408765
0.61,0.27961817354308255,0.16914158973781426,0.854529455425423,0.19793535338534118,0.25273538986351546,1.220613868778428,0.2070559710389406,0.29628877590520264,0.7960530898377218,0.37219725629807193,0.2111008859470066,0.9355285832197342,0.225648782659828,0.11387990439769063,0.9200275335501633,0.12377880035639334,0.3858302435147709,0.8735689617000106,0.44167119074826694,0.37237147528875836,0.7654455527048775,0.486476763726562,0.37124842844759903,0.897706603282795,0.4135520749095444,0.42870287980276406,0.8358719220953325,0.5128810628404741,0.0738530884378879,0.4533469485270065,0.16290633184550568,0.47814749811203683,1.0296831762727663,0.46436370830378026,0.4060328722829014,0.9924073486225456,0.4091393245389327,0.3845645947998577,0.9246522366287563,0.41590187052590094,0.505069659553944,0.7280964611219445,0.6936850905382342,0.354192011171404,0.9346711309103538,0.37894827331023584,0.32792746704812953,0.8008319423457482,0.4094835004802435,0.2784076727595816,0.6619453518799815,0.4205901166446444,0.21627483689221924,1.001365981656973,0.21597981243016315,0.33031328768848933,1.1400454978563026,0.2897369344553333,0.3713504232135759,0.8262806138868022,0.4494241023842413,0.0990359210187881,1.1858950960597328,0.08351153601009555,0.2220430362636291,1.1091788049691047,0.2001868727286165,0.1643971916063218,1.1950328710245453,0.13756708756084515,0.23726844500230984,0.6747944283268297,0.3516158922512492,0.23334230679262516,0.742469262357161,0.3142787434079352,0.16152356097382842,0.8815870602935152,0.18321906961752688,0.16439034616962556,1.1232053278203795,0.14635823219306746,-0.07584536514984981,0.6057869154594484,-0.12520139213031076,0.23681884453861463,0.9418996554048576,0.2514268300022071,1.1043851842717036,0.12904685698991503,0.8983628166213531,0.30463169631247833
0.71,0.26790761683207226,0.28395066264404,0.713532716979082,0.39795044556080855,0.08546865326547269,0.4522740761173333,0.18897535317345845,0.25979203989905764,0.8604806644847495,0.3019150233371246,-0.018225499340826873,0.7135402390986053,-0.025542356747603495,0.43137902318044113,0.8358719220953325,0.5160826817810513,0.41399809122038805,0.992574722174577,0.4170951385034092,0.2963810472244062,0.6102905482309167,0.4856392550786548,0.4930658415734919,0.9148398729328509,0.5389640921452086,0.46571880155094214,1.0284877528184146,0.45281900564660144,0.21757862405618494,0.8252182530763846,0.26366191397858624,0.08820691479035953,0.5564197090226766,0.15852586340856,0.3554372355377017,0.8535886417914174,0.41640342682131914,0.25870238817468294,0.8543173981663711,0.3028176515308457,0.3663693108071121,0.8167546499826074,0.4485671563852301,0.4763271600145271,0.7335174267575094,0.6493740198104307,-0.08743806037688232,0.6096019996146543,-0.14343466791800918,0.15204386111845103,0.7929987782704211,0.19173278103916883,0.42532803391109625,0.9209788230938196,0.46182173058258075,0.3813364871405617,0.7696437943883423,0.49547139848456856,0.25795383592832705,0.8843435552352181,0.29168962039839413,-0.027214072882125278,0.5459312624739441,-0.04984889994905565,0.2498707973258852,0.561793412508882,0.44477345544156716,0.12405244699163982,1.0952295339317897,0.11326616307204673,-0.058266519549967546,0.714088066477183,-0.0815957054672742,0.18585943712384276,0.8166433931020936,0.22758947013314945,0.21182141945171404,0.6662650990148473,0.31792363094647663,0.3272769597039424,0.8313219460058809,0.39368256940209195,0.04410610357461832,0.880391291961786,0.05009829603872635,0.3500327272078555,1.0825740345842203,0.3233337545753082,1.109078902884685,0.16528275750539975,0.7908108132548936,0.29481904369632506
0.81,0.22239123537313732,0.37452950217651226,1.0244092425928366,0.36560535243567044,0.0009861026680164497,0.46765713547998816,0.0021086017793876827,0.004313339195704333,0.6753198703742445,0.006387105407270179,0.2177236665817756,0.6337609311854724,0.34354226628409507,0.4011736881125235,0.839371436533402,0.47794536560520573,0.5101027707407852,0.7272036747404781,0.7014579112555075,0.5038231591941161,0.9116258501469862,0.5526644062505272,0.3548043048234756,0.8917612677434247,0.39786915810023604,0.27524138893775124,0.5578861930429745,0.49336476215060077,0.38828285012459407,0.7548712970236233,0.5143696040047512,-0.07510275739810088,0.48612989502411486,-0.15449113121170083,-0.06793770176120902,0.4819213212041608,-0.1409726002399216,0.17701369253030724,0.6573004201379031,0.26930409156465984,0.43063744138950816,0.8721263104971099,0.4937787522360676,0.11192046703503448,0.8605879033521584,0.13005117385345802,0.3723828559944896,0.8173456820405529,0.45560019974022903,0.25073950327667893,0.7054986575982062,0.3554074845872768,0.1972001576297153,0.9877662106965918,0.19964254242979818,0.1198620567104633,1.0228043524499855,0.11718962323864815,0.33713009908213404,0.6607813174994243,0.5101991992720463,0.446293672794861,0.7549529247285347,0.5911543066812264,0.10417222066589167,0.591676105798722,0.17606291625595788,0.331083177520849,0.9442336345364811,0.3506369243914678,0.05881615946307144,0.6276927729849942,0.0937021453718052,0.3228763251563369,0.8098637111654422,0.3986798281055199,-0.006847665721700515,0.6133127661731792,-0.01116504677446574,0.07304499684075166,0.6086339758362859,0.12001465534418301,0.0024251747040919622,0.8388584405639801,0.0028910416666505403,0.22983494829182785,0.9010542187180557,0.25507338350717423,1.1094235703746809,0.17376602972666705,0.7491864662023902,0.2782094490790804
0.91,0.22908195680649765,0.05910411749347959,0.5957685332523047,0.09920651090924487,0.1173598379871073,0.8838010649562751,0.13278988071021788,0.1144901639247788,0.4447048949825154,0.2574519984298357,0.09672799527105905,0.5885405365128251,0.1643523075643766,0.41995958828205604,0.8327973740627106,0.5042758315066836,0.5259634575661997,0.7412284502802364,0.7095834723658389,-0.10163555755374225,0.7513464601879536,-0.1352712269760578,0.1491229399272328,0.44711182779281927,0.33352492745133266,0.387796616558142,0.7650567852439076,0.5068860560912595,0.2629708068222148,0.9200561779957821,0.2858203804413999,-0.03780219844917412,0.6128991633691154,-0.061677679965126554,0.18685033869966972,0.43309605860580785,0.4314293214793159,0.48565437563798697,0.8169993975043338,0.5944366386578771,0.37878026955826033,0.7605890279234508,0.4980091161614581,0.4299530042277554,0.9911016754251716,0.43381321501985187,-0.04307758686634072,0.5145244180855746,-0.08372311469030445,0.12634814288216645,0.9541649416061231,0.1324175070501832,0.3883611805773341,1.0935610895195464,0.3551344175458544,0.4454712119551642,0.9687928844378927,0.45982089578788854,-0.11222778299813725,0.5989981832264888,-0.1873591375413279,-0.06095934249939252,0.447637982986578,-0.1361800044149076,0.45052536488290473,0.4276245132899641,1.053553645502572,0.1847061418570503,0.5537639836908586,0.3335466864890285,0.015910480648167417,0.5772810522051357,0.027561065078078567,-0.043163068527894304,0.5926964254201077,-0.0728249179118973,0.270369908220949,0.8097426094559576,0.3338961110155765,0.24210660887457852,0.7171829264995233,0.33757999518514675,0.18753391114562623,0.7569607686370319,0.24774587919965255,0.23382379275321458,0.8300145633690214,0.2817104699996178,1.1070068867710552,0.18983470352962137,0.704415302431897,0.27025897407388516
