step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4156336087073989,0.390333860241962,0.7738245918051031,0.5044216278154574,0.6352915803936229,1.0514019895191895,0.6042328117375395,0.1628307172045618,1.1224066635347856,0.14507283544785848,0.2787298071128983,0.9140293906570047,0.3049462194126462,0.5134692769040883,0.8259520188547702,0.6216696190367605,0.31872362257312215,0.6468789045127197,0.49270987251193477,0.15206481370659924,1.1090126818478323,0.13711729017672683,0.49371332572728666,0.8055655773685598,0.612877883064515,0.5064460886635113,0.9321514805283687,0.5433087853665628,0.5323682276854426,0.7386214610609351,0.7207592193716709,0.4507762365133122,1.0499413458569022,0.4293346845441298,0.10228653379421031,1.249493107369694,0.08186242340266568,0.4205470791078268,0.8413429332982735,0.49985215595640375,0.37939437397477865,1.0340647235336076,0.36689615779398377,0.29964583862735594,1.1632237117580415,0.25759949320022485,0.10106780720832709,0.9504205642058317,0.10634008881402837,0.2567731670347153,1.0507237246515304,0.24437743339227772,1.1198737206066418,0.15696237341280353,0.9564149923743028,0.3925516824144345
0.11,0.3831671784682014,-0.0028265236816355935,1.0220550867324396,-0.0027655296845810226,0.29533353626360254,0.9190697428831203,0.3213396355940755,0.028131742380058194,1.0781159232313953,0.026093430004947897,0.5025772421266994,0.8281476812696436,0.6068691049840192,0.5212032252659266,1.0329903356668717,0.5045576974633081,0.4943859301975971,0.8342948064102876,0.5925794172503444,0.47566998518663367,0.8407372587989095,0.5657772154242139,0.4206088447733776,0.9932851346669814,0.42345226973964034,0.3497817272096745,1.1467168727648778,0.30502884846048095,0.5370934581869787,0.7373618374007893,0.7283987737692537,0.17422368697421722,0.8972770103173022,0.19416934232228558,0.1741002632198747,1.276199932984511,0.13642083714322506,0.5051948909438542,1.0637532674002963,0.47491735764863835,0.5058370059855828,0.9354855259959772,0.5407213601162205,0.2462765090697269,1.0483916694244009,0.23490887637913055,0.3834057182382086,0.7750467561001959,0.4946872110882598,0.11180866301183662,1.105521605320087,0.10113656980902162,1.1180842433630047,0.17757787748110823,0.9726147321981228,0.367546612794852
0.21,0.3902057457665727,0.5192343997749259,0.9354855259959772,0.5550426867610977,0.14620899639283716,1.2902105183846284,0.11332181400589882,0.41062188637119645,0.7754336025595026,0.529538422136778,-0.02021732223638551,1.040335210508743,-0.01943346916663416,0.04409968019539779,0.8775530249046727,0.05025300915598607,0.10915720799517767,1.1039514754014335,0.09887862866027193,0.4860948614221045,0.8434970011469758,0.5762852277614732,0.49277564708834465,0.82586283325873,0.5966797720438954,0.5231495467803741,0.8388952697544542,0.6236172328561356,0.4559682535836602,1.044902009346336,0.436374176243476,0.21409310899478262,1.032978896114665,0.2072579699353484,0.35088898249274525,1.1718457480704425,0.29943273939468396,0.341472746233252,0.8563039736466532,0.39877515081362674,0.41660027483371753,0.9896556604822833,0.42095477393692476,0.5432644311777952,1.0606070089455755,0.5122202913951067,0.3330544380617966,0.9239063194780148,0.3604850741252256,0.5253794039073328,0.7354415117290761,0.7143727890367895,1.119736089569095,0.17719729848152224,0.9615803288075391,0.38082684053506377
0.31,0.38667421421056186,0.5037702726231496,0.9337913353823345,0.5394891273186683,0.21626940234444805,0.9355997440320133,0.23115590157434673,0.4971960200475792,1.0553879144458733,0.4711026279930728,0.16084465758634015,1.2610111464042342,0.1275521299276281,0.5105177576001404,0.8144691689966075,0.626810414725799,0.47224436834575445,0.8540628332857153,0.5529386714194732,0.3940227328886257,0.7721703095607891,0.5102795691701045,0.5334004584450515,0.7373618374007893,0.7233903782236621,0.46977065284653524,1.0393083750226522,0.45200314376019185,0.43223070055474977,0.9954836582495282,0.4341916584696026,0.49489730413940247,0.826582356280774,0.5987271569238474,0.35848406562988805,0.9328775814105402,0.38427771529019794,0.18313961138751664,1.2047469297438753,0.15201500569621823,0.22313325133326933,0.9813622138627286,0.2273709423302504,0.0698659229711054,1.0659860992976278,0.06554112011135949,0.3244561999147173,0.9142569980752124,0.35488511501448256,0.0818223587539688,0.9078832537950305,0.09012431764981264,1.1176645696108187,0.15574937455495352,0.9548436326615487,0.38481499974110106
0.41000000000000003,0.37635616108650133,0.14955307598340412,1.2725718399559478,0.11752034053227293,0.48305504594974785,1.0622259336616517,0.45475734553437686,0.4142587423719975,0.7628978161801596,0.5430068530621794,0.5391181833625801,0.7386992347581199,0.7298209582403442,0.1941114742796402,0.8637624912515594,0.22472783461386472,0.51694951462592,0.9380757420699507,0.5510743871120931,0.4176529872498346,0.9932851346669814,0.4204764298519992,0.49772763647821616,0.82586283325873,0.6026759123113195,0.4587079104864799,1.0458163756312953,0.4386122852681342,0.389460782707778,0.8374028015163606,0.46508177665819406,0.47829156069931095,0.8202824451414727,0.5830815514000435,0.22047005248069904,1.0512437919880842,0.20972304822247936,0.10201844713490518,1.087681101437171,0.09379444673637018,0.09750480909709039,0.9475624796982081,0.10290066479642059,0.30722339373033836,0.9134849978677162,0.33632013054124404,0.05344190192888676,1.0213170663701352,0.052326455406081405,0.3611135962837333,1.1490256447455547,0.31427809982752813,1.1096129961052759,0.15975052984398505,0.9606586900117118,0.36706932471264386
0.51,0.4222251415642998,0.3519214836976818,0.9013182583001205,0.39045196350665645,0.6381125429145602,1.0516699086870613,0.6067612448008525,0.0894778141971523,0.9450476370152328,0.09468074485615591,0.13433954023066372,1.2589991518972707,0.10670343981425119,0.11391093153938182,1.1290899940147607,0.10088738022940326,0.48849605095777043,0.8274165509771696,0.5903870914605975,0.4231552790385975,0.9896556604822833,0.4275782940829982,0.3114662683763701,0.9234036537808162,0.33730239976969084,0.47375248738596515,1.0427235040181133,0.45434142949724426,0.42283622445637026,0.8402476930230963,0.5032280694934886,0.5053172662241112,0.9337913353823345,0.5411458075022858,0.3961518526868377,0.7554827223027943,0.5243691761465085,0.5310954564139464,0.7354415117290761,0.7221450624473218,0.2195564778022364,1.0335912975875,0.2124209814021287,0.5254005649166981,0.8106297382840252,0.6481387742187794,0.2890933917842553,1.1659714245589117,0.24794208991324093,0.20196208532228122,0.9473072666491024,0.21319596337171473,1.1200342793166265,0.15915257214809211,0.9583404299229218,0.3953929360301952
0.61,0.31165793895568744,0.5302274939490422,0.8161314073434625,0.6496839714513035,-0.012241702858283722,0.7768532777197847,-0.015758062956515415,0.19847801948328422,0.946482204594599,0.20970074082723733,0.10749525175446571,0.9325833356822919,0.11526610828384637,0.26427084684827257,1.1591026051744695,0.22799607702416838,0.46873360017067045,0.8492683555370529,0.551926369462167,0.49919715171619206,0.9304998626252812,0.5364827785226899,0.10393001155382563,1.2559624324929881,0.08274929955311848,0.4851000647972417,1.0477679712864298,0.4629842465996025,0.4964927608975982,0.826083223683808,0.6010202684949283,0.5319124356077204,0.7354415117290761,0.7232559314705473,0.42435363108285923,0.9924917436957208,0.42756389035812276,0.29922733351806785,0.9141349204850431,0.3273338834482954,0.11531547211021673,0.44806749949996844,0.25736183106095795,-0.10551180600352117,0.6107813648109699,-0.1727488952387667,0.23107506882858123,1.0073518165284197,0.22938864559248262,0.4071013730554343,0.7665137286251926,0.5311077386514722,1.108394639533058,0.19740176694283898,0.8832657212655621,0.33795969544739163
0.71,0.305059523256438,0.3522972092840066,0.7938125520452185,0.443804029523507,0.03329771999316538,0.4683302530650699,0.07109880212786293,0.2724529292267374,1.1217664497145747,0.2428784791130641,0.4461373497185139,0.8378514969049177,0.5324778333231803,0.5275840404894455,0.734646338279163,0.718146968138791,0.47122636220142816,1.0411405767855697,0.45260589463941386,0.3641297451112398,0.8891555580138368,0.40952310518602564,0.5104219938755322,0.9124688109569896,0.5593856883066567,0.5293286712625116,0.8096773893721164,0.6537525664054817,0.11322705441561776,0.8600509212749958,0.13165157040674122,0.4929796087773617,0.82586283325873,0.5969267400400362,0.15124578288732218,1.2213144579749107,0.12383852651519926,0.07257277547816914,1.1536940404407363,0.06290469824256416,-0.03391709466412283,0.6245177477986192,-0.05430925667633655,0.28839847864369667,0.9200927231972292,0.31344501632568195,0.4240968386891783,0.9896556604822833,0.428529695351316,0.20708454408257768,1.0211418443049787,0.2027970406241906,1.1177356148676993,0.18130828794270734,0.89559880316882,0.34643867044666915
0.81,0.29730743187497,0.3805076725175208,0.7414309579280999,0.5132071549599639,0.045388712969407136,0.4634132332883649,0.09794436090512637,0.044095423733135033,0.8112766969701608,0.05435312501618284,-0.05158087887543447,0.559076542263333,-0.09226085334687346,0.4171740635218114,0.921367244334913,0.4527771809632191,0.521850147434337,0.9124688109569896,0.5719101202889608,0.5048546561850427,0.8169993975043338,0.6179376113705942,0.49693313925376614,1.0321119171183775,0.4814721456188464,0.4755671603565539,0.8502470589453546,0.5593282039063409,0.5315717548739164,0.734646338279163,0.723575041725616,0.305567323371534,1.1008427585957936,0.277575812699452,0.5280881722701155,0.8013678046654433,0.6589835144307835,-0.04668550112186975,0.6239562572723686,-0.07482175325231277,0.1707491069482957,0.8161173532601179,0.20922126734128332,0.16700357489922066,0.9218625848561809,0.18115885994578548,0.42338256064095725,0.9896556604822833,0.4278079513379761,0.017051742255825255,0.5870118782804771,0.029048376850183348,1.1165774503796786,0.21540692103408932,0.8049324997059856,0.33465988945653696
0.91,0.28809651690074506,0.36278477430882267,0.8057876507091525,0.45022379530084056,0.05974452290588202,0.4594112413266417,0.13004584461920823,0.11864577915296178,0.838086521207149,0.14156745890873984,0.5197688340097174,0.791835348776225,0.6564102433833193,0.5019576208110106,0.8192811388015941,0.612680552545431,0.1588076170918422,0.6711361259739849,0.2366250466123739,-0.11846886998747433,0.5469837157058454,-0.21658573479577595,0.3402362172365206,0.770244125784889,0.441725169782782,0.07337068452615697,0.5702475113965187,0.12866462905988735,0.4428880674061882,0.9954836582495282,0.44489737600009277,0.24981186567350117,0.8096680897528867,0.3085361382461603,0.4723670676374081,1.0273843380511956,0.45977639539787263,-0.06141853050747115,0.6273835221909453,-0.09789630797599799,0.5259467702953944,0.734646338279163,0.7159183172781791,0.507252937696636,0.9092801438672297,0.5578621078639804,0.35432672378244395,0.9163281207529189,0.3866810542617687,0.483368730878671,0.8529908968950182,0.5666751340936779,1.1185577747609154,0.20931645296658077,0.773304616924758,0.34845924826956115
