step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.4010869144198621,0.13856096455707495,0.8904578503228445,0.1556064270833687,0.09125864001938255,1.0338533293458347,0.08827039332274142,0.47172358870686903,0.7776568591952484,0.6065960624265928,0.5047060415319069,0.9740481810517462,0.5181530558241394,0.11324024839840291,0.9216672687154464,0.12286456538293807,0.5158358893093851,0.8775971184362205,0.5877821137659918,0.5115843678794578,0.9123738383417151,0.5607179276526472,0.3613320690416257,0.8629003506500691,0.41874136308950954,0.518884117058445,1.032841143521876,0.5023852122012747,0.4385562945112557,0.9703458793749707,0.4519587333062548,0.40571193017712137,1.1880623265859533,0.3414904429660569,0.45999120282676254,0.7138940560527722,0.6443409899924412,0.4748234897675824,1.2285710391614393,0.3864843583580425,0.5489449809500018,0.9651800283230079,0.5687487979872408,0.14851133517222126,0.891816716735614,0.16652674522162897,1.3989143354478821,0.1620291386138816,0.9494177323876506,0.4080444792387246
0.11,0.3923769754500714,0.4175017682569748,1.0118222805425008,0.41262361610887455,0.10258047275605299,0.9128887208730254,0.11236908772183309,0.46478855194944463,1.2268885874337707,0.37883517436707315,0.16618780502730135,0.8921486259321265,0.18627816060767513,0.5019155277930131,0.9744864757486636,0.5150564325763567,0.4689615243601107,0.7808146229558365,0.600605458162168,0.5112173622175457,0.901631169331283,0.566991669771912,0.5239661518286448,1.0335751473217514,0.5069453858157973,0.12557444965842712,0.9061495719288127,0.13858026704259402,0.5531744544764212,0.9596224719624398,0.5764500839014041,0.4992359695878842,0.6931638361036893,0.7202279512937606,0.31844383179819574,0.8397132570870969,0.37922925368935323,0.51654919481262,0.8790883660456292,0.5875964405446453,0.10649100982544742,0.8832327273184682,0.12056959228487672,0.41560081198604015,1.1779082278872177,0.35282953471807577,1.3814134953154933,0.1631847335440321,0.9382089392314873,0.4103458739070934
0.21,0.394902310119085,0.30559927283476285,0.7115711854744601,0.4294711183829007,0.14166976131435483,0.8579362478237746,0.1651285415130923,0.07284083606323566,1.0816877544890204,0.06733998398423675,0.5262580415822112,0.8788754859882344,0.598785664149536,0.4769873366449237,1.227697829664046,0.3885217723122058,0.502125089074939,0.9732133355024124,0.5159455494058983,0.4701894771795799,0.7852558318977061,0.5987723466418402,0.4722616329272613,0.8244919300287035,0.5727910919768738,0.5494952106393669,0.9562696289750136,0.574623719074241,0.5043764681343855,1.0341671237141892,0.48771272705220814,0.5186750459011416,0.903390118344826,0.5741429260389166,0.39717247888700874,1.179719693247829,0.3366668210764308,0.4081900223943327,0.9837419390492926,0.4149360784483942,0.12918957278591361,0.8858020636480504,0.14584474126631028,0.16004805786920254,0.9543572481599246,0.16770245961644625,1.3893956636748885,0.1621860207622045,0.9492118277338321,0.4025590360626355
0.31,0.394768412841163,0.5072188124485253,0.9697510931596669,0.5230402069420643,0.11858267644756047,0.9033241197369434,0.1312736744836315,0.5451617872823159,0.9618353450525511,0.5667932563369569,0.36906950788692566,0.8650354129328852,0.42665248424408764,0.5203079127004752,0.8797231858033746,0.5914450375947784,0.10073489706947149,0.9087764103591179,0.11084673404942855,0.47068549106684954,0.781654007671473,0.6021660305548863,0.469232818180508,1.226258252088739,0.3826541573777329,0.1973350232611833,1.2109881141846524,0.16295372427668064,0.3419340750553955,1.1667370370699357,0.2930686728811709,0.15149282260824606,0.8757914122776078,0.17297820061316835,0.5093247422314633,0.9123738383417151,0.5582412831533907,0.5200824443992166,1.0347441783899864,0.5026193481063508,0.5014493709299112,0.6931638361036893,0.7234211377047376,0.39748894082896846,0.9598546506293323,0.4141136791579364,1.3893131085373653,0.15581850361213243,0.9566673929201113,0.4108178418318002
0.41000000000000003,0.3916595137052006,0.5170356655567858,0.8790883660456292,0.588149821482166,0.10548014245216612,0.9178955688457281,0.11491518864701515,0.4057883089456983,1.1811162144951497,0.34356340550209646,0.00832861027811983,1.1169443649779796,0.007456602619848507,0.5200711728040259,1.0347441783899864,0.5026084549837548,0.4129625877615425,0.9887978496997896,0.41764106575163235,0.5055686159610074,0.9115465212079853,0.5546273329978,0.11928214213148461,0.8917836364214691,0.1337568186495746,0.47905763262418954,0.783105408800089,0.6117409319879736,0.5448565358360725,0.9618353450525511,0.5664758928216592,0.43185308354770147,1.1600636812913514,0.3722667044165837,0.504502781322719,0.9715075224669675,0.5192988933751388,0.16167690713135602,0.8813184355987236,0.18344891085992185,0.374556851486044,0.858492196410267,0.43629616326418663,0.49814370450108864,0.6931638361036893,0.7186521837336189,1.3839249230085358,0.17385926834900667,0.9487602083871571,0.4047265580728647
0.51,0.4001493837018055,0.14511913396958534,0.8969406787479773,0.16179345792650904,0.5188011839542359,0.8782224578427048,0.5907400560316307,0.08908596581317194,1.0716737643544454,0.08312787788253408,0.10129892031030076,0.9169457095900457,0.11047428353810626,0.5064114437340105,0.9115465212079853,0.5555519460081005,0.4773749389294814,1.2210632466885818,0.39095021508843303,0.43373392982476416,0.9595246174983278,0.4520300176931313,0.5138352451130795,0.9484902185203401,0.54174016250233,0.5194295193625535,1.032841143521876,0.5029132724044623,0.4771453403279223,0.6903565951261965,0.6911577925038879,0.4724037712480394,0.7760327595916645,0.6087420478184585,0.4053513795494903,1.1899469620489784,0.3406465939049189,0.1492042320695265,0.8820366336396933,0.1691587700318528,0.5484927576408215,0.9651800283230079,0.5682802602057805,0.35217315765307344,0.8594476859108103,0.4097668344756244,1.398008481709224,0.16400900398111729,0.9466832681741758,0.4118049058677173
0.61,0.39442159911026986,0.13296609359754402,0.8923291531487519,0.1490101417490934,0.1170704263572151,0.9231328053054582,0.12681861773775585,0.5027908258171396,0.9115465212079853,0.5515799952270556,0.5186763118810546,0.8782224578427048,0.590597868739486,0.4720992095841793,0.7666009524728407,0.6158343634472655,0.5065303183855707,0.9595384508616608,0.5278895472408729,0.46963386138140073,1.21932909315625,0.38515759528524585,0.5192868825605407,1.032841143521876,0.5027751710101602,0.46036734624424697,0.7126870775558628,0.6459600022818736,0.5491647420656504,0.9651800283230079,0.5689764872360853,0.12252761494168854,0.9024089067689762,0.13577837499453735,0.36159613626273457,0.8611531303459345,0.4198976041781065,0.01336252962181947,1.1519738804290665,0.011599681076833476,0.44302503525072556,0.9560216403590936,0.4634048190418784,0.5123830482575098,1.2058385003349,0.424918468032995,1.3897272294989365,0.17776770147445284,0.9559202494422913,0.40801324915194964
0.71,0.39485760104188794,0.516406902443867,0.8775971184362205,0.5884327689726764,0.11805005622975165,0.9244995156949078,0.1276907713045348,0.43843377906501924,0.9491568306219084,0.46191921600326874,0.48070527751195147,0.7511405970851139,0.6399671105214958,0.07067766186700407,1.1947071280840458,0.05915898566734926,0.4735024486921662,1.2132341375831361,0.390281178236068,0.35986835730879535,0.8598176348050716,0.418540330811406,0.14098269593847262,0.903461922406678,0.15604719185388277,0.5093099706007825,0.9470062559056738,0.5378105661125772,0.41826107990822564,1.1940203632414321,0.35029643780342534,0.5489830992171221,0.9651800283230079,0.5687882914143754,0.5195846730283367,1.032841143521876,0.5030634926651056,0.11491312604532301,0.9118970172839612,0.12601546432028685,0.4543022367831528,0.7026116606423222,0.6465908014789182,0.5044536291964887,0.9115465212079853,0.5534041515818465,1.3922280251072068,0.16736717123986414,0.955914524989556,0.4085337839164811
0.81,0.38580554584401533,0.11390720285449323,0.9177800740818582,0.12411165383868822,0.4328246611852821,0.9669888183385386,0.4476004820086266,0.12755723848113648,0.9333488999112859,0.13666619041738914,0.5186149504559212,0.8782224578427048,0.590527998714431,0.4784137951607955,1.1925129653458488,0.40118121065631135,0.507964896103481,0.9593863885354269,0.5294685250631149,0.47448858527543997,0.7670852039971191,0.6185604712527111,0.5113200022414446,0.9030661509881462,0.5662043712766245,0.5471162934172974,0.9651800283230079,0.5668541384635852,0.2640490644745781,0.5498789236585883,0.480194917669771,0.3993016992042827,1.1871579256633114,0.3363509526175107,0.44967683266567643,0.6817596445217887,0.6595826495143993,0.1598870088015564,0.8301040219379925,0.192610810905696,0.505964438176076,1.032120520388974,0.4902183690577082,0.059385124708793445,0.9128195355853327,0.06505680739042638,1.3815848769716135,0.1675292171022627,0.9118274372746616,0.41367930325646624
0.91,0.3543579066852263,-0.09004591521426157,0.5708105162945665,-0.15775097452443118,0.39813651294607033,1.19243772089026,0.3338845341531349,0.5215096619915257,0.8797231858033746,0.5928110914972377,0.4394426837934821,0.9387270132474163,0.4681261725635034,0.4756873190225931,0.7484327285601148,0.6355779228652284,0.09727826768372493,0.5074738745860722,0.19169118363594823,0.5106288901852053,1.02191782087983,0.49967705793169787,0.5041713930015232,0.8998574742067192,0.5602791635930812,0.49946453118633655,0.6909380449226579,0.7228788960987748,0.5066220108669358,0.9576344630026435,0.529034856659641,0.33532757916194295,0.5863854611160975,0.5718552068526679,0.11307404905485584,0.8588074728487223,0.13166402555834963,0.5530355069488322,0.9562696289750136,0.5783259137295915,0.07753627209599527,0.5716309908856744,0.13564042770994977,-0.03577629557127869,0.5902089134471217,-0.06061632543352631,1.3770738133656797,0.2194275635883646,0.7980836873110857,0.38220527685938993
